,mineral_count,vispen_count,scv_count,reward
112,2160.0,296.0,23.0,5
113,2585.0,412.0,23.0,5
114,2195.0,608.0,23.0,0
115,1200.0,132.0,21.0,5
116,2315.0,232.0,23.0,9
117,2130.0,436.0,23.0,5
118,1845.0,328.0,23.0,4
119,2110.0,388.0,27.0,4
120,1880.0,368.0,23.0,10
121,1890.0,228.0,23.0,10
122,2415.0,200.0,23.0,4
123,2515.0,468.0,23.0,0
124,1065.0,360.0,20.0,0
125,1740.0,540.0,23.0,0
126,2025.0,296.0,23.0,5
127,2545.0,480.0,23.0,5
128,2055.0,384.0,23.0,5
129,2485.0,208.0,27.0,0
130,1060.0,448.0,20.0,4
131,1765.0,432.0,23.0,9
132,2010.0,444.0,23.0,0
133,2820.0,280.0,23.0,0
134,1905.0,364.0,23.0,10
135,2350.0,364.0,23.0,5
136,1985.0,284.0,23.0,4
137,1375.0,416.0,23.0,0
138,1235.0,156.0,21.0,10
139,1760.0,468.0,23.0,0
140,1380.0,352.0,23.0,5
141,1675.0,288.0,23.0,0
142,2220.0,352.0,23.0,5
143,1190.0,336.0,23.0,5
144,2970.0,428.0,23.0,0
145,1545.0,364.0,22.0,5
146,1575.0,472.0,22.0,5
147,2115.0,404.0,23.0,5
148,1510.0,332.0,22.0,0
149,1260.0,288.0,21.0,0
150,2245.0,320.0,27.0,5
151,2580.0,632.0,15.0,5
152,1220.0,192.0,19.0,4
153,1535.0,476.0,23.0,9
154,1605.0,172.0,20.0,10
155,1695.0,288.0,21.0,0
156,2120.0,324.0,23.0,15
157,1975.0,480.0,15.0,5
158,2020.0,528.0,21.0,0
159,2015.0,268.0,23.0,15
160,1310.0,452.0,23.0,9
161,2060.0,348.0,23.0,9
162,2770.0,540.0,23.0,5
163,2285.0,328.0,23.0,0
164,1910.0,312.0,23.0,0
165,1580.0,560.0,23.0,9
166,1780.0,280.0,23.0,5
167,2020.0,292.0,23.0,0
168,3240.0,532.0,23.0,10
169,1895.0,500.0,23.0,0
170,1055.0,348.0,23.0,5
171,2655.0,368.0,29.0,5
172,1825.0,580.0,23.0,0
173,1545.0,204.0,22.0,5
174,1060.0,488.0,18.0,5
175,1490.0,232.0,21.0,10
176,1560.0,288.0,22.0,0
177,1560.0,416.0,24.0,4
178,2885.0,56.0,23.0,5
179,2715.0,320.0,23.0,5
180,2300.0,268.0,23.0,0
181,2630.0,500.0,28.0,0
182,1570.0,348.0,24.0,4
183,1025.0,288.0,17.0,10
184,2590.0,284.0,23.0,0
185,2700.0,452.0,23.0,14
186,1955.0,376.0,23.0,10
187,1180.0,272.0,21.0,5
188,1090.0,324.0,21.0,0
189,2340.0,412.0,23.0,9
190,1790.0,200.0,22.0,0
191,2230.0,460.0,23.0,5
192,2220.0,396.0,23.0,20
193,1005.0,336.0,22.0,0
194,1680.0,236.0,21.0,5
195,2990.0,320.0,15.0,0
196,1435.0,320.0,18.0,0
197,1385.0,476.0,20.0,5
198,1840.0,372.0,26.0,0
199,1600.0,336.0,18.0,0
200,2175.0,356.0,23.0,0
201,2070.0,408.0,25.0,10
202,1645.0,492.0,21.0,0
203,2915.0,508.0,23.0,10
204,1335.0,472.0,21.0,18
205,2175.0,440.0,23.0,5
206,2720.0,156.0,23.0,10
207,1655.0,540.0,22.0,4
208,1095.0,272.0,21.0,0
209,2195.0,428.0,23.0,0
210,1680.0,500.0,22.0,9
211,1890.0,300.0,24.0,10
212,2390.0,276.0,23.0,5
213,2355.0,500.0,28.0,5
214,1980.0,384.0,25.0,14
215,2025.0,188.0,23.0,10
216,1095.0,292.0,18.0,0
217,1485.0,324.0,21.0,5
218,1385.0,252.0,20.0,5
219,1295.0,252.0,20.0,15
220,1935.0,152.0,22.0,5
221,2920.0,128.0,23.0,5
222,1330.0,464.0,22.0,10
223,2245.0,332.0,26.0,4
224,2240.0,276.0,23.0,5
225,1535.0,188.0,22.0,4
226,1885.0,340.0,23.0,0
227,2680.0,572.0,23.0,4
228,1635.0,172.0,23.0,0
229,2845.0,276.0,23.0,0
230,1780.0,528.0,25.0,5
231,1730.0,276.0,23.0,9
232,3465.0,268.0,23.0,0
233,2045.0,284.0,23.0,5
234,2060.0,344.0,23.0,14
235,380.0,208.0,15.0,0
236,2625.0,312.0,23.0,0
237,1965.0,212.0,22.0,5
238,1745.0,384.0,23.0,5
239,1000.0,360.0,17.0,4
240,2790.0,532.0,23.0,5
241,2360.0,236.0,28.0,5
242,1460.0,324.0,22.0,5
243,1300.0,448.0,21.0,0
244,1780.0,384.0,23.0,5
245,1030.0,584.0,21.0,0
246,2050.0,444.0,15.0,0
247,2205.0,512.0,23.0,0
248,2010.0,280.0,23.0,5
249,1705.0,220.0,23.0,5
250,2120.0,264.0,27.0,10
251,2140.0,348.0,23.0,5
252,2825.0,352.0,23.0,0
253,1140.0,496.0,19.0,4
254,1855.0,340.0,23.0,0
255,2145.0,396.0,23.0,0
256,2280.0,236.0,23.0,10
257,2510.0,480.0,23.0,5
258,925.0,412.0,17.0,0
259,2150.0,480.0,23.0,5
260,2315.0,300.0,23.0,0
261,2090.0,328.0,23.0,0
262,2395.0,348.0,23.0,15
263,3035.0,364.0,23.0,0
264,2045.0,464.0,23.0,10
265,3125.0,436.0,23.0,10
266,2200.0,480.0,23.0,9
267,1195.0,236.0,22.0,5
268,670.0,260.0,15.0,0
269,1185.0,424.0,18.0,5
270,1180.0,480.0,20.0,0
271,1750.0,344.0,24.0,5
272,2410.0,504.0,27.0,9
273,2615.0,448.0,23.0,5
274,1710.0,248.0,22.0,9
275,2385.0,328.0,23.0,5
276,1945.0,548.0,23.0,5
277,2840.0,444.0,23.0,0
278,2425.0,456.0,23.0,9
279,1175.0,244.0,21.0,0
280,1800.0,336.0,23.0,0
281,2745.0,316.0,29.0,5
282,1235.0,188.0,19.0,0
283,1800.0,388.0,22.0,9
284,2225.0,208.0,26.0,5
285,2300.0,432.0,23.0,4
286,1765.0,276.0,25.0,9
287,1760.0,512.0,23.0,10
288,2455.0,412.0,30.0,0
289,1495.0,312.0,23.0,8
290,1915.0,384.0,23.0,0
291,2100.0,532.0,23.0,5
292,1400.0,288.0,22.0,0
293,2285.0,284.0,23.0,5
294,1835.0,432.0,26.0,0
295,1635.0,384.0,23.0,9
296,2295.0,376.0,23.0,0
297,1415.0,164.0,22.0,5
298,2365.0,500.0,23.0,14
299,3205.0,224.0,23.0,0
300,2155.0,480.0,23.0,20
301,2710.0,508.0,23.0,0
302,2360.0,540.0,23.0,0
303,1990.0,272.0,23.0,10
304,1955.0,268.0,23.0,5
305,1415.0,408.0,22.0,0
306,2190.0,572.0,23.0,0
307,1600.0,412.0,22.0,5
308,1620.0,332.0,22.0,0
309,2630.0,536.0,23.0,5
310,1770.0,192.0,21.0,5
311,1530.0,268.0,23.0,5
312,2345.0,548.0,23.0,0
313,2620.0,356.0,23.0,5
314,1940.0,508.0,25.0,9
315,2045.0,464.0,23.0,5
316,1575.0,412.0,19.0,5
317,2050.0,472.0,23.0,10
318,2245.0,312.0,23.0,5
319,840.0,332.0,21.0,0
320,1845.0,464.0,23.0,10
321,2280.0,640.0,23.0,0
322,3215.0,392.0,23.0,5
323,1915.0,588.0,23.0,0
324,1210.0,344.0,19.0,5
325,1355.0,168.0,20.0,10
326,2085.0,176.0,23.0,14
327,2705.0,348.0,23.0,5
328,1970.0,408.0,29.0,14
329,1795.0,244.0,22.0,0
330,1510.0,268.0,24.0,0
331,1440.0,492.0,25.0,4
332,1285.0,308.0,19.0,10
333,2385.0,384.0,23.0,10
334,1570.0,548.0,23.0,0
335,1295.0,176.0,25.0,5
336,2230.0,272.0,23.0,5
337,980.0,400.0,16.0,4
338,1920.0,508.0,23.0,5
339,2115.0,444.0,23.0,10
340,2085.0,444.0,23.0,15
341,1400.0,248.0,22.0,5
342,2590.0,392.0,23.0,5
343,2115.0,460.0,23.0,9
344,1495.0,252.0,20.0,4
345,1835.0,492.0,23.0,0
346,2075.0,380.0,25.0,4
347,2875.0,508.0,23.0,4
348,3235.0,316.0,23.0,14
349,1145.0,52.0,23.0,0
350,1995.0,176.0,23.0,5
351,2240.0,260.0,23.0,0
352,2135.0,368.0,23.0,5
353,2370.0,292.0,27.0,4
354,2580.0,512.0,23.0,10
355,2430.0,400.0,23.0,0
356,3015.0,236.0,23.0,15
357,330.0,164.0,15.0,0
358,2335.0,304.0,26.0,10
359,1010.0,412.0,16.0,5
360,1690.0,276.0,20.0,5
361,1960.0,440.0,23.0,9
362,1655.0,528.0,23.0,5
363,2435.0,408.0,23.0,10
364,920.0,416.0,18.0,5
365,2495.0,432.0,23.0,9
366,2415.0,584.0,23.0,0
367,2605.0,144.0,23.0,5
368,1980.0,440.0,23.0,0
369,1830.0,352.0,23.0,15
370,740.0,360.0,15.0,5
371,1965.0,188.0,24.0,5
372,2360.0,308.0,23.0,5
373,2010.0,204.0,26.0,0
374,2275.0,304.0,23.0,0
375,1820.0,176.0,23.0,0
376,2270.0,368.0,30.0,10
377,2830.0,592.0,23.0,5
378,2330.0,504.0,23.0,15
379,1050.0,460.0,20.0,10
380,1630.0,448.0,23.0,0
381,1790.0,452.0,23.0,0
382,2775.0,392.0,23.0,10
383,1200.0,480.0,20.0,10
384,2960.0,340.0,23.0,15
385,2290.0,636.0,23.0,0
386,1350.0,272.0,21.0,5
387,1480.0,224.0,22.0,0
388,1965.0,492.0,24.0,0
389,1080.0,212.0,26.0,0
390,2905.0,320.0,23.0,5
391,2080.0,392.0,26.0,0
392,2685.0,372.0,29.0,5
393,1955.0,348.0,23.0,0
394,1695.0,508.0,22.0,5
395,2175.0,228.0,23.0,0
396,1835.0,244.0,23.0,0
397,1995.0,192.0,23.0,5
398,2570.0,272.0,27.0,5
399,2515.0,448.0,23.0,0
400,2215.0,536.0,23.0,0
401,2160.0,488.0,23.0,5
402,2255.0,284.0,23.0,5
403,2035.0,264.0,25.0,10
404,1605.0,228.0,22.0,0
405,2180.0,412.0,23.0,9
406,2255.0,372.0,27.0,0
407,1570.0,392.0,23.0,0
408,2200.0,472.0,27.0,10
409,1830.0,280.0,22.0,5
410,2795.0,396.0,23.0,10
411,1135.0,392.0,21.0,10
412,2400.0,384.0,23.0,10
413,1010.0,420.0,16.0,0
414,1935.0,324.0,27.0,5
415,2350.0,424.0,23.0,4
416,2450.0,424.0,28.0,5
417,2455.0,268.0,23.0,0
418,2135.0,408.0,23.0,5
419,1215.0,348.0,18.0,5
420,1780.0,372.0,23.0,0
421,1625.0,340.0,25.0,0
422,1870.0,504.0,24.0,10
423,1625.0,536.0,26.0,5
424,1955.0,524.0,23.0,5
425,1770.0,508.0,23.0,14
426,2185.0,368.0,27.0,5
427,2605.0,276.0,27.0,0
428,1315.0,460.0,19.0,10
429,2385.0,460.0,23.0,5
430,2055.0,340.0,26.0,0
431,1120.0,432.0,19.0,0
432,1540.0,268.0,22.0,5
433,1810.0,324.0,23.0,10
434,1500.0,216.0,22.0,0
435,1085.0,396.0,18.0,0
436,3010.0,492.0,23.0,19
437,1665.0,460.0,24.0,5
438,1265.0,272.0,20.0,0
439,2940.0,488.0,23.0,0
440,2785.0,456.0,23.0,5
441,1510.0,380.0,23.0,10
442,2910.0,332.0,23.0,5
443,1920.0,224.0,23.0,5
444,1500.0,356.0,22.0,0
445,1770.0,536.0,23.0,5
446,1060.0,288.0,23.0,5
447,1845.0,544.0,23.0,0
448,1610.0,352.0,21.0,0
449,1305.0,300.0,20.0,0
450,2725.0,412.0,23.0,0
451,2590.0,220.0,28.0,15
452,1140.0,288.0,18.0,0
453,2510.0,420.0,23.0,0
454,2670.0,468.0,23.0,0
455,1835.0,400.0,23.0,5
456,2120.0,344.0,23.0,0
457,325.0,288.0,14.0,0
458,1790.0,288.0,21.0,0
459,1555.0,192.0,24.0,0
460,2775.0,440.0,23.0,0
461,1940.0,388.0,25.0,5
462,2590.0,268.0,27.0,5
463,2355.0,184.0,23.0,15
464,2305.0,284.0,23.0,10
465,2120.0,372.0,23.0,5
466,2240.0,348.0,27.0,5
467,2450.0,376.0,23.0,5
468,3250.0,260.0,23.0,0
469,2825.0,200.0,23.0,0
470,815.0,444.0,15.0,0
471,2245.0,552.0,27.0,0
472,1655.0,548.0,24.0,9
473,2270.0,300.0,26.0,5
474,1305.0,460.0,21.0,0
475,1390.0,408.0,19.0,0
476,510.0,280.0,15.0,0
477,1950.0,300.0,26.0,5
478,1430.0,364.0,21.0,0
479,2125.0,460.0,23.0,0
480,2125.0,440.0,15.0,0
481,1850.0,476.0,23.0,0
482,1890.0,252.0,21.0,5
483,1935.0,424.0,23.0,10
484,1905.0,404.0,22.0,5
485,1750.0,364.0,23.0,5
486,325.0,264.0,14.0,0
487,2100.0,368.0,23.0,4
488,2175.0,136.0,23.0,5
489,2170.0,348.0,23.0,10
490,2725.0,596.0,23.0,0
491,370.0,208.0,15.0,0
492,1870.0,332.0,26.0,5
493,3195.0,448.0,23.0,5
494,930.0,268.0,20.0,0
495,2090.0,508.0,23.0,4
496,1655.0,152.0,23.0,0
497,2375.0,628.0,23.0,4
498,2810.0,272.0,23.0,5
499,1370.0,548.0,23.0,0
500,1760.0,316.0,15.0,5
501,1605.0,448.0,22.0,0
502,1000.0,212.0,22.0,0
503,1710.0,324.0,23.0,4
504,1895.0,380.0,25.0,10
505,1795.0,372.0,22.0,0
506,2075.0,276.0,23.0,10
507,1835.0,272.0,23.0,10
508,2290.0,412.0,23.0,10
509,2450.0,460.0,23.0,0
510,1920.0,220.0,23.0,0
511,2130.0,360.0,25.0,10
512,1970.0,316.0,24.0,5
513,2020.0,596.0,23.0,10
514,2090.0,444.0,23.0,5
515,1855.0,468.0,23.0,10
516,2035.0,72.0,26.0,5
517,1970.0,512.0,23.0,4
518,1810.0,252.0,22.0,5
519,2100.0,428.0,23.0,5
520,1745.0,456.0,23.0,4
521,1905.0,428.0,26.0,0
522,2500.0,340.0,23.0,13
523,1995.0,388.0,22.0,10
524,2430.0,420.0,26.0,5
525,1805.0,492.0,23.0,4
526,3125.0,428.0,23.0,0
527,2555.0,372.0,23.0,0
528,2465.0,548.0,23.0,0
529,2565.0,304.0,23.0,0
530,1195.0,268.0,24.0,0
531,2210.0,332.0,24.0,0
532,2030.0,388.0,24.0,0
533,2365.0,496.0,23.0,15
534,2000.0,304.0,22.0,5
535,2720.0,456.0,23.0,9
536,2220.0,376.0,23.0,5
537,2320.0,356.0,23.0,10
538,2315.0,316.0,23.0,0
539,1630.0,440.0,21.0,4
540,2355.0,368.0,23.0,10
541,1715.0,180.0,25.0,0
542,1450.0,228.0,21.0,5
543,2005.0,396.0,24.0,0
544,1470.0,368.0,20.0,0
545,1390.0,388.0,22.0,0
546,1880.0,424.0,23.0,0
547,1125.0,372.0,19.0,14
548,1760.0,412.0,23.0,0
549,2285.0,400.0,28.0,5
550,2580.0,444.0,23.0,10
551,1880.0,488.0,23.0,5
552,1440.0,112.0,25.0,5
553,2125.0,240.0,23.0,15
554,1765.0,468.0,24.0,9
555,2915.0,148.0,23.0,5
556,2840.0,224.0,27.0,4
557,2015.0,448.0,26.0,0
558,2485.0,476.0,23.0,0
559,1445.0,508.0,21.0,8
560,1275.0,572.0,19.0,10
561,2350.0,596.0,15.0,0
562,2615.0,312.0,23.0,9
563,1885.0,528.0,27.0,5
564,1765.0,344.0,23.0,5
565,1995.0,360.0,23.0,5
566,2545.0,452.0,23.0,5
567,2780.0,376.0,23.0,5
568,2425.0,508.0,23.0,4
569,1840.0,400.0,26.0,0
570,1555.0,216.0,21.0,0
571,1775.0,356.0,24.0,10
572,1430.0,428.0,21.0,5
573,1135.0,264.0,20.0,5
574,2485.0,280.0,23.0,0
575,1970.0,336.0,26.0,0
576,2415.0,152.0,23.0,10
577,2275.0,456.0,23.0,10
578,1495.0,340.0,23.0,5
579,2560.0,228.0,23.0,5
580,2220.0,328.0,23.0,5
581,1500.0,364.0,25.0,4
582,2445.0,400.0,27.0,0
583,1425.0,372.0,19.0,5
584,2335.0,444.0,23.0,5
585,1430.0,292.0,20.0,5
586,2275.0,424.0,23.0,0
587,1510.0,460.0,23.0,10
588,1920.0,340.0,23.0,0
589,845.0,176.0,15.0,5
590,2630.0,304.0,23.0,5
591,1475.0,256.0,20.0,5
592,2660.0,176.0,23.0,5
593,2350.0,376.0,25.0,5
594,2565.0,332.0,27.0,0
595,2985.0,448.0,29.0,10
596,2640.0,384.0,29.0,0
597,2045.0,384.0,25.0,0
598,1490.0,500.0,21.0,0
599,1780.0,244.0,24.0,0
600,2365.0,344.0,23.0,0
601,1050.0,536.0,20.0,5
602,2375.0,192.0,23.0,10
603,1655.0,272.0,20.0,5
604,2535.0,488.0,23.0,10
605,2370.0,244.0,27.0,10
606,2355.0,456.0,23.0,0
607,655.0,404.0,17.0,4
608,1875.0,240.0,22.0,0
609,2065.0,592.0,23.0,0
610,2260.0,440.0,23.0,5
611,1780.0,296.0,26.0,10
612,2215.0,224.0,23.0,5
613,1520.0,368.0,25.0,4
614,1965.0,380.0,15.0,0
615,1940.0,420.0,26.0,5
616,2020.0,368.0,23.0,0
617,1655.0,440.0,21.0,0
618,1720.0,300.0,23.0,5
619,2840.0,584.0,23.0,5
620,1215.0,200.0,23.0,10
621,2170.0,440.0,23.0,5
622,1480.0,260.0,22.0,0
623,1705.0,272.0,24.0,14
624,2660.0,380.0,23.0,4
625,2185.0,352.0,26.0,0
626,2025.0,344.0,22.0,5
627,1625.0,416.0,21.0,13
628,2285.0,420.0,23.0,0
629,1130.0,296.0,18.0,0
630,2380.0,252.0,23.0,9
631,1965.0,412.0,23.0,0
632,1575.0,404.0,22.0,9
633,2080.0,456.0,23.0,4
634,2835.0,368.0,23.0,0
635,2545.0,308.0,23.0,0
636,1565.0,300.0,21.0,0
637,1775.0,136.0,22.0,5
638,1825.0,196.0,23.0,5
639,1840.0,252.0,22.0,4
640,3210.0,536.0,23.0,5
641,1610.0,264.0,21.0,5
642,2090.0,508.0,23.0,0
643,700.0,148.0,16.0,5
644,1940.0,252.0,23.0,0
645,2235.0,368.0,23.0,0
646,2460.0,364.0,23.0,10
647,2455.0,332.0,23.0,0
648,2335.0,360.0,23.0,0
649,2725.0,284.0,23.0,15
650,1920.0,240.0,22.0,5
651,2870.0,532.0,23.0,0
652,1795.0,336.0,23.0,9
653,2315.0,464.0,23.0,4
654,950.0,392.0,17.0,5
655,1495.0,428.0,22.0,5
656,1950.0,344.0,23.0,0
657,1885.0,536.0,23.0,5
658,2815.0,328.0,23.0,0
659,1150.0,268.0,19.0,0
660,2980.0,340.0,23.0,0
661,1430.0,492.0,21.0,10
662,1400.0,364.0,21.0,0
663,1765.0,236.0,23.0,9
664,1450.0,296.0,22.0,0
665,2640.0,300.0,23.0,0
666,1200.0,476.0,20.0,5
667,1730.0,244.0,20.0,5
668,1670.0,612.0,23.0,5
669,2045.0,348.0,23.0,0
670,2420.0,332.0,23.0,0
671,2480.0,512.0,23.0,0
672,1850.0,364.0,25.0,0
673,1520.0,332.0,22.0,0
674,1620.0,460.0,15.0,0
675,2710.0,348.0,23.0,4
676,2055.0,520.0,23.0,5
677,2625.0,456.0,23.0,10
678,2170.0,420.0,27.0,0
679,1870.0,336.0,23.0,0
680,1745.0,236.0,23.0,9
681,2380.0,548.0,23.0,14
682,1625.0,328.0,23.0,5
683,2510.0,532.0,23.0,0
684,2595.0,484.0,23.0,10
685,1790.0,236.0,26.0,5
686,1995.0,388.0,25.0,14
687,1785.0,320.0,23.0,0
688,2770.0,424.0,23.0,4
689,2220.0,608.0,23.0,5
690,965.0,268.0,19.0,5
691,1725.0,464.0,24.0,5
692,2225.0,380.0,15.0,5
693,1050.0,296.0,16.0,0
694,2805.0,352.0,30.0,5
695,1830.0,136.0,22.0,4
