,reward,workers
3218,22,17.0
3219,39,16.0
3220,24,15.0
3221,34,13.0
3222,20,14.0
3223,24,14.0
3224,28,12.0
3225,40,15.0
3226,38,13.0
3227,28,14.0
3228,9,13.0
3229,38,16.0
3230,40,15.0
3231,24,14.0
3232,25,14.0
3233,40,15.0
3234,40,15.0
3235,26,14.0
3236,39,16.0
3237,20,15.0
3238,31,16.0
3239,40,15.0
3240,26,13.0
3241,35,20.0
3242,26,13.0
3243,18,13.0
3244,19,14.0
3245,35,13.0
3246,18,15.0
3247,35,16.0
3248,39,16.0
3249,31,16.0
3250,39,16.0
3251,23,16.0
3252,32,15.0
3253,25,16.0
3254,30,17.0
3255,31,16.0
3256,29,14.0
3257,20,14.0
3258,24,15.0
3259,23,16.0
3260,29,18.0
3261,18,14.0
3262,29,18.0
3263,35,15.0
3264,38,17.0
3265,30,14.0
3266,38,17.0
3267,27,12.0
3268,27,14.0
3269,39,16.0
3270,30,17.0
3271,43,12.0
3272,40,15.0
3273,25,14.0
3274,32,14.0
3275,29,14.0
3276,25,14.0
3277,16,15.0
3278,35,13.0
3279,29,18.0
3280,30,15.0
3281,9,14.0
3282,19,14.0
3283,37,14.0
3284,17,14.0
3285,31,16.0
3286,19,12.0
3287,21,15.0
3288,31,14.0
3289,30,17.0
3290,34,13.0
3291,30,14.0
3292,25,14.0
3293,32,13.0
3294,26,14.0
3295,23,16.0
3296,31,14.0
3297,29,18.0
3298,24,18.0
3299,31,16.0
3300,25,14.0
3301,39,16.0
3302,38,17.0
3303,33,14.0
3304,40,15.0
3305,27,14.0
3306,25,14.0
3307,26,13.0
3308,39,13.0
3309,32,15.0
3310,31,14.0
3311,34,13.0
3312,40,15.0
3313,29,14.0
3314,31,14.0
3315,22,14.0
3316,39,16.0
3317,39,16.0
3318,39,13.0
3319,34,13.0
3320,37,18.0
3321,40,15.0
3322,39,16.0
3323,29,14.0
3324,34,13.0
3325,26,14.0
3326,22,14.0
3327,21,14.0
3328,39,16.0
3329,25,14.0
3330,29,15.0
3331,22,14.0
3332,15,16.0
3333,40,15.0
3334,31,16.0
3335,39,15.0
3336,31,16.0
3337,32,15.0
3338,39,16.0
3339,25,16.0
3340,22,18.0
3341,32,21.0
3342,32,15.0
3343,31,16.0
3344,12,14.0
3345,31,18.0
3346,27,18.0
3347,3,16.0
3348,29,18.0
3349,32,15.0
3350,40,15.0
3351,32,15.0
3352,40,15.0
3353,35,14.0
3354,30,17.0
3355,31,16.0
3356,29,18.0
3357,23,14.0
3358,19,14.0
3359,39,15.0
3360,28,14.0
3361,39,16.0
3362,28,15.0
3363,32,15.0
3364,39,16.0
3365,23,17.0
3366,35,20.0
3367,12,19.0
3368,37,17.0
3369,30,17.0
3370,38,17.0
3371,42,13.0
3372,29,14.0
3373,39,16.0
3374,27,14.0
3375,26,14.0
3376,29,14.0
3377,37,14.0
3378,38,15.0
3379,32,14.0
3380,40,15.0
3381,35,14.0
3382,42,13.0
3383,26,15.0
3384,42,13.0
3385,29,14.0
3386,35,16.0
3387,23,16.0
3388,42,13.0
3389,28,14.0
3390,22,14.0
3391,32,15.0
3392,24,15.0
3393,35,12.0
3394,27,14.0
3395,27,12.0
3396,37,17.0
3397,33,14.0
3398,39,14.0
3399,35,12.0
3400,26,14.0
3401,15,16.0
3402,27,14.0
3403,23,16.0
3404,40,15.0
3405,32,15.0
3406,27,14.0
3407,42,13.0
3408,32,13.0
3409,23,16.0
3410,22,16.0
3411,23,16.0
3412,33,18.0
3413,38,17.0
3414,38,16.0
3415,40,15.0
3416,39,16.0
3417,29,16.0
3418,30,17.0
3419,25,14.0
3420,32,15.0
3421,33,14.0
3422,39,16.0
3423,24,15.0
3424,25,16.0
3425,9,14.0
3426,30,17.0
3427,29,18.0
3428,26,14.0
3429,31,16.0
3430,37,14.0
3431,26,15.0
3432,22,16.0
3433,25,14.0
3434,30,15.0
3435,39,16.0
3436,27,15.0
3437,32,15.0
3438,32,15.0
3439,29,18.0
3440,39,16.0
3441,33,14.0
3442,23,16.0
3443,27,14.0
3444,30,21.0
3445,37,18.0
3446,21,14.0
3447,41,14.0
3448,39,16.0
3449,33,17.0
3450,24,14.0
3451,22,14.0
3452,38,17.0
3453,34,16.0
3454,30,17.0
3455,42,13.0
3456,19,16.0
3457,40,15.0
3458,39,16.0
3459,21,18.0
3460,39,16.0
3461,30,14.0
3462,24,12.0
3463,37,14.0
3464,39,16.0
3465,39,16.0
3466,39,16.0
3467,20,14.0
3468,31,16.0
3469,31,16.0
3470,25,14.0
3471,38,17.0
3472,40,15.0
3473,40,15.0
3474,30,14.0
3475,33,14.0
3476,23,14.0
3477,37,18.0
3478,43,12.0
3479,17,14.0
3480,40,15.0
3481,31,14.0
3482,39,16.0
3483,40,15.0
3484,28,14.0
3485,31,15.0
3486,37,14.0
3487,38,15.0
3488,22,14.0
3489,23,16.0
3490,31,15.0
3491,32,15.0
3492,23,16.0
3493,18,14.0
3494,25,14.0
3495,38,17.0
3496,40,15.0
3497,25,14.0
