,reward,workers
1664,22,14.0
1665,36,16.0
1666,28,14.0
1667,33,14.0
1668,15,20.0
1669,20,14.0
1670,21,14.0
1671,22,14.0
1672,20,14.0
1673,27,14.0
1674,7,20.0
1675,40,15.0
1676,23,14.0
1677,30,16.0
1678,26,14.0
1679,36,16.0
1680,31,16.0
1681,26,14.0
1682,40,15.0
1683,37,14.0
1684,28,14.0
1685,30,14.0
1686,29,14.0
1687,40,15.0
1688,41,14.0
1689,35,13.0
1690,36,14.0
1691,28,14.0
1692,31,14.0
1693,39,16.0
1694,23,14.0
1695,15,16.0
1696,26,14.0
1697,36,14.0
1698,30,13.0
1699,20,19.0
1700,24,15.0
1701,21,20.0
1702,39,16.0
1703,32,15.0
1704,25,14.0
1705,33,14.0
1706,30,14.0
1707,39,12.0
1708,25,14.0
1709,26,14.0
1710,37,18.0
1711,19,12.0
1712,37,14.0
1713,24,14.0
1714,21,14.0
1715,39,15.0
1716,35,16.0
1717,34,13.0
1718,25,14.0
1719,37,18.0
1720,27,14.0
1721,31,14.0
1722,24,15.0
1723,31,16.0
1724,39,16.0
1725,37,18.0
1726,32,16.0
1727,32,14.0
1728,29,14.0
1729,23,14.0
1730,39,16.0
1731,42,13.0
1732,32,15.0
1733,14,17.0
1734,15,16.0
1735,39,16.0
1736,34,14.0
1737,32,15.0
1738,34,13.0
1739,25,14.0
1740,34,13.0
1741,32,15.0
1742,39,16.0
1743,24,14.0
1744,29,16.0
1745,22,14.0
1746,31,16.0
1747,37,18.0
1748,32,14.0
1749,23,16.0
1750,39,16.0
1751,30,14.0
1752,41,14.0
1753,34,13.0
1754,41,14.0
1755,40,13.0
1756,26,15.0
1757,33,14.0
1758,40,15.0
1759,27,14.0
1760,37,18.0
1761,17,14.0
1762,21,14.0
1763,30,17.0
1764,39,16.0
1765,31,16.0
1766,39,16.0
1767,30,17.0
1768,30,17.0
1769,31,16.0
1770,30,14.0
1771,32,15.0
1772,25,14.0
1773,42,13.0
1774,31,14.0
1775,21,14.0
1776,26,13.0
1777,36,19.0
1778,38,14.0
1779,24,15.0
1780,28,19.0
1781,25,14.0
1782,32,14.0
1783,34,14.0
1784,33,14.0
1785,31,16.0
1786,23,14.0
1787,29,14.0
1788,31,20.0
1789,20,14.0
1790,37,16.0
1791,25,14.0
1792,27,14.0
1793,26,14.0
1794,29,20.0
1795,24,14.0
1796,23,14.0
1797,28,14.0
1798,27,14.0
1799,42,13.0
1800,24,15.0
1801,18,13.0
1802,34,13.0
1803,9,14.0
1804,22,13.0
1805,24,15.0
1806,38,13.0
1807,21,14.0
1808,39,15.0
1809,23,14.0
1810,33,14.0
1811,25,14.0
1812,40,15.0
1813,16,15.0
1814,37,15.0
1815,27,14.0
1816,31,16.0
1817,26,14.0
1818,28,14.0
1819,25,14.0
1820,27,14.0
1821,39,16.0
1822,32,14.0
1823,27,14.0
1824,24,14.0
1825,28,14.0
1826,25,14.0
1827,40,15.0
1828,39,16.0
1829,18,13.0
1830,9,14.0
1831,34,13.0
1832,28,14.0
1833,32,14.0
1834,27,13.0
1835,19,12.0
1836,20,14.0
1837,20,14.0
1838,29,15.0
1839,40,14.0
1840,34,13.0
1841,40,15.0
1842,34,13.0
1843,29,14.0
1844,35,15.0
1845,34,15.0
1846,28,13.0
1847,25,14.0
1848,35,12.0
1849,24,14.0
1850,36,13.0
1851,25,14.0
1852,30,14.0
1853,32,15.0
1854,24,14.0
1855,27,16.0
1856,19,14.0
1857,20,14.0
1858,24,15.0
1859,39,16.0
1860,26,13.0
1861,25,14.0
1862,26,13.0
1863,31,14.0
1864,24,14.0
1865,23,14.0
1866,30,15.0
1867,31,16.0
1868,26,16.0
1869,21,14.0
1870,29,14.0
1871,32,14.0
1872,41,14.0
1873,32,14.0
1874,29,14.0
1875,25,14.0
1876,24,14.0
1877,9,14.0
1878,21,18.0
1879,33,16.0
1880,31,16.0
1881,22,14.0
1882,17,14.0
1883,30,17.0
1884,20,14.0
1885,38,17.0
1886,22,17.0
1887,37,18.0
1888,28,14.0
1889,19,20.0
1890,39,16.0
1891,27,14.0
1892,39,16.0
1893,23,14.0
1894,30,14.0
1895,40,15.0
1896,22,17.0
1897,9,14.0
1898,21,14.0
1899,30,15.0
1900,37,18.0
1901,32,15.0
1902,40,15.0
1903,24,15.0
1904,27,14.0
1905,26,13.0
1906,30,14.0
1907,23,16.0
1908,32,15.0
1909,16,15.0
1910,34,14.0
1911,27,14.0
1912,25,14.0
1913,27,15.0
1914,24,15.0
1915,42,13.0
1916,24,14.0
1917,24,15.0
1918,27,14.0
1919,23,16.0
1920,27,14.0
1921,26,14.0
1922,24,15.0
1923,39,16.0
1924,40,15.0
1925,25,14.0
1926,32,15.0
1927,24,15.0
1928,32,14.0
1929,42,13.0
1930,40,15.0
1931,33,18.0
1932,42,13.0
1933,40,15.0
1934,29,14.0
1935,30,14.0
1936,31,14.0
1937,20,14.0
1938,31,16.0
1939,34,13.0
1940,31,16.0
1941,26,14.0
1942,35,12.0
1943,39,16.0
1944,39,16.0
1945,24,15.0
1946,33,14.0
1947,24,14.0
1948,17,14.0
1949,23,14.0
1950,25,14.0
1951,28,14.0
1952,24,15.0
1953,38,15.0
1954,26,13.0
1955,25,14.0
1956,27,12.0
1957,25,14.0
1958,14,16.0
1959,24,15.0
1960,38,17.0
1961,25,14.0
1962,42,13.0
1963,34,13.0
1964,25,14.0
1965,10,13.0
1966,21,14.0
1967,39,16.0
1968,20,13.0
1969,24,15.0
1970,27,14.0
1971,27,14.0
1972,23,14.0
1973,33,14.0
1974,25,14.0
1975,34,13.0
1976,24,14.0
1977,27,15.0
1978,30,14.0
1979,23,14.0
1980,29,18.0
1981,10,13.0
1982,40,15.0
1983,23,14.0
1984,25,14.0
1985,28,14.0
1986,32,15.0
1987,27,14.0
1988,31,16.0
1989,28,14.0
1990,26,14.0
1991,33,14.0
1992,22,14.0
1993,24,15.0
1994,37,18.0
1995,31,16.0
1996,30,14.0
1997,22,14.0
1998,24,15.0
1999,23,14.0
2000,29,14.0
2001,21,12.0
2002,17,14.0
2003,43,12.0
2004,32,14.0
2005,26,13.0
2006,22,15.0
2007,27,15.0
2008,24,14.0
2009,22,17.0
2010,43,12.0
2011,28,14.0
2012,24,14.0
2013,32,15.0
2014,33,13.0
2015,31,16.0
2016,42,13.0
2017,26,15.0
2018,31,14.0
2019,34,14.0
2020,27,14.0
2021,42,13.0
2022,21,15.0
2023,35,12.0
2024,23,16.0
2025,27,12.0
2026,26,14.0
2027,33,14.0
2028,25,14.0
2029,23,14.0
2030,28,14.0
2031,39,16.0
2032,21,14.0
2033,27,14.0
2034,39,16.0
2035,34,14.0
2036,31,16.0
2037,24,14.0
2038,31,16.0
2039,36,15.0
2040,29,15.0
2041,20,14.0
2042,26,14.0
2043,31,16.0
2044,37,18.0
2045,27,12.0
2046,31,16.0
2047,42,13.0
2048,18,13.0
2049,39,16.0
2050,42,13.0
2051,32,15.0
2052,22,14.0
2053,17,14.0
2054,40,15.0
2055,32,13.0
2056,27,12.0
2057,24,14.0
2058,29,18.0
2059,26,13.0
2060,35,12.0
2061,31,14.0
2062,32,15.0
2063,35,12.0
2064,19,12.0
2065,40,15.0
2066,34,13.0
2067,24,13.0
2068,21,14.0
2069,30,17.0
2070,11,12.0
2071,37,14.0
2072,30,16.0
2073,34,13.0
2074,25,14.0
2075,42,13.0
2076,28,14.0
2077,27,12.0
2078,27,14.0
2079,20,14.0
2080,22,14.0
2081,29,14.0
2082,28,19.0
2083,43,12.0
2084,27,14.0
2085,23,14.0
2086,26,14.0
2087,16,15.0
2088,33,14.0
2089,40,15.0
2090,33,14.0
2091,24,15.0
2092,34,17.0
2093,27,14.0
2094,27,14.0
2095,25,14.0
2096,31,14.0
2097,40,15.0
2098,24,14.0
2099,32,15.0
2100,33,14.0
2101,31,17.0
2102,25,14.0
2103,24,14.0
2104,39,16.0
2105,32,14.0
2106,29,14.0
2107,29,14.0
2108,27,14.0
2109,29,14.0
2110,20,14.0
2111,32,15.0
2112,39,16.0
2113,31,16.0
2114,15,16.0
2115,37,18.0
2116,43,12.0
2117,25,14.0
2118,27,14.0
2119,42,13.0
2120,22,14.0
2121,39,16.0
2122,39,16.0
2123,24,15.0
2124,30,14.0
2125,31,16.0
2126,22,17.0
2127,40,15.0
2128,25,14.0
2129,12,19.0
2130,31,14.0
2131,20,14.0
2132,29,14.0
2133,19,14.0
2134,38,17.0
2135,37,14.0
2136,37,18.0
2137,32,15.0
2138,23,16.0
2139,13,14.0
2140,27,14.0
2141,31,14.0
2142,32,15.0
2143,32,14.0
2144,22,14.0
2145,22,14.0
2146,24,15.0
2147,8,15.0
2148,27,12.0
2149,33,14.0
2150,22,14.0
2151,20,14.0
2152,33,16.0
2153,31,16.0
2154,28,17.0
2155,20,14.0
2156,37,15.0
2157,31,16.0
2158,32,15.0
2159,32,15.0
2160,38,15.0
2161,24,14.0
2162,38,17.0
2163,22,14.0
2164,32,14.0
2165,23,14.0
2166,30,14.0
2167,40,15.0
2168,42,13.0
2169,26,14.0
2170,34,13.0
2171,25,14.0
2172,28,14.0
2173,22,14.0
2174,27,14.0
2175,41,14.0
2176,32,14.0
2177,24,15.0
2178,25,15.0
2179,23,18.0
2180,33,14.0
2181,25,14.0
2182,40,15.0
2183,36,15.0
2184,10,13.0
2185,25,14.0
2186,6,17.0
2187,35,18.0
2188,42,13.0
2189,17,16.0
2190,40,15.0
2191,25,14.0
2192,32,15.0
2193,18,14.0
2194,22,14.0
2195,37,15.0
2196,31,14.0
2197,24,15.0
2198,38,16.0
2199,31,20.0
2200,31,16.0
2201,35,14.0
2202,27,14.0
2203,27,14.0
2204,27,14.0
2205,26,14.0
2206,39,16.0
2207,42,13.0
2208,28,14.0
2209,23,14.0
2210,20,14.0
2211,40,15.0
2212,38,17.0
2213,25,14.0
2214,34,14.0
2215,37,16.0
2216,39,16.0
2217,39,16.0
2218,33,14.0
2219,22,14.0
2220,36,14.0
2221,40,15.0
2222,26,14.0
2223,20,14.0
2224,40,12.0
2225,18,13.0
2226,28,14.0
2227,26,14.0
2228,31,16.0
2229,35,13.0
2230,42,13.0
2231,38,17.0
2232,26,13.0
2233,17,14.0
2234,39,16.0
2235,11,12.0
2236,26,13.0
2237,32,15.0
2238,42,12.0
2239,40,15.0
2240,35,12.0
2241,34,13.0
2242,26,13.0
2243,16,15.0
2244,31,16.0
2245,27,13.0
2246,24,14.0
2247,42,13.0
2248,27,14.0
2249,31,16.0
2250,31,16.0
2251,23,16.0
2252,14,15.0
2253,20,14.0
2254,24,15.0
2255,15,14.0
2256,12,13.0
2257,32,15.0
2258,33,14.0
2259,22,14.0
2260,39,16.0
2261,37,17.0
2262,32,14.0
2263,30,14.0
2264,42,13.0
2265,28,14.0
2266,25,14.0
2267,17,14.0
2268,24,14.0
2269,26,14.0
2270,31,16.0
2271,31,16.0
2272,37,18.0
2273,16,15.0
2274,37,15.0
2275,26,14.0
2276,40,15.0
2277,24,15.0
2278,34,18.0
2279,32,15.0
2280,27,15.0
2281,33,14.0
2282,33,14.0
2283,38,14.0
2284,28,14.0
2285,9,14.0
2286,41,14.0
2287,30,17.0
2288,26,14.0
2289,35,16.0
2290,30,14.0
2291,40,15.0
2292,24,15.0
2293,19,16.0
2294,21,14.0
2295,30,14.0
2296,15,16.0
2297,23,14.0
2298,29,14.0
2299,32,14.0
2300,29,15.0
2301,33,14.0
2302,27,20.0
2303,26,14.0
2304,37,14.0
2305,27,14.0
2306,29,14.0
2307,28,15.0
2308,25,14.0
2309,41,13.0
2310,31,16.0
2311,38,15.0
2312,31,16.0
2313,17,14.0
2314,34,13.0
2315,39,16.0
2316,32,15.0
2317,26,14.0
2318,27,14.0
2319,38,17.0
2320,20,14.0
2321,29,14.0
2322,25,14.0
2323,22,17.0
2324,31,14.0
2325,33,14.0
2326,26,13.0
2327,19,14.0
2328,30,17.0
2329,34,13.0
2330,37,16.0
2331,42,13.0
2332,38,13.0
2333,21,14.0
2334,27,14.0
2335,32,14.0
2336,26,14.0
2337,19,14.0
2338,23,14.0
2339,23,14.0
2340,37,18.0
2341,30,14.0
2342,26,14.0
2343,25,14.0
2344,33,14.0
2345,26,14.0
2346,34,13.0
2347,36,17.0
2348,31,16.0
2349,31,15.0
2350,15,16.0
2351,25,18.0
2352,24,15.0
2353,35,14.0
2354,36,14.0
2355,26,14.0
2356,39,16.0
2357,29,14.0
2358,29,14.0
2359,28,14.0
2360,23,14.0
2361,29,24.0
2362,36,14.0
2363,34,13.0
2364,31,16.0
2365,31,16.0
2366,15,16.0
2367,40,15.0
2368,33,14.0
2369,34,13.0
2370,23,14.0
2371,22,17.0
2372,15,16.0
2373,23,16.0
2374,42,13.0
2375,23,16.0
2376,20,14.0
2377,22,14.0
2378,40,15.0
2379,38,16.0
2380,20,14.0
2381,31,16.0
2382,22,14.0
2383,19,14.0
2384,23,14.0
2385,17,18.0
2386,35,16.0
2387,26,15.0
2388,24,15.0
2389,15,14.0
2390,31,16.0
2391,39,16.0
2392,30,16.0
2393,36,15.0
2394,36,19.0
2395,35,20.0
2396,19,16.0
2397,31,15.0
2398,36,19.0
2399,40,15.0
2400,33,14.0
2401,27,13.0
2402,42,13.0
2403,40,15.0
2404,23,16.0
2405,26,13.0
2406,35,13.0
2407,36,17.0
2408,26,14.0
2409,31,16.0
2410,24,15.0
2411,32,14.0
2412,30,15.0
2413,18,14.0
2414,39,16.0
2415,27,14.0
2416,27,14.0
2417,37,18.0
2418,36,14.0
2419,25,14.0
2420,10,13.0
2421,34,14.0
2422,42,13.0
2423,33,14.0
2424,42,13.0
2425,20,13.0
2426,30,15.0
2427,25,14.0
2428,34,13.0
2429,23,16.0
2430,30,14.0
2431,34,13.0
2432,32,15.0
2433,34,13.0
2434,29,14.0
2435,24,15.0
2436,34,13.0
2437,30,14.0
2438,30,17.0
2439,24,14.0
2440,32,15.0
2441,39,16.0
2442,42,13.0
2443,38,17.0
2444,32,14.0
2445,38,13.0
2446,40,15.0
2447,25,14.0
2448,29,13.0
2449,37,17.0
2450,27,14.0
2451,33,14.0
2452,20,14.0
2453,35,16.0
2454,21,14.0
2455,32,15.0
2456,24,14.0
2457,23,15.0
2458,40,15.0
2459,31,16.0
2460,31,16.0
2461,30,17.0
2462,40,15.0
2463,40,15.0
2464,36,14.0
2465,42,13.0
2466,39,16.0
2467,39,16.0
2468,34,13.0
2469,27,12.0
2470,31,15.0
2471,32,15.0
2472,37,14.0
2473,23,15.0
2474,11,12.0
2475,27,14.0
2476,26,14.0
2477,24,14.0
2478,14,14.0
2479,25,14.0
2480,26,14.0
2481,27,14.0
2482,30,14.0
2483,38,13.0
2484,26,15.0
2485,24,14.0
2486,33,14.0
2487,37,13.0
2488,25,14.0
2489,15,16.0
2490,23,14.0
2491,24,14.0
2492,24,15.0
2493,30,14.0
2494,14,17.0
2495,43,12.0
2496,39,16.0
2497,31,16.0
2498,36,18.0
2499,29,18.0
2500,42,13.0
2501,19,12.0
2502,26,14.0
2503,40,15.0
2504,29,14.0
2505,23,15.0
2506,25,14.0
2507,27,14.0
2508,37,18.0
2509,28,14.0
2510,21,18.0
2511,34,15.0
2512,39,16.0
2513,24,14.0
2514,39,16.0
2515,31,15.0
2516,22,14.0
2517,34,14.0
2518,30,18.0
2519,28,14.0
2520,26,14.0
2521,22,17.0
2522,22,17.0
2523,24,15.0
2524,32,15.0
2525,24,14.0
2526,23,16.0
2527,25,14.0
2528,28,14.0
2529,36,14.0
2530,26,14.0
2531,38,17.0
2532,35,14.0
2533,34,13.0
2534,28,14.0
2535,31,16.0
2536,21,17.0
2537,25,14.0
2538,28,14.0
2539,26,14.0
2540,30,17.0
2541,32,17.0
2542,39,16.0
2543,24,15.0
2544,38,16.0
2545,23,16.0
2546,34,13.0
2547,33,14.0
2548,29,14.0
2549,29,18.0
2550,26,14.0
2551,35,12.0
2552,36,17.0
2553,23,16.0
2554,20,14.0
2555,40,15.0
2556,24,15.0
2557,29,14.0
2558,42,13.0
2559,26,15.0
2560,36,13.0
2561,20,14.0
2562,29,14.0
2563,32,15.0
2564,26,13.0
2565,31,16.0
2566,34,15.0
2567,25,14.0
2568,30,14.0
2569,28,14.0
2570,39,16.0
2571,25,14.0
2572,32,15.0
2573,27,14.0
2574,28,15.0
2575,24,14.0
2576,24,15.0
2577,24,14.0
2578,31,14.0
2579,32,15.0
2580,25,14.0
2581,36,18.0
2582,32,15.0
2583,29,15.0
2584,30,17.0
2585,37,15.0
2586,32,14.0
2587,33,14.0
2588,39,16.0
2589,42,13.0
2590,27,14.0
2591,24,15.0
2592,11,12.0
2593,40,15.0
2594,21,14.0
2595,33,14.0
2596,32,15.0
2597,23,14.0
2598,39,16.0
2599,40,15.0
2600,37,18.0
2601,24,14.0
2602,27,14.0
2603,32,15.0
2604,24,15.0
2605,34,13.0
2606,39,16.0
2607,24,14.0
2608,19,14.0
2609,37,18.0
2610,39,16.0
2611,22,14.0
2612,42,13.0
2613,30,17.0
2614,17,14.0
2615,15,15.0
2616,16,15.0
2617,16,14.0
2618,34,16.0
2619,27,14.0
2620,38,17.0
2621,30,14.0
2622,30,17.0
2623,42,13.0
2624,42,13.0
2625,18,13.0
2626,42,13.0
2627,30,15.0
2628,23,16.0
2629,40,15.0
2630,34,13.0
2631,30,14.0
2632,28,14.0
2633,38,17.0
2634,22,17.0
2635,16,15.0
2636,21,18.0
2637,40,15.0
2638,30,17.0
2639,33,14.0
2640,42,13.0
2641,23,16.0
2642,25,14.0
2643,27,18.0
2644,25,14.0
2645,32,15.0
2646,36,14.0
2647,25,14.0
2648,35,15.0
2649,40,15.0
2650,27,14.0
2651,36,13.0
2652,29,14.0
2653,24,15.0
2654,24,15.0
2655,29,18.0
2656,31,13.0
2657,25,14.0
2658,31,16.0
2659,28,14.0
2660,23,14.0
2661,38,15.0
2662,30,13.0
2663,37,16.0
2664,25,14.0
2665,32,15.0
2666,41,14.0
2667,36,15.0
2668,33,14.0
2669,31,16.0
2670,23,14.0
2671,34,13.0
2672,31,14.0
2673,34,13.0
2674,25,13.0
2675,22,17.0
2676,29,15.0
2677,18,15.0
2678,22,13.0
2679,25,15.0
2680,26,14.0
2681,28,14.0
2682,23,14.0
2683,26,14.0
2684,29,18.0
2685,25,13.0
2686,31,14.0
2687,38,17.0
2688,18,13.0
2689,31,16.0
2690,32,14.0
2691,9,14.0
2692,24,15.0
2693,25,14.0
2694,25,15.0
2695,20,15.0
2696,33,15.0
2697,39,16.0
2698,25,14.0
2699,40,15.0
2700,25,16.0
2701,31,16.0
2702,29,16.0
2703,23,14.0
2704,23,16.0
2705,24,15.0
2706,31,16.0
2707,31,15.0
2708,33,14.0
2709,23,16.0
2710,31,16.0
2711,30,17.0
2712,40,15.0
2713,23,14.0
2714,40,15.0
2715,25,14.0
2716,35,18.0
2717,40,15.0
2718,37,18.0
2719,32,15.0
2720,27,14.0
2721,24,14.0
2722,25,14.0
2723,31,16.0
2724,31,16.0
2725,17,14.0
2726,27,14.0
2727,32,15.0
2728,40,15.0
2729,39,16.0
2730,30,14.0
2731,34,13.0
2732,24,14.0
2733,33,14.0
2734,11,12.0
2735,39,16.0
2736,38,17.0
2737,25,14.0
2738,33,14.0
2739,18,13.0
2740,28,14.0
2741,26,13.0
2742,32,13.0
2743,34,13.0
2744,17,14.0
2745,36,16.0
2746,21,14.0
2747,23,14.0
2748,17,14.0
2749,24,13.0
2750,28,16.0
2751,37,15.0
2752,26,14.0
2753,26,14.0
2754,39,16.0
2755,22,17.0
2756,17,18.0
2757,28,14.0
2758,32,15.0
2759,32,15.0
2760,39,16.0
2761,25,14.0
2762,30,14.0
2763,40,15.0
2764,30,15.0
2765,42,13.0
2766,22,14.0
2767,42,13.0
2768,32,15.0
2769,21,14.0
2770,34,13.0
2771,17,14.0
2772,32,15.0
2773,19,14.0
2774,22,14.0
2775,30,14.0
2776,29,15.0
2777,37,15.0
2778,34,15.0
2779,37,16.0
2780,35,17.0
2781,40,15.0
2782,30,14.0
2783,32,15.0
2784,39,16.0
2785,39,16.0
2786,26,13.0
2787,27,14.0
2788,39,16.0
2789,33,14.0
2790,31,15.0
2791,33,16.0
2792,26,14.0
2793,20,14.0
2794,34,21.0
2795,27,14.0
2796,33,14.0
2797,27,14.0
2798,39,16.0
2799,23,16.0
2800,23,16.0
2801,42,13.0
2802,32,13.0
2803,24,14.0
2804,29,14.0
2805,26,14.0
2806,42,13.0
2807,24,14.0
2808,26,16.0
2809,40,13.0
2810,31,18.0
2811,34,13.0
2812,11,12.0
2813,25,14.0
2814,28,16.0
2815,17,15.0
2816,31,16.0
2817,31,16.0
2818,30,17.0
2819,32,17.0
2820,32,15.0
2821,26,14.0
2822,23,16.0
2823,23,16.0
2824,32,15.0
2825,30,14.0
2826,27,14.0
2827,32,15.0
2828,27,14.0
2829,33,14.0
2830,21,14.0
2831,39,16.0
2832,23,14.0
2833,39,16.0
2834,42,13.0
2835,33,14.0
2836,35,16.0
2837,27,14.0
2838,30,14.0
2839,43,12.0
2840,23,16.0
2841,37,18.0
2842,33,14.0
2843,25,14.0
2844,28,14.0
2845,32,15.0
2846,32,15.0
2847,24,15.0
2848,39,16.0
2849,27,14.0
2850,36,16.0
2851,31,16.0
2852,40,15.0
2853,21,14.0
2854,36,15.0
2855,32,15.0
2856,31,16.0
2857,32,15.0
2858,17,14.0
2859,34,13.0
2860,22,14.0
2861,24,16.0
2862,29,17.0
2863,40,15.0
2864,36,14.0
2865,31,16.0
2866,21,14.0
2867,24,15.0
2868,25,14.0
2869,32,15.0
2870,38,14.0
2871,24,15.0
2872,38,17.0
2873,19,15.0
2874,27,16.0
2875,28,14.0
2876,27,12.0
2877,8,15.0
2878,17,14.0
2879,23,16.0
2880,28,15.0
2881,31,16.0
2882,42,13.0
2883,24,15.0
2884,34,13.0
2885,17,14.0
2886,23,16.0
2887,18,14.0
2888,33,15.0
2889,24,15.0
2890,27,12.0
2891,31,18.0
2892,25,14.0
2893,34,13.0
2894,25,14.0
2895,34,13.0
2896,18,13.0
2897,27,14.0
2898,18,14.0
2899,27,14.0
2900,32,15.0
2901,26,14.0
2902,31,16.0
2903,39,16.0
2904,23,14.0
2905,18,13.0
2906,23,15.0
2907,11,12.0
2908,36,16.0
2909,37,16.0
2910,25,14.0
2911,32,15.0
2912,31,16.0
2913,26,14.0
2914,27,14.0
2915,26,14.0
2916,37,14.0
2917,30,14.0
2918,39,16.0
2919,20,16.0
2920,30,17.0
2921,29,15.0
2922,29,14.0
2923,26,13.0
2924,26,14.0
2925,32,15.0
2926,28,14.0
2927,32,15.0
2928,32,14.0
2929,31,16.0
2930,38,15.0
2931,25,14.0
2932,24,14.0
2933,40,15.0
2934,24,14.0
2935,40,15.0
2936,19,12.0
2937,28,14.0
2938,40,15.0
2939,29,13.0
2940,34,13.0
2941,28,15.0
2942,10,13.0
2943,21,14.0
2944,29,17.0
2945,21,16.0
2946,32,15.0
2947,23,16.0
2948,30,14.0
2949,31,16.0
2950,42,13.0
2951,42,13.0
2952,39,16.0
2953,41,12.0
2954,21,14.0
2955,24,15.0
2956,33,13.0
2957,34,13.0
2958,32,15.0
2959,30,14.0
2960,26,14.0
2961,24,15.0
2962,5,14.0
2963,26,14.0
2964,39,16.0
2965,19,14.0
2966,32,15.0
2967,30,14.0
2968,24,14.0
2969,38,17.0
2970,39,16.0
2971,26,14.0
2972,29,14.0
2973,24,15.0
2974,31,16.0
2975,33,16.0
2976,31,14.0
2977,28,17.0
2978,32,15.0
2979,39,16.0
2980,24,14.0
2981,28,14.0
2982,39,16.0
2983,25,14.0
2984,19,14.0
2985,30,14.0
2986,28,16.0
2987,29,14.0
2988,22,14.0
2989,27,14.0
2990,18,14.0
2991,30,17.0
2992,40,15.0
2993,23,16.0
2994,40,15.0
2995,28,14.0
2996,24,15.0
2997,37,18.0
2998,33,14.0
2999,28,14.0
3000,36,14.0
3001,31,15.0
3002,26,14.0
3003,31,16.0
3004,39,16.0
3005,39,16.0
3006,30,14.0
3007,31,14.0
3008,25,14.0
3009,39,16.0
3010,40,15.0
3011,23,14.0
3012,27,14.0
3013,25,14.0
3014,28,14.0
3015,24,16.0
3016,39,16.0
3017,31,16.0
3018,39,16.0
3019,21,22.0
3020,27,14.0
3021,27,14.0
3022,16,15.0
3023,30,17.0
3024,17,15.0
3025,31,16.0
3026,32,15.0
3027,37,18.0
3028,29,18.0
3029,30,16.0
3030,33,14.0
3031,37,16.0
3032,27,12.0
3033,17,14.0
3034,32,15.0
3035,23,14.0
3036,27,13.0
3037,35,14.0
3038,33,14.0
3039,23,14.0
3040,27,15.0
3041,39,16.0
3042,37,18.0
3043,40,15.0
3044,33,14.0
3045,39,16.0
3046,32,15.0
3047,38,17.0
3048,22,17.0
3049,27,15.0
3050,24,14.0
3051,31,16.0
3052,31,14.0
3053,21,14.0
3054,28,14.0
3055,31,16.0
3056,33,16.0
3057,38,14.0
3058,31,16.0
3059,20,14.0
3060,39,16.0
3061,28,16.0
3062,20,14.0
3063,34,15.0
3064,28,16.0
3065,23,14.0
3066,31,16.0
3067,29,14.0
3068,40,15.0
3069,26,14.0
3070,31,16.0
3071,34,13.0
3072,37,18.0
3073,20,14.0
3074,25,14.0
3075,21,18.0
3076,28,14.0
3077,36,16.0
3078,40,14.0
3079,23,14.0
3080,13,14.0
3081,37,16.0
3082,39,16.0
3083,42,13.0
3084,33,14.0
3085,39,16.0
3086,20,14.0
3087,23,14.0
3088,24,14.0
3089,14,17.0
3090,29,15.0
3091,19,14.0
3092,25,15.0
3093,23,14.0
3094,17,14.0
3095,30,17.0
3096,32,15.0
3097,30,16.0
3098,31,16.0
3099,15,16.0
3100,32,15.0
3101,27,18.0
3102,28,16.0
3103,39,16.0
3104,39,16.0
3105,38,17.0
3106,35,13.0
3107,29,14.0
3108,39,16.0
3109,29,18.0
3110,29,18.0
3111,39,16.0
3112,39,16.0
3113,39,16.0
3114,3,18.0
3115,28,14.0
3116,25,14.0
3117,25,14.0
3118,25,14.0
3119,23,14.0
3120,4,18.0
3121,21,15.0
3122,19,15.0
3123,25,16.0
3124,10,14.0
3125,34,16.0
3126,20,15.0
3127,11,13.0
3128,23,15.0
3129,26,15.0
3130,7,14.0
3131,23,16.0
3132,10,13.0
3133,30,16.0
3134,39,15.0
3135,32,15.0
3136,33,18.0
3137,32,16.0
3138,34,15.0
3139,33,18.0
3140,31,16.0
3141,31,18.0
3142,28,15.0
3143,15,20.0
3144,29,18.0
3145,37,18.0
3146,30,17.0
3147,0,17.0
3148,35,20.0
3149,28,15.0
3150,32,15.0
3151,23,14.0
3152,27,17.0
3153,21,14.0
3154,31,16.0
3155,24,15.0
3156,39,16.0
3157,39,16.0
3158,29,18.0
3159,21,18.0
3160,28,14.0
3161,16,15.0
3162,39,16.0
3163,22,17.0
3164,31,14.0
3165,32,15.0
3166,39,15.0
3167,28,14.0
3168,21,18.0
3169,32,15.0
3170,29,13.0
3171,27,12.0
3172,34,14.0
3173,38,17.0
3174,23,14.0
3175,42,13.0
3176,19,14.0
3177,29,16.0
3178,31,16.0
3179,22,17.0
3180,26,21.0
3181,39,16.0
3182,38,16.0
3183,31,16.0
3184,39,15.0
3185,30,16.0
3186,28,15.0
3187,32,15.0
3188,32,15.0
3189,39,16.0
3190,24,15.0
3191,22,18.0
3192,15,16.0
3193,25,14.0
3194,31,16.0
3195,21,18.0
3196,30,17.0
3197,37,16.0
3198,26,14.0
3199,31,16.0
3200,29,18.0
3201,30,14.0
3202,28,14.0
3203,38,17.0
3204,25,14.0
3205,33,14.0
3206,26,18.0
3207,40,15.0
3208,33,18.0
3209,20,14.0
3210,13,18.0
3211,30,16.0
3212,33,14.0
3213,33,14.0
3214,31,16.0
3215,31,16.0
3216,40,15.0
3217,22,17.0
