state,0,1,2,3,4,5,6,7,8,9
"[0, 0, 12, 0, 0]",0.06504833615085796,0.06526679723362634,0.06510888009128822,0.07789573332786569,-0.5083507858706885,0.06491977364536329,0.06498086634220436,0.06499307862800975,0.06559768041443174,0.0650382675133474
"[0, 1, 12, 0, 0]",0.06780233389139308,0.06444424983791434,0.0664949197878569,0.0636714155914206,-0.4382640639709077,0.06705916141458701,0.0642737061853955,0.05857583129388863,0.06324335607290629,0.09739027916213344
"[0, 1, 13, 0, 0]",0.6705330437954689,0.6708160729226069,0.6710981511581873,0.6709158087183811,0.5372126447905962,0.6802183645740794,0.4225579910523785,0.6706613593515468,0.671197839200617,0.6709710826566367
"[0, 0, 13, 0, 0]",0.4014609824987645,0.4020170352766701,0.4017179251930088,0.4141881807337056,-0.1329651601810096,0.4017021694449181,0.40198224240281116,0.4010272421788533,0.4017514780626989,0.4012375796833617
"[0, 0, 14, 0, 0]",1.729677708679278,1.7305513582137808,1.7331442206267587,1.723149362541366,1.5767329235480576,1.7338445332064445,1.7378084702772731,1.7316847470102854,1.733989638363469,2.2751377165759186
"[0, 1, 14, 0, 0]",0.27898164618986826,0.3999134085614313,0.2370310982195732,0.3227188422585125,0.1563223021329892,0.282500307358528,1.7413563726639933,0.41790627563763066,0.32387949932288496,0.6992876777380236
"[0, 0, 15, 0, 0]",0.06573308136346971,0.06577444156837176,0.06595793494167282,0.0652438870828309,-0.5156099591909941,0.0657883477460261,0.06576370485259812,0.0657839312756042,0.0656572095022102,0.06573664544226485
"[0, 1, 15, 0, 0]",0.0001616726546737589,0.00027866058015608704,0.00019826736253786292,0.0003335915832873786,-0.04626464648749139,8.662697712156478e-05,0.031213219041923482,0.00010580266816847822,0.0004056683444358734,0.0016290428064679847
"[0, 0, 15, 0, 1]",0.15173708367899558,0.17668946288456502,0.15574550994726963,0.12502199095042218,-0.31766330629342854,0.16522558747065363,0.13735078253652983,0.15107013740285763,0.17871892475219694,0.5211571203693024
"[0, 1, 16, 0, 0]",0.0007020318335284907,0.001365177925446014,0.0014703204497587194,0.0024887881957563617,-0.03376833637125273,6.117293517055742e-05,0.0012736974933159218,0.0016019253730700784,0.0013017605377573856,0.06631845722756852
"[0, 0, 16, 0, 0]",0.07413147780571708,0.0807246914768049,0.07963558890887011,0.0719673490889914,-0.43335717520734834,0.06854741490696249,0.08671346922564253,0.07537123592735465,0.08980455163827715,0.09005121136595945
"[0, 0, 16, 0, 1]",0.022227562612733457,0.021665726017704487,0.07819146035309993,0.010723115388713155,-0.29476454009531466,0.02903637275171548,0.022243485954114253,0.024237738803256487,0.026838190730218744,0.018854548079540703
