state,0,1,2,3,4,5,6,7,8,9
"[0, 0, 0, 0, 0, 0, 0, 0]",0.003843777367228541,0.0034212197335589515,0.003011993797587789,0.0038455458337405,0.021096584847586572,0.003970810669125513,0.002229376324174136,0.004012024237898365,0.0032359588322713483,0.00393059810241938
"[0, 0, 0, 0, 0, 0, 1, 0]",0.036201970826651185,0.03490125294529986,0.03470280046085772,0.05399776046540722,0.0360706694019862,0.03770911579514442,0.033575254871657544,0.0334526479090492,0.037881549457098235,0.04040464520946553
"[0, 0, 0, 0, 0, 1, 1, 0]",0.3419440680567736,0.3200918598953005,0.31634640993480173,0.3586486801978325,0.3340560152744873,0.5340657090699572,0.3399512524914813,0.3384087867896589,0.3438330758438269,0.31798122651420696
"[0, 1, 0, 0, 0, 1, 1, 0]",0.20300002734444308,0.1888892192973608,0.16924249378417053,0.15827080733831864,0.2004840375663629,0.9667395759279905,0.1628865393364953,0.20145094597077354,0.2097361263464947,0.20920208140658061
"[0, 0, 0, 0, 1, 1, 1, 0]",0.2821295894169615,0.38374728480362424,0.26860309061157056,0.25898184851072453,0.3248705919046854,0.3576529174559105,0.26492602167281293,1.2052108516708382,0.34194616399816663,0.25735547697515293
"[0, 0, 0, 0, 1, 1, 0, 1]",1.2675378299299644,1.2468357683658287,1.2481275265853535,1.2493977517174513,1.0725446462709682,1.2522097878898628,1.682410699524999,1.2504390711510507,1.2290246694036693,1.2551018025042435
"[0, 1, 0, 0, 1, 1, 0, 1]",2.0231810878325147,1.636644016598592,1.9603658617650574,2.099776854443306,1.7838823212726977,1.9954735174072205,2.6716624661292125,2.1525631549799726,1.92717479443709,1.9601919977921818
"[0, 1, 0, 0, 1, 1, 1, 0]",1.0406556585832074,1.1029353897090508,1.1058846161304439,0.9396671747992175,1.134184585730084,1.105484802650994,0.9052006116475925,2.317981812765803,0.8401541592974884,1.1056251711008784
"[1, 1, 0, 0, 1, 1, 0, 1]",1.2976052166227368,1.2335741650341028,1.2624465516987984,1.2324895335497037,4.85695100690779,1.2438720052845007,1.506818922408335,1.312633830527199,1.016354758763957,1.6954390906099872
"[1, 1, 0, 0, 1, 1, 1, 0]",4.850208122680535,4.811386508078626,4.8720237004812565,4.838749640745639,4.812516462400926,4.781307720525461,5.283099016985068,4.480029690385461,4.45170371611506,4.86136972558291
"[1, 0, 0, 0, 1, 1, 1, 0]",5.055139645837087,5.079761498542782,5.018052182338147,5.075297374087096,5.036786234433581,5.112124125593684,5.728529440503458,5.166255675329253,5.063719749428088,4.987686883957384
