state,0,1,2,3,4,5,6,7
"[0, 0, 0, 0, 0, 0]",1.9112477407526867,1.8829289371555347,1.8786552854482144,1.8839211754939549,1.902578900700033,1.9044054415801812,1.963302793643172,1.9000084864690088
"[1, 0, 0, 0, 0, 1]",0.654479065157043,0.7929266061851326,0.6605355614883955,0.6579962045267119,0.660735686612081,0.6573517962114056,0.6624962114350946,0.6615480615819418
"[1, 1, 0, 0, 0, 1]",0.6676049299291614,0.6648932691854609,0.6809350034913618,0.6685249256630711,0.7327419856227521,0.6651791781426877,0.665558688902247,0.6693757435616244
"[1, 0, 0, 1, 0, 1]",0.8264906374229349,0.9471448018084326,0.8264401762657729,0.8261182222045864,0.8289087968749168,0.8224391126442209,0.826193268454964,0.8265843442308155
"[1, 1, 1, 0, 0, 1]",1.009793607986113,1.0345783972878204,1.020292484601063,0.9125493914238936,0.9764942012386184,0.9784971231699613,0.9419492163715011,0.9757815238033093
"[1, 1, 1, 0, 1, 1]",1.4816213382505294,1.7468292728607773,1.4852879073928043,1.412540648503987,1.0294002772711823,1.4724613987887945,1.3856945963681828,1.4727131071752044
"[0, 1, 1, 0, 1, 0]",2.021969311949996,2.026394613131105,2.027277730878299,2.0035994353804334,2.028591255061718,2.0262795456793876,2.026683792433306,2.024979371999294
"[0, 0, 0, 1, 0, 0]",1.9611067919488478,1.964952381796308,1.96403760204068,1.9597911402440626,1.9722101800128282,1.850746363383175,1.961705902329157,1.9652739899643246
"[0, 1, 0, 0, 0, 0]",0.007014228298811398,0.004220636508352058,0.026752852988476628,0.24687599664262538,0.04228717425495387,0.0019619751691175237,0.001406399844096125,0.004894194821003872
"[0, 1, 1, 0, 0, 0]",0.0,0.0,0.0,0.0,0.36569728696939585,0.0,0.0012206365083520584,0.0
