state,0,1,2,3,4,5,6,7,8,9
"[0, 0, 0, 0, 0]",0.1059181005085926,0.10666960770909883,0.10592700397362868,0.10595892961388821,0.10588549151530707,0.10587177111260215,0.10595338208724733,0.105937089276789,0.10594106179060389,0.10585986644079072
"[0, 1, 0, 0, 0]",0.17643814489843535,0.1771967064045469,0.17887213904658697,0.1756130694452173,0.17751052257807817,0.17652608366884523,0.2355487056681497,0.17721972650416465,0.17639798079114813,0.17437574100834927
"[1, 0, 0, 0, 0]",5.205734950912073,5.223367071194462,5.23297571696883,5.230903868646048,5.244926742826453,5.241743939243055,5.890002593237913,5.150732443128094,4.674721525232076,5.186938437995036
"[1, 0, 1, 0, 0]",0.6990429337745538,0.6760572090010141,0.5616269572037544,0.37001864792657724,5.205982880821754,0.40128759604904685,0.6890401671007825,0.3654896339236332,0.5508593152928367,0.47787280370270985
"[0, 0, 0, 0, 1]",0.0021209708379073145,0.0022259595096642505,0.0013097608784962433,0.0,0.0022933217864130433,5.3832967533039605e-06,0.0,0.002091970265875253,0.11567649455519398,0.0007825919492892744
"[0, 0, 1, 0, 1]",0.07963791754917052,0.07517299761852898,0.059867978932872414,0.08043756860544032,0.045996539562297385,0.08757520144842407,0.06086951503681316,0.054521548497959364,0.07799206904108591,0.1345100998121133
"[0, 0, 1, 50, 1]",0.0,0.0,0.0,0.0,0.16617303874010247,0.0,0.010245389364780717,0.010093260278573104,0.0,0.0014985066189101236
"[0, 0, 0, 50, 1]",0.0280871320747776,0.002237095044492169,0.0021458892977363614,0.007868256545664937,0.2920804214107607,0.01675130585129793,0.013879652884341794,0.003453493340677945,0.0015491461199438343,0.004334549265732396
"[0, 0, 0, 100, 1]",0.010553914849197639,0.010640365314787908,0.21226286096291389,0.010427901537487894,0.0005253501701163369,0.010111683665261464,0.01231849130280803,0.010648956825233714,8.84444386614396e-05,0.0
"[0, 0, 0, 150, 1]",0.0015759475174325177,0.000751898945492064,0.00035168960694103365,0.0011828803216504483,0.0,0.0006586687790365428,0.0,0.0,0.07040068459497015,0.0
"[0, 0, 1, 150, 1]",0.029933311968893855,0.050521745560112644,0.03136956539867444,0.03544613729706303,0.025939055212087586,0.03459063564687437,0.027058104812121418,0.025693199003529427,0.07199017441883883,0.032627446813903456
"[0, 0, 1, 200, 1]",0.0042930988166295266,0.17399034160071639,0.017920952388524113,0.003666125331076805,0.0005433366239093424,0.010791131191147689,0.009499416276054665,0.01141688751523263,0.019009847009786647,0.010597808593188606
"[0, 0, 1, 600, 1]",0.003653171139106249,0.004697342812771847,0.07204254575504285,0.006155662648599755,0.0055553642671186615,0.0021911746726674146,0.001997556137562613,0.003298006552676504,0.0052009502567628325,0.00500326379092444
"[0, 0, 0, 600, 1]",0.012288552119511877,0.016288704112144982,0.011768656056372541,0.008386033635757191,0.02275050673696148,0.012406571328064546,0.00622526310063563,0.0093340174696368,0.015116058177886728,0.22236843900293507
"[0, 0, 0, 650, 1]",0.0043693919999911335,0.015366871655079078,0.010264835872228217,0.022181313734622402,0.011604535293943747,0.009559146993225817,0.21970128441095998,0.01020911065069027,0.02164407692457768,0.0074908591114388415
"[0, 0, 1, 650, 1]",0.0,0.0,0.0,3.132222310810289e-06,0.015317288864884147,0.0,2.3856366050364556e-06,0.0,0.0,0.0
"[0, 1, 1, 650, 1]",0.0,3.175883934040434e-06,0.0005177522625664331,0.01805894106514702,1.6183881000000003e-06,0.0001686675021726309,0.00032965618851228955,0.0,0.0003490012251412162,0.00034363131208257447
"[0, 1, 0, 650, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005212516898510503,0.0
"[0, 1, 1, 700, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0199,0.0,0.0,0.0
"[0, 1, 0, 700, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 1, 1, 750, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.236500345729679e-05,0.0,0.0
"[0, 1, 0, 750, 1]",0.0,8.233827345729679e-05,0.009482139209394676,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 0, 0, 750, 1]",0.0005880532426220505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041843437104188655,0.0004896896295441879
"[0, 0, 1, 750, 1]",0.014261093958117085,0.020414634104532113,0.24577337708721875,0.007248369283506052,0.003195320629561825,0.010969213706248987,0.007596800268999596,0.0035988744741506577,0.007043823663523028,0.022586164618114843
"[0, 0, 1, 800, 1]",0.0005341203785371518,0.001085236712157123,0.0005452807182776467,0.0,0.0007194387683641272,0.0,0.0005453445271727574,0.06125110751424577,0.0,0.0007048652574543361
"[0, 0, 0, 800, 1]",0.007376273389140747,0.01367332127358893,0.012782691488765895,0.004523226727581012,0.0050141741596485745,0.014210450460959046,0.11748099315764605,0.0010232197169849448,0.003369231547610674,0.015632666640429255
"[0, 0, 0, 850, 1]",0.13975062793696755,0.0,0.0011230182722594775,0.0013721221194271248,0.0004302343566281076,0.021198904480587685,0.0012803271472279004,0.011239858716143705,0.0008358319994626112,0.000952436183827129
"[0, 0, 0, 900, 1]",0.01119611904854249,0.009280092084015711,0.008255486248971494,0.008534384493239702,0.008324546528726426,0.01015455655864844,0.0082512544029331,0.14135674740465115,0.003612160037660535,0.00890974715270476
"[0, 0, 0, 1000, 1]",0.011800693589536216,0.00017602749011402596,0.0010333724119316607,0.0010260176045210913,0.0023682168634656256,0.0,0.0,0.001029110520742345,0.12167200871996671,0.0
"[0, 0, 1, 1000, 1]",0.00034933690523172297,0.0,0.01000239996154595,0.00017626544603659524,0.11406711829336699,0.0006135846646798848,0.0007678940427580142,0.00027075651226748514,0.0,0.0014909485980528138
"[0, 0, 1, 1050, 1]",0.0,0.00021760979891236788,0.0001098902880606021,8.100000000000001e-07,0.03505764068579751,0.0,0.0,0.0010288938168423883,0.0,0.0
"[0, 0, 0, 1050, 0]",0.0008365756565490744,0.0002731246799792725,0.00018199086180459764,0.001640066600485011,0.0016556291357581196,0.01029780657003671,0.0667057748330249,0.11231225303350378,0.0008365756565490744,0.0005408204932571762
"[0, 0, 0, 1175, 0]",0.003990753371307339,0.0038089002965793406,0.0025289062613638377,0.0027157349320625175,0.001717799628817318,0.0030115177214270154,0.08999689667323969,0.003981520565289843,8.913887694739732e-05,0.05852354749811012
"[0, 0, 0, 1225, 0]",0.01076363768179909,0.0,0.0001194865365099898,0.00024827817491370494,0.011166004850430008,0.00045797400465700193,0.0779810226936426,0.000656587200037246,0.002264848564458941,0.0005743699013473537
"[1, 0, 0, 1225, 0]",0.14377366535010455,0.20617405376932407,0.2396848532172577,0.13205535330209545,0.14351198895966366,0.3696906741425721,3.7426550827738043,0.1351003811070108,0.15218240923747298,0.11731678152752219
"[1, 1, 0, 1225, 0]",0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[1, 1, 0, 1275, 0]",0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
"[1, 1, 0, 1325, 0]",0.0,0.0,0.0,0.0,0.0,8.937188685314812e-05,0.0,0.0,8.973026991000001e-05,0.009616447511705975
"[1, 1, 0, 1375, 0]",0.051499344006146364,0.014559118976588483,0.008798069595392293,0.028296277158557932,0.0317387203844043,0.004748589053157314,1.7716910581488416,0.050562142724759826,0.0006373512998959227,0.023722163930414666
"[1, 1, 1, 1375, 0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033539855639533336,0.0,0.0
"[1, 1, 0, 1425, 0]",0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
"[1, 1, 0, 1475, 0]",0.0,0.0,0.013000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[1, 0, 0, 1525, 0]",0.15973814552718513,0.005069337381441851,0.0038824232378012894,0.0023668154230757597,0.004378757544106991,0.005515380747213813,0.038767443513788545,0.0054421993681840275,0.0016745033132868022,0.006703573735664128
"[1, 0, 0, 1575, 0]",0.3768569959235828,0.36220492370334767,0.38385718718863604,0.3601515093218863,0.4027286647340167,0.5782631273692906,4.509488972331521,0.3350764658780156,0.021547334515101928,0.2689757464790237
"[1, 0, 1, 1575, 0]",0.007269974931093501,0.0021610889666887154,0.0300569826404834,0.00043585727635537494,0.05058043796663489,0.0,0.006262296394605792,0.39769819256077943,0.0003472751882904376,0.0003500500767410831
