state,0,1,2,3,4,5,6,7,8,9
"[0, 0, 0, 0, 0, 0]",0.010874923406361934,0.01087044764838458,0.010871791024070598,0.01087176569858733,0.010881336576859673,0.014460543279093708,0.010878438902993856,0.010875795142017324,0.010872901979758001,0.010881825541353172
"[0, 1, 0, 0, 0, 0]",0.028363246348841308,0.03030674004180489,0.03311819900883793,0.023550275715507572,0.03352142852563659,0.13730992913975223,0.040154987058572525,0.030615889991619162,0.027454600840763666,0.022475253217265845
"[0, 1, 0, 0, 0, 1]",0.15703191555733195,0.15417655342448122,0.1658079751553718,0.1557674824266879,0.15558441213937577,0.15725353486874036,0.37790096038578974,0.15759782829103375,0.14875601566954924,0.16191429173456096
"[0, 0, 0, 0, 0, 1]",0.3685813046982355,0.36791443224116827,0.36982813746787707,0.3680712534784658,0.36892228165828017,0.3691440557809008,0.40727168343561726,0.3692646003063272,0.3696859836658164,0.36889543789996043
"[1, 1, 0, 0, 0, 1]",5.018154875686721,5.015931994142524,5.1202218516627225,5.082514516787471,5.032506407064137,5.055740361596333,5.878251011259433,5.05822378661059,3.9033929606293074,5.086967001168655
"[0, 1, 1, 0, 0, 1]",3.8920163446171455e-07,0.07713384607418161,0.0,0.0,0.0019271877686112904,0.0,0.0,0.0,0.0,0.0
"[0, 0, 1, 0, 0, 1]",0.0004895956535528243,0.004110379536120852,0.008801077682240453,0.0008517613305911978,0.0023200060305424174,0.004344237060400389,0.0022497562886780093,0.2594134554419516,0.0016638148025103683,0.00159044558476235
"[1, 0, 0, 0, 0, 1]",5.229244239314459,5.161211398651279,5.224662421188552,5.204035516860068,5.20228016341619,5.21912599705289,5.761777469028734,5.2305154663305915,5.158779765985048,5.232298139702812
"[1, 0, 1, 0, 0, 1]",4.950105480191831,4.917623314111868,4.990838017186576,4.894949751139982,4.893886166034055,4.847968029188551,5.72686475979124,4.942279301724313,4.803128662622143,4.903572599313258
"[1, 0, 1, 0, 1, 1]",9.734540183405678e-05,0.0001288410101363698,0.0005014978228368148,0.00023043701813181712,0.03637023735945729,9.778856850340554e-05,0.0002478031454684162,0.0003445522655748632,0.0,0.00015223946230047357
