state,0,1,2,3,4,5,6,7
"[0, 0, 0]",9.627559928713035e-05,9.628522888247103e-05,0.00011368680272254568,9.636574175108303e-05,9.630212456939346e-05,9.631714298740079e-05,9.632384083022578e-05,9.629215283669601e-05
"[0, 0, 1]",0.0019942855601077915,0.002010124396138806,0.0019752035214158996,0.0019750118624210825,0.0019835582688538223,0.0020275841287956497,0.0019796845168950934,0.002010885079111867
"[1, 0, 1]",0.00406336783719783,0.004060991457069529,0.004058765179853337,0.00406896560182539,0.004062531613377264,0.0040603965543204645,0.00406317700755412,0.004059672737844194
"[1, 0, 2]",0.004584145736167528,0.004553221010242713,0.004568872322583521,0.004621237404153317,0.0049755135599909885,0.0049713446519241864,0.0045794723186294425,0.005225095179401075
"[2, 0, 2]",0.018805017840327457,0.01879271531487454,0.018802422842277695,0.018814362775057172,0.019093245508327833,0.018816554967287645,0.018801581070772757,0.018803653500776743
"[2, 0, 3]",0.05123875765910951,0.04740947457666638,0.04779415542375131,0.05121802706582121,0.05123526810963817,0.0624475252462445,0.05122964778339421,0.051264568702349606
"[2, 0, 4]",0.04175892362710331,0.04176284037477184,0.04184522686103639,0.04142074789141601,0.0416307480261846,0.041427452159545845,0.04141696197840819,0.06183528767050489
"[2, 1, 4]",0.07568401037394627,0.07719921685982038,0.09942712619313111,0.07726151357350283,0.07720577542953441,0.07760950878089795,0.08350094412423109,0.07756140210075901
"[2, 1, 5]",0.09820322106023732,0.0982336751808764,0.09813012014520428,0.09811981550629358,0.09811463402721345,0.10852999869669754,0.09821597871464877,0.12456468335463358
"[2, 2, 5]",0.1624294878056468,0.1333881192366188,0.13329863175707088,0.13332085641828972,0.13349812199516745,0.13339137730307576,0.133183573354551,0.1333155730229951
"[2, 3, 5]",0.17847032462614942,0.17843329616357953,0.1782785234315174,0.17839841860260588,0.18870261652887912,0.17848124462735843,0.17856871864343746,0.1783997070771052
"[2, 4, 5]",0.19608734605832223,0.2066947422604834,0.19610087040530505,0.1960861459261305,0.19613783839033652,0.19610217168235003,0.1960516102410925,0.19613532871389874
"[2, 5, 5]",0.23090573396521696,0.23980814056423078,0.27055175527414743,0.23443102891174666,0.23756210570738528,0.24427784324834362,0.244958388399464,0.26325876155997796
