,reward,workers,supply_depot,barracks
1521,17.0,15.0,4.0,2.0
1522,23.0,16.0,5.0,2.0
1523,11.0,18.0,4.0,2.0
1524,27.0,16.0,5.0,2.0
1525,9.0,18.0,3.0,2.0
1526,27.0,15.0,4.0,2.0
1527,12.0,19.0,3.0,2.0
1528,26.0,20.0,5.0,2.0
1529,40.0,15.0,5.0,2.0
1530,15.0,16.0,4.0,2.0
1531,29.0,17.0,5.0,2.0
1532,21.0,18.0,3.0,2.0
1533,13.0,20.0,4.0,2.0
1534,15.0,16.0,4.0,2.0
1535,31.0,16.0,4.0,1.0
1536,30.0,15.0,5.0,2.0
1537,28.0,16.0,4.0,2.0
1538,10.0,21.0,4.0,2.0
1539,14.0,17.0,5.0,2.0
1540,5.0,19.0,5.0,2.0
1541,28.0,14.0,5.0,2.0
1542,40.0,15.0,5.0,2.0
1543,23.0,19.0,5.0,2.0
1544,16.0,20.0,5.0,2.0
1545,29.0,16.0,5.0,2.0
1546,14.0,19.0,3.0,2.0
1547,32.0,19.0,5.0,2.0
1548,17.0,16.0,3.0,2.0
1549,7.0,16.0,5.0,2.0
1550,21.0,18.0,4.0,2.0
1551,30.0,16.0,4.0,2.0
1552,12.0,17.0,5.0,2.0
1553,21.0,18.0,5.0,2.0
1554,10.0,21.0,3.0,2.0
1555,19.0,20.0,5.0,2.0
1556,7.0,21.0,3.0,2.0
1557,0.0,22.0,2.0,2.0
1558,0.0,15.0,5.0,2.0
1559,36.0,15.0,5.0,1.0
1560,0.0,20.0,4.0,2.0
1561,31.0,15.0,5.0,2.0
1562,27.0,20.0,4.0,2.0
1563,14.0,17.0,3.0,2.0
1564,16.0,20.0,5.0,2.0
1565,16.0,18.0,4.0,2.0
1566,9.0,20.0,5.0,2.0
1567,3.0,14.0,3.0,2.0
1568,3.0,16.0,4.0,2.0
1569,0.0,14.0,2.0,0.0
1570,15.0,17.0,4.0,2.0
1571,0.0,13.0,0.0,0.0
1572,10.0,19.0,3.0,2.0
1573,6.0,15.0,2.0,1.0
1574,0.0,16.0,5.0,2.0
1575,11.0,19.0,4.0,2.0
1576,0.0,17.0,3.0,2.0
1577,0.0,18.0,5.0,2.0
1578,26.0,21.0,4.0,2.0
1579,26.0,21.0,4.0,2.0
1580,9.0,17.0,3.0,2.0
1581,19.0,19.0,4.0,2.0
1582,9.0,14.0,1.0,2.0
1583,13.0,22.0,5.0,2.0
1584,26.0,16.0,5.0,1.0
1585,27.0,14.0,5.0,2.0
1586,11.0,19.0,5.0,2.0
1587,20.0,18.0,3.0,2.0
1588,5.0,18.0,3.0,2.0
1589,1.0,18.0,3.0,2.0
1590,19.0,20.0,3.0,2.0
1591,16.0,19.0,4.0,2.0
1592,14.0,15.0,5.0,2.0
1593,19.0,20.0,3.0,2.0
1594,35.0,19.0,5.0,2.0
1595,37.0,18.0,5.0,2.0
1596,29.0,16.0,4.0,2.0
1597,7.0,15.0,3.0,2.0
1598,15.0,17.0,4.0,2.0
1599,17.0,22.0,3.0,2.0
1600,28.0,16.0,5.0,2.0
1601,27.0,17.0,4.0,2.0
1602,32.0,16.0,5.0,2.0
1603,0.0,20.0,2.0,2.0
1604,18.0,17.0,5.0,2.0
1605,17.0,18.0,5.0,2.0
1606,24.0,15.0,3.0,2.0
1607,16.0,16.0,4.0,2.0
1608,5.0,19.0,5.0,2.0
1609,10.0,20.0,4.0,2.0
1610,11.0,17.0,5.0,2.0
1611,7.0,15.0,2.0,2.0
1612,26.0,16.0,4.0,2.0
1613,19.0,21.0,5.0,2.0
1614,26.0,21.0,4.0,2.0
1615,19.0,18.0,4.0,2.0
1616,4.0,17.0,3.0,2.0
1617,18.0,13.0,2.0,2.0
1618,25.0,16.0,5.0,2.0
1619,16.0,23.0,5.0,2.0
1620,26.0,14.0,5.0,2.0
1621,17.0,20.0,4.0,2.0
1622,10.0,17.0,5.0,2.0
1623,19.0,19.0,5.0,2.0
1624,24.0,23.0,5.0,2.0
1625,13.0,16.0,5.0,2.0
1626,2.0,16.0,4.0,2.0
1627,7.0,19.0,4.0,2.0
1628,1.0,21.0,3.0,1.0
1629,8.0,13.0,4.0,2.0
1630,3.0,16.0,2.0,2.0
1631,7.0,18.0,4.0,2.0
1632,5.0,17.0,1.0,2.0
1633,4.0,19.0,5.0,2.0
1634,6.0,17.0,3.0,1.0
1635,10.0,15.0,5.0,2.0
1636,25.0,13.0,5.0,2.0
1637,28.0,16.0,5.0,2.0
1638,20.0,19.0,3.0,2.0
1639,27.0,16.0,5.0,2.0
1640,26.0,13.0,3.0,2.0
1641,7.0,19.0,4.0,2.0
1642,14.0,15.0,4.0,2.0
1643,5.0,16.0,5.0,2.0
1644,22.0,20.0,4.0,2.0
1645,11.0,21.0,5.0,2.0
1646,38.0,17.0,5.0,2.0
1647,14.0,14.0,5.0,2.0
1648,23.0,17.0,5.0,2.0
1649,19.0,15.0,3.0,2.0
1650,8.0,18.0,3.0,2.0
1651,13.0,19.0,4.0,2.0
1652,6.0,15.0,5.0,2.0
1653,22.0,21.0,5.0,2.0
1654,27.0,14.0,4.0,1.0
1655,21.0,16.0,5.0,2.0
1656,1.0,18.0,4.0,2.0
1657,0.0,16.0,4.0,2.0
1658,37.0,18.0,5.0,2.0
1659,14.0,21.0,5.0,2.0
1660,13.0,16.0,4.0,2.0
1661,22.0,21.0,5.0,2.0
1662,2.0,18.0,3.0,2.0
1663,2.0,15.0,5.0,2.0
1664,17.0,14.0,4.0,2.0
1665,19.0,16.0,4.0,2.0
1666,10.0,13.0,4.0,2.0
1667,32.0,14.0,5.0,2.0
1668,16.0,16.0,5.0,2.0
1669,24.0,15.0,3.0,2.0
1670,21.0,19.0,5.0,2.0
1671,21.0,22.0,5.0,2.0
1672,13.0,16.0,3.0,2.0
1673,25.0,17.0,4.0,2.0
1674,13.0,18.0,5.0,2.0
1675,31.0,16.0,5.0,2.0
1676,13.0,18.0,2.0,2.0
1677,29.0,22.0,5.0,2.0
1678,0.0,20.0,2.0,1.0
1679,3.0,13.0,2.0,2.0
1680,7.0,18.0,5.0,2.0
1681,0.0,15.0,2.0,1.0
1682,1.0,20.0,3.0,2.0
1683,9.0,16.0,4.0,2.0
1684,0.0,20.0,3.0,2.0
1685,10.0,16.0,5.0,2.0
1686,1.0,16.0,4.0,2.0
1687,17.0,17.0,3.0,2.0
1688,5.0,17.0,2.0,2.0
1689,0.0,13.0,0.0,0.0
1690,0.0,16.0,4.0,1.0
1691,5.0,15.0,3.0,2.0
1692,0.0,16.0,1.0,1.0
1693,17.0,22.0,3.0,2.0
1694,10.0,18.0,3.0,2.0
1695,31.0,14.0,4.0,2.0
1696,28.0,15.0,5.0,2.0
1697,5.0,15.0,5.0,2.0
1698,24.0,15.0,3.0,2.0
1699,25.0,16.0,5.0,2.0
1700,8.0,22.0,5.0,2.0
1701,4.0,14.0,3.0,2.0
1702,23.0,17.0,5.0,2.0
1703,7.0,16.0,5.0,2.0
1704,0.0,19.0,5.0,1.0
1705,16.0,13.0,5.0,2.0
1706,5.0,21.0,3.0,2.0
1707,0.0,18.0,2.0,2.0
1708,31.0,23.0,5.0,2.0
1709,4.0,20.0,3.0,2.0
1710,15.0,17.0,3.0,2.0
1711,14.0,15.0,5.0,2.0
1712,24.0,13.0,3.0,2.0
1713,14.0,17.0,2.0,2.0
1714,32.0,18.0,5.0,2.0
1715,14.0,16.0,4.0,2.0
1716,27.0,15.0,5.0,2.0
1717,22.0,18.0,5.0,2.0
1718,36.0,19.0,5.0,2.0
1719,15.0,17.0,4.0,2.0
1720,28.0,17.0,4.0,2.0
1721,4.0,18.0,2.0,2.0
1722,18.0,21.0,3.0,2.0
1723,3.0,17.0,5.0,2.0
1724,7.0,16.0,4.0,2.0
1725,7.0,19.0,3.0,2.0
1726,16.0,15.0,2.0,2.0
1727,26.0,19.0,5.0,2.0
1728,5.0,15.0,4.0,2.0
1729,6.0,20.0,2.0,2.0
1730,21.0,18.0,4.0,2.0
1731,14.0,15.0,4.0,2.0
1732,25.0,16.0,4.0,2.0
1733,9.0,18.0,4.0,2.0
1734,21.0,19.0,4.0,2.0
1735,7.0,20.0,5.0,2.0
1736,19.0,19.0,4.0,2.0
1737,22.0,14.0,5.0,2.0
1738,23.0,21.0,5.0,2.0
1739,14.0,17.0,5.0,2.0
1740,21.0,18.0,3.0,2.0
1741,20.0,20.0,4.0,2.0
1742,34.0,13.0,4.0,2.0
1743,24.0,16.0,4.0,2.0
1744,14.0,17.0,3.0,2.0
1745,20.0,22.0,5.0,2.0
1746,29.0,15.0,4.0,2.0
1747,11.0,14.0,5.0,2.0
1748,31.0,16.0,4.0,2.0
1749,8.0,18.0,3.0,2.0
1750,33.0,14.0,4.0,2.0
1751,17.0,24.0,5.0,2.0
1752,0.0,20.0,5.0,2.0
1753,0.0,17.0,4.0,2.0
1754,2.0,15.0,5.0,2.0
1755,12.0,14.0,5.0,2.0
1756,1.0,18.0,4.0,2.0
1757,8.0,17.0,3.0,1.0
1758,2.0,24.0,4.0,2.0
1759,0.0,16.0,4.0,0.0
1760,0.0,18.0,1.0,0.0
1761,2.0,20.0,3.0,1.0
1762,0.0,14.0,3.0,1.0
1763,0.0,14.0,1.0,2.0
1764,6.0,18.0,2.0,1.0
1765,12.0,18.0,3.0,2.0
1766,5.0,13.0,4.0,2.0
1767,0.0,15.0,5.0,1.0
1768,15.0,14.0,5.0,2.0
1769,30.0,17.0,4.0,2.0
1770,11.0,20.0,2.0,2.0
1771,17.0,13.0,4.0,2.0
1772,0.0,27.0,3.0,2.0
1773,1.0,17.0,5.0,2.0
1774,16.0,18.0,4.0,2.0
1775,1.0,17.0,3.0,1.0
1776,0.0,15.0,4.0,2.0
1777,13.0,15.0,5.0,2.0
1778,5.0,21.0,4.0,2.0
1779,0.0,16.0,3.0,0.0
1780,0.0,17.0,5.0,2.0
1781,1.0,21.0,2.0,1.0
1782,3.0,18.0,4.0,1.0
1783,0.0,14.0,1.0,1.0
1784,8.0,22.0,2.0,2.0
1785,2.0,18.0,4.0,2.0
1786,9.0,14.0,2.0,2.0
1787,10.0,17.0,4.0,2.0
1788,7.0,17.0,4.0,2.0
1789,20.0,13.0,5.0,2.0
1790,10.0,20.0,4.0,2.0
1791,32.0,23.0,5.0,2.0
1792,9.0,17.0,5.0,2.0
1793,21.0,18.0,3.0,2.0
1794,4.0,19.0,3.0,2.0
1795,21.0,17.0,3.0,2.0
1796,10.0,21.0,2.0,2.0
1797,13.0,14.0,5.0,2.0
1798,24.0,15.0,3.0,2.0
1799,24.0,23.0,4.0,2.0
1800,6.0,14.0,4.0,2.0
1801,3.0,14.0,4.0,2.0
1802,2.0,14.0,5.0,2.0
1803,6.0,20.0,3.0,2.0
1804,11.0,14.0,5.0,2.0
1805,0.0,15.0,3.0,1.0
1806,24.0,14.0,4.0,1.0
1807,21.0,17.0,4.0,2.0
1808,26.0,13.0,3.0,2.0
1809,1.0,21.0,4.0,2.0
1810,19.0,16.0,4.0,2.0
1811,2.0,25.0,5.0,2.0
1812,9.0,20.0,3.0,2.0
1813,4.0,19.0,2.0,2.0
1814,29.0,18.0,5.0,2.0
1815,25.0,18.0,5.0,2.0
1816,11.0,17.0,5.0,2.0
1817,24.0,15.0,5.0,2.0
1818,5.0,18.0,1.0,2.0
1819,19.0,18.0,5.0,2.0
1820,20.0,16.0,4.0,2.0
1821,13.0,19.0,5.0,2.0
1822,15.0,19.0,5.0,2.0
1823,21.0,19.0,4.0,2.0
1824,22.0,19.0,4.0,2.0
1825,29.0,18.0,4.0,2.0
1826,2.0,24.0,4.0,2.0
1827,14.0,17.0,2.0,2.0
1828,22.0,17.0,3.0,2.0
1829,19.0,20.0,3.0,2.0
1830,15.0,16.0,2.0,2.0
1831,4.0,20.0,4.0,2.0
1832,4.0,16.0,4.0,2.0
1833,16.0,15.0,2.0,2.0
1834,30.0,17.0,4.0,2.0
1835,18.0,17.0,4.0,2.0
1836,12.0,18.0,4.0,2.0
1837,16.0,18.0,5.0,2.0
1838,5.0,14.0,5.0,2.0
1839,7.0,15.0,5.0,2.0
1840,0.0,14.0,3.0,2.0
1841,5.0,16.0,4.0,2.0
1842,5.0,20.0,5.0,2.0
1843,2.0,16.0,4.0,2.0
1844,6.0,17.0,5.0,2.0
1845,19.0,16.0,4.0,2.0
1846,11.0,15.0,4.0,2.0
1847,13.0,19.0,5.0,2.0
1848,19.0,18.0,5.0,2.0
1849,6.0,18.0,5.0,2.0
1850,20.0,15.0,5.0,2.0
1851,10.0,17.0,3.0,2.0
1852,26.0,18.0,5.0,2.0
1853,20.0,17.0,5.0,2.0
1854,34.0,13.0,4.0,2.0
1855,35.0,15.0,5.0,2.0
1856,20.0,16.0,5.0,2.0
1857,16.0,22.0,4.0,2.0
1858,8.0,21.0,4.0,2.0
1859,36.0,15.0,5.0,2.0
1860,18.0,19.0,4.0,2.0
1861,23.0,20.0,4.0,2.0
1862,17.0,18.0,4.0,2.0
1863,0.0,16.0,5.0,2.0
1864,21.0,17.0,4.0,2.0
1865,29.0,19.0,5.0,2.0
1866,32.0,15.0,4.0,2.0
1867,22.0,14.0,4.0,2.0
1868,12.0,17.0,5.0,2.0
1869,30.0,19.0,5.0,2.0
1870,27.0,15.0,5.0,2.0
1871,0.0,21.0,2.0,2.0
1872,17.0,21.0,4.0,2.0
1873,1.0,18.0,5.0,2.0
1874,31.0,18.0,5.0,2.0
1875,20.0,17.0,3.0,2.0
1876,19.0,20.0,3.0,2.0
1877,20.0,21.0,4.0,2.0
1878,20.0,19.0,3.0,2.0
1879,26.0,13.0,3.0,2.0
1880,14.0,16.0,2.0,2.0
1881,30.0,17.0,4.0,2.0
1882,29.0,18.0,4.0,2.0
1883,12.0,16.0,5.0,2.0
1884,36.0,16.0,5.0,2.0
1885,23.0,18.0,4.0,2.0
1886,15.0,16.0,3.0,2.0
1887,3.0,19.0,5.0,2.0
1888,37.0,18.0,5.0,2.0
1889,6.0,15.0,5.0,2.0
1890,32.0,16.0,5.0,2.0
1891,22.0,17.0,3.0,2.0
1892,14.0,25.0,5.0,2.0
1893,21.0,16.0,5.0,2.0
1894,19.0,19.0,3.0,2.0
1895,4.0,21.0,5.0,2.0
1896,20.0,15.0,5.0,2.0
1897,19.0,16.0,5.0,2.0
1898,20.0,14.0,5.0,2.0
1899,16.0,20.0,3.0,2.0
1900,12.0,18.0,2.0,2.0
1901,12.0,23.0,4.0,2.0
1902,3.0,18.0,5.0,2.0
1903,16.0,16.0,5.0,2.0
1904,2.0,18.0,4.0,2.0
1905,0.0,16.0,2.0,1.0
1906,0.0,16.0,2.0,2.0
1907,19.0,23.0,5.0,2.0
1908,11.0,14.0,5.0,2.0
1909,7.0,16.0,3.0,2.0
1910,0.0,14.0,3.0,0.0
1911,8.0,16.0,2.0,2.0
1912,0.0,16.0,2.0,2.0
1913,7.0,16.0,5.0,2.0
1914,1.0,20.0,1.0,1.0
1915,0.0,13.0,0.0,0.0
1916,19.0,20.0,3.0,2.0
1917,2.0,18.0,3.0,2.0
1918,0.0,15.0,2.0,1.0
1919,20.0,15.0,5.0,2.0
1920,24.0,15.0,3.0,2.0
1921,1.0,12.0,4.0,2.0
1922,15.0,18.0,4.0,2.0
1923,16.0,17.0,3.0,2.0
1924,7.0,20.0,5.0,2.0
1925,37.0,15.0,5.0,2.0
1926,23.0,17.0,5.0,2.0
1927,21.0,16.0,4.0,2.0
1928,22.0,16.0,3.0,2.0
1929,19.0,19.0,5.0,2.0
1930,20.0,14.0,5.0,2.0
1931,38.0,17.0,5.0,2.0
1932,22.0,20.0,5.0,2.0
1933,20.0,12.0,5.0,2.0
1934,13.0,18.0,4.0,2.0
1935,23.0,17.0,5.0,2.0
1936,7.0,16.0,1.0,2.0
1937,14.0,24.0,5.0,2.0
1938,10.0,18.0,4.0,2.0
1939,30.0,17.0,4.0,2.0
1940,19.0,27.0,5.0,2.0
1941,0.0,25.0,2.0,2.0
1942,11.0,14.0,5.0,2.0
1943,19.0,13.0,4.0,2.0
1944,5.0,18.0,2.0,2.0
1945,0.0,15.0,5.0,2.0
1946,0.0,17.0,5.0,0.0
1947,10.0,18.0,2.0,2.0
1948,1.0,15.0,2.0,2.0
1949,3.0,15.0,4.0,2.0
1950,9.0,15.0,4.0,2.0
1951,10.0,18.0,5.0,2.0
1952,0.0,15.0,2.0,0.0
1953,5.0,17.0,3.0,2.0
1954,0.0,15.0,0.0,0.0
1955,0.0,15.0,1.0,0.0
1956,8.0,15.0,2.0,2.0
1957,0.0,18.0,3.0,0.0
1958,36.0,19.0,5.0,1.0
1959,34.0,13.0,4.0,2.0
1960,1.0,17.0,5.0,2.0
1961,34.0,14.0,5.0,2.0
1962,12.0,24.0,5.0,2.0
1963,6.0,17.0,2.0,1.0
1964,1.0,19.0,1.0,2.0
1965,10.0,14.0,5.0,2.0
1966,11.0,17.0,2.0,2.0
1967,4.0,15.0,4.0,2.0
1968,0.0,16.0,2.0,1.0
1969,3.0,17.0,5.0,2.0
1970,0.0,15.0,1.0,2.0
1971,0.0,18.0,3.0,2.0
1972,0.0,16.0,2.0,2.0
1973,3.0,17.0,2.0,1.0
1974,10.0,16.0,3.0,2.0
1975,6.0,17.0,2.0,2.0
1976,10.0,18.0,3.0,2.0
1977,22.0,17.0,3.0,2.0
1978,12.0,19.0,3.0,2.0
1979,34.0,15.0,5.0,2.0
1980,23.0,17.0,4.0,2.0
1981,10.0,13.0,1.0,2.0
1982,30.0,15.0,5.0,2.0
1983,15.0,16.0,2.0,2.0
1984,27.0,17.0,4.0,2.0
1985,2.0,20.0,4.0,2.0
1986,23.0,15.0,4.0,2.0
1987,20.0,19.0,4.0,2.0
1988,32.0,15.0,4.0,2.0
1989,11.0,19.0,3.0,2.0
1990,17.0,14.0,2.0,2.0
1991,5.0,20.0,3.0,2.0
1992,6.0,18.0,4.0,2.0
1993,20.0,21.0,4.0,2.0
1994,32.0,15.0,4.0,2.0
1995,21.0,15.0,4.0,2.0
1996,22.0,19.0,5.0,2.0
1997,17.0,24.0,5.0,2.0
1998,6.0,15.0,3.0,2.0
1999,0.0,18.0,1.0,0.0
2000,1.0,17.0,4.0,2.0
2001,4.0,17.0,3.0,2.0
2002,17.0,16.0,3.0,2.0
2003,0.0,16.0,5.0,2.0
2004,11.0,14.0,4.0,2.0
2005,7.0,14.0,3.0,2.0
2006,16.0,16.0,5.0,2.0
2007,2.0,18.0,5.0,2.0
2008,1.0,18.0,2.0,2.0
2009,0.0,13.0,2.0,0.0
2010,0.0,14.0,2.0,1.0
2011,0.0,15.0,2.0,1.0
2012,0.0,18.0,4.0,2.0
2013,6.0,15.0,3.0,2.0
2014,0.0,17.0,5.0,2.0
2015,25.0,14.0,3.0,2.0
2016,25.0,14.0,3.0,2.0
2017,22.0,17.0,3.0,1.0
2018,0.0,18.0,5.0,2.0
2019,39.0,16.0,5.0,1.0
2020,30.0,15.0,5.0,2.0
2021,18.0,19.0,3.0,2.0
2022,18.0,16.0,5.0,2.0
2023,14.0,16.0,5.0,2.0
2024,11.0,16.0,3.0,2.0
2025,16.0,17.0,3.0,2.0
2026,30.0,17.0,4.0,2.0
2027,3.0,18.0,1.0,1.0
2028,5.0,23.0,3.0,2.0
2029,7.0,16.0,4.0,2.0
2030,0.0,16.0,2.0,1.0
2031,7.0,15.0,5.0,2.0
2032,3.0,20.0,3.0,2.0
2033,0.0,15.0,4.0,2.0
2034,21.0,18.0,3.0,2.0
2035,16.0,18.0,5.0,2.0
2036,24.0,17.0,5.0,2.0
2037,11.0,26.0,5.0,2.0
2038,22.0,17.0,3.0,2.0
2039,5.0,15.0,1.0,2.0
2040,0.0,18.0,4.0,2.0
2041,1.0,19.0,2.0,1.0
2042,6.0,17.0,3.0,2.0
2043,0.0,16.0,3.0,1.0
2044,13.0,15.0,5.0,2.0
2045,4.0,16.0,3.0,2.0
2046,20.0,15.0,4.0,2.0
2047,0.0,15.0,5.0,2.0
2048,2.0,16.0,4.0,2.0
2049,5.0,16.0,3.0,2.0
2050,0.0,15.0,3.0,2.0
2051,4.0,16.0,4.0,1.0
2052,9.0,16.0,3.0,2.0
2053,30.0,17.0,4.0,2.0
2054,19.0,16.0,4.0,2.0
2055,14.0,17.0,2.0,2.0
2056,30.0,17.0,4.0,2.0
2057,38.0,15.0,5.0,2.0
2058,0.0,20.0,3.0,2.0
2059,37.0,18.0,5.0,2.0
2060,20.0,16.0,4.0,2.0
2061,4.0,17.0,2.0,2.0
2062,22.0,17.0,5.0,2.0
2063,11.0,20.0,2.0,2.0
2064,32.0,15.0,4.0,2.0
2065,31.0,16.0,4.0,2.0
2066,17.0,17.0,5.0,2.0
2067,39.0,16.0,5.0,2.0
2068,16.0,16.0,5.0,2.0
2069,41.0,14.0,5.0,2.0
2070,4.0,22.0,3.0,2.0
2071,12.0,21.0,5.0,2.0
2072,33.0,14.0,4.0,2.0
2073,12.0,14.0,5.0,2.0
2074,14.0,18.0,5.0,2.0
2075,9.0,21.0,5.0,2.0
2076,5.0,15.0,5.0,2.0
2077,35.0,14.0,5.0,2.0
2078,18.0,16.0,5.0,2.0
2079,10.0,14.0,5.0,2.0
2080,19.0,20.0,3.0,2.0
2081,18.0,15.0,5.0,2.0
2082,22.0,17.0,3.0,2.0
2083,27.0,14.0,5.0,2.0
2084,22.0,17.0,3.0,2.0
2085,15.0,16.0,2.0,2.0
2086,27.0,14.0,4.0,2.0
2087,32.0,15.0,4.0,2.0
2088,22.0,18.0,4.0,2.0
2089,8.0,17.0,3.0,2.0
2090,24.0,15.0,4.0,2.0
2091,22.0,19.0,5.0,2.0
2092,36.0,17.0,5.0,2.0
2093,33.0,14.0,4.0,2.0
2094,23.0,16.0,4.0,2.0
2095,29.0,18.0,4.0,2.0
2096,7.0,16.0,4.0,2.0
2097,26.0,17.0,5.0,2.0
2098,13.0,18.0,3.0,2.0
2099,15.0,16.0,5.0,2.0
2100,18.0,17.0,4.0,2.0
2101,13.0,13.0,4.0,2.0
2102,23.0,19.0,4.0,2.0
2103,7.0,16.0,1.0,2.0
2104,23.0,14.0,5.0,2.0
2105,0.0,15.0,1.0,0.0
2106,22.0,19.0,5.0,2.0
2107,21.0,18.0,3.0,2.0
2108,16.0,18.0,5.0,2.0
2109,26.0,18.0,5.0,2.0
2110,6.0,15.0,5.0,2.0
2111,9.0,17.0,3.0,2.0
2112,5.0,16.0,3.0,2.0
2113,13.0,19.0,4.0,2.0
2114,24.0,15.0,3.0,2.0
2115,8.0,15.0,1.0,2.0
2116,21.0,26.0,4.0,2.0
2117,20.0,19.0,3.0,2.0
2118,25.0,14.0,5.0,2.0
2119,32.0,14.0,5.0,2.0
2120,9.0,18.0,3.0,2.0
2121,0.0,16.0,3.0,0.0
2122,1.0,17.0,3.0,2.0
2123,0.0,13.0,4.0,2.0
2124,5.0,15.0,5.0,2.0
2125,6.0,13.0,2.0,2.0
2126,18.0,17.0,5.0,2.0
2127,6.0,21.0,3.0,2.0
2128,10.0,13.0,2.0,1.0
2129,34.0,13.0,4.0,1.0
2130,23.0,19.0,4.0,2.0
2131,2.0,16.0,5.0,2.0
2132,6.0,20.0,4.0,2.0
2133,27.0,15.0,5.0,2.0
2134,7.0,23.0,5.0,2.0
2135,5.0,17.0,4.0,2.0
2136,8.0,18.0,2.0,2.0
2137,12.0,19.0,4.0,2.0
2138,6.0,15.0,3.0,1.0
2139,21.0,16.0,4.0,2.0
2140,18.0,16.0,4.0,2.0
2141,8.0,15.0,5.0,2.0
2142,15.0,17.0,3.0,2.0
2143,0.0,13.0,0.0,0.0
2144,20.0,13.0,4.0,2.0
2145,0.0,23.0,4.0,2.0
2146,4.0,14.0,2.0,2.0
2147,14.0,17.0,2.0,2.0
2148,26.0,16.0,4.0,2.0
2149,28.0,14.0,4.0,2.0
2150,0.0,24.0,5.0,2.0
2151,17.0,18.0,4.0,2.0
2152,25.0,14.0,3.0,2.0
2153,13.0,26.0,5.0,2.0
2154,19.0,18.0,5.0,2.0
2155,18.0,21.0,3.0,2.0
2156,9.0,19.0,4.0,2.0
2157,23.0,16.0,5.0,2.0
2158,5.0,24.0,5.0,2.0
2159,24.0,17.0,5.0,2.0
2160,28.0,16.0,4.0,2.0
2161,27.0,14.0,4.0,2.0
2162,22.0,20.0,5.0,2.0
2163,22.0,22.0,5.0,2.0
2164,25.0,15.0,5.0,2.0
2165,16.0,15.0,4.0,2.0
2166,10.0,21.0,4.0,2.0
2167,9.0,14.0,1.0,2.0
2168,12.0,19.0,2.0,2.0
2169,7.0,18.0,2.0,2.0
2170,10.0,16.0,4.0,2.0
2171,13.0,18.0,5.0,2.0
2172,4.0,18.0,5.0,2.0
2173,14.0,16.0,4.0,2.0
2174,0.0,13.0,4.0,1.0
2175,4.0,18.0,3.0,2.0
2176,1.0,15.0,1.0,2.0
2177,5.0,21.0,2.0,1.0
2178,7.0,17.0,5.0,2.0
2179,2.0,16.0,3.0,1.0
2180,3.0,14.0,3.0,2.0
2181,4.0,18.0,2.0,2.0
2182,8.0,15.0,3.0,2.0
2183,10.0,15.0,5.0,2.0
2184,1.0,16.0,2.0,2.0
2185,12.0,18.0,3.0,2.0
2186,14.0,21.0,3.0,2.0
2187,22.0,16.0,4.0,2.0
2188,33.0,14.0,4.0,2.0
2189,25.0,17.0,5.0,2.0
2190,15.0,16.0,2.0,2.0
2191,25.0,16.0,5.0,2.0
2192,5.0,16.0,4.0,2.0
2193,18.0,21.0,3.0,2.0
2194,14.0,16.0,5.0,2.0
2195,10.0,16.0,3.0,2.0
2196,21.0,13.0,4.0,2.0
2197,36.0,18.0,5.0,2.0
2198,5.0,15.0,4.0,2.0
2199,20.0,19.0,3.0,2.0
2200,18.0,21.0,3.0,2.0
2201,29.0,14.0,4.0,2.0
2202,25.0,14.0,5.0,2.0
2203,30.0,17.0,4.0,2.0
2204,0.0,20.0,5.0,2.0
2205,24.0,14.0,5.0,2.0
2206,8.0,15.0,1.0,2.0
2207,6.0,17.0,4.0,2.0
2208,2.0,16.0,5.0,2.0
2209,10.0,17.0,5.0,2.0
2210,5.0,15.0,4.0,2.0
2211,0.0,18.0,3.0,2.0
2212,0.0,18.0,3.0,2.0
2213,0.0,15.0,4.0,0.0
2214,8.0,12.0,4.0,2.0
2215,15.0,18.0,4.0,2.0
2216,1.0,18.0,4.0,2.0
2217,2.0,17.0,3.0,2.0
2218,2.0,18.0,2.0,2.0
2219,6.0,13.0,4.0,2.0
2220,3.0,15.0,2.0,2.0
2221,0.0,14.0,5.0,2.0
2222,1.0,19.0,3.0,2.0
2223,0.0,15.0,1.0,0.0
2224,24.0,13.0,4.0,1.0
2225,34.0,15.0,5.0,2.0
2226,23.0,16.0,3.0,2.0
2227,22.0,17.0,3.0,2.0
2228,11.0,17.0,5.0,2.0
2229,27.0,19.0,5.0,2.0
2230,15.0,17.0,4.0,2.0
2231,11.0,16.0,3.0,2.0
2232,6.0,15.0,3.0,2.0
2233,17.0,15.0,3.0,2.0
2234,8.0,16.0,2.0,2.0
2235,13.0,15.0,5.0,2.0
2236,5.0,16.0,5.0,2.0
2237,11.0,18.0,4.0,2.0
2238,4.0,13.0,3.0,1.0
2239,3.0,20.0,1.0,2.0
2240,9.0,17.0,5.0,2.0
2241,9.0,21.0,4.0,2.0
2242,1.0,16.0,4.0,2.0
2243,24.0,17.0,4.0,1.0
2244,4.0,21.0,5.0,2.0
2245,26.0,15.0,4.0,2.0
2246,27.0,12.0,5.0,2.0
2247,8.0,15.0,1.0,2.0
2248,31.0,16.0,4.0,2.0
2249,26.0,13.0,3.0,2.0
2250,35.0,16.0,5.0,2.0
2251,27.0,17.0,5.0,2.0
2252,31.0,18.0,5.0,2.0
2253,13.0,17.0,4.0,2.0
2254,27.0,13.0,5.0,2.0
2255,34.0,15.0,5.0,1.0
