,reward,workers,supply_depot,barracks
774,41.0,14.0,5.0,2.0
775,29.0,18.0,5.0,2.0
776,16.0,18.0,5.0,2.0
777,33.0,22.0,5.0,2.0
778,34.0,14.0,5.0,2.0
779,7.0,14.0,5.0,2.0
780,11.0,14.0,5.0,2.0
781,18.0,20.0,5.0,2.0
782,21.0,17.0,5.0,2.0
783,29.0,19.0,5.0,2.0
784,15.0,20.0,5.0,2.0
785,34.0,17.0,5.0,2.0
786,38.0,17.0,5.0,2.0
787,16.0,15.0,2.0,2.0
788,30.0,19.0,5.0,2.0
789,17.0,19.0,5.0,2.0
790,29.0,18.0,4.0,2.0
791,40.0,15.0,5.0,2.0
792,28.0,21.0,5.0,2.0
793,26.0,14.0,5.0,2.0
794,36.0,18.0,5.0,2.0
795,5.0,12.0,5.0,2.0
796,20.0,19.0,4.0,2.0
797,8.0,21.0,2.0,2.0
798,3.0,16.0,5.0,2.0
799,10.0,16.0,5.0,2.0
800,8.0,16.0,3.0,2.0
801,17.0,18.0,5.0,2.0
802,8.0,17.0,2.0,2.0
803,22.0,15.0,5.0,2.0
804,12.0,20.0,4.0,2.0
805,30.0,17.0,4.0,2.0
806,33.0,14.0,4.0,2.0
807,19.0,20.0,3.0,2.0
808,21.0,19.0,5.0,2.0
809,6.0,18.0,3.0,2.0
810,25.0,16.0,5.0,2.0
811,14.0,17.0,2.0,2.0
812,16.0,15.0,2.0,2.0
813,33.0,18.0,5.0,2.0
814,20.0,19.0,3.0,2.0
815,17.0,21.0,5.0,2.0
816,31.0,21.0,5.0,2.0
817,34.0,18.0,5.0,2.0
818,23.0,16.0,5.0,2.0
819,15.0,17.0,5.0,2.0
820,8.0,19.0,4.0,2.0
821,9.0,19.0,3.0,2.0
822,18.0,17.0,5.0,2.0
823,22.0,17.0,3.0,2.0
824,22.0,22.0,4.0,2.0
825,28.0,20.0,5.0,2.0
826,25.0,23.0,5.0,2.0
827,0.0,18.0,5.0,2.0
828,4.0,25.0,5.0,2.0
829,14.0,17.0,3.0,2.0
830,12.0,19.0,2.0,2.0
831,6.0,15.0,3.0,1.0
832,0.0,15.0,4.0,2.0
833,0.0,15.0,2.0,1.0
834,3.0,22.0,5.0,2.0
835,1.0,19.0,1.0,1.0
836,0.0,15.0,3.0,1.0
837,29.0,18.0,4.0,1.0
838,33.0,14.0,4.0,2.0
839,0.0,15.0,2.0,2.0
840,11.0,17.0,5.0,2.0
841,15.0,20.0,4.0,2.0
842,20.0,17.0,5.0,2.0
843,20.0,15.0,4.0,2.0
844,33.0,17.0,5.0,2.0
845,30.0,13.0,4.0,2.0
846,16.0,15.0,4.0,2.0
847,11.0,15.0,5.0,2.0
848,5.0,17.0,4.0,2.0
849,10.0,21.0,5.0,2.0
850,22.0,15.0,4.0,2.0
851,26.0,19.0,4.0,2.0
852,1.0,22.0,4.0,2.0
853,17.0,22.0,3.0,2.0
854,22.0,16.0,5.0,2.0
855,6.0,23.0,5.0,2.0
856,16.0,17.0,4.0,2.0
857,9.0,16.0,5.0,2.0
858,24.0,22.0,5.0,2.0
859,15.0,21.0,5.0,2.0
860,32.0,23.0,5.0,2.0
861,24.0,14.0,5.0,2.0
862,18.0,13.0,3.0,2.0
863,17.0,18.0,5.0,2.0
864,23.0,19.0,4.0,2.0
865,16.0,18.0,4.0,2.0
866,0.0,18.0,5.0,2.0
867,8.0,18.0,2.0,2.0
868,9.0,21.0,5.0,2.0
869,25.0,15.0,5.0,2.0
870,24.0,15.0,3.0,2.0
871,5.0,16.0,5.0,2.0
872,20.0,15.0,5.0,2.0
873,4.0,19.0,1.0,2.0
874,1.0,15.0,3.0,1.0
875,5.0,17.0,4.0,2.0
876,8.0,15.0,3.0,2.0
877,13.0,19.0,4.0,2.0
878,1.0,23.0,5.0,2.0
879,8.0,18.0,5.0,2.0
880,3.0,16.0,5.0,2.0
881,31.0,19.0,5.0,2.0
882,31.0,16.0,5.0,2.0
883,28.0,15.0,4.0,2.0
884,20.0,19.0,5.0,2.0
885,18.0,21.0,3.0,2.0
886,21.0,18.0,3.0,2.0
887,29.0,18.0,4.0,2.0
888,9.0,17.0,5.0,2.0
889,0.0,17.0,1.0,2.0
890,6.0,15.0,4.0,2.0
891,29.0,21.0,5.0,2.0
892,35.0,16.0,5.0,1.0
893,18.0,15.0,4.0,2.0
894,14.0,17.0,5.0,2.0
895,26.0,17.0,5.0,2.0
896,9.0,20.0,5.0,2.0
897,10.0,16.0,5.0,2.0
898,10.0,19.0,5.0,2.0
899,26.0,18.0,5.0,2.0
900,6.0,17.0,3.0,2.0
901,28.0,19.0,5.0,2.0
902,5.0,17.0,3.0,2.0
903,17.0,19.0,3.0,2.0
904,21.0,18.0,3.0,2.0
905,8.0,19.0,3.0,2.0
906,17.0,15.0,5.0,2.0
907,11.0,24.0,5.0,2.0
908,11.0,18.0,5.0,2.0
909,4.0,16.0,5.0,2.0
910,17.0,16.0,3.0,2.0
911,25.0,17.0,4.0,2.0
912,20.0,19.0,3.0,2.0
913,16.0,21.0,4.0,2.0
914,34.0,16.0,5.0,2.0
915,8.0,18.0,4.0,2.0
916,7.0,13.0,3.0,2.0
917,11.0,13.0,3.0,2.0
918,3.0,15.0,3.0,1.0
919,0.0,13.0,2.0,2.0
920,5.0,21.0,4.0,2.0
921,0.0,17.0,3.0,2.0
922,7.0,15.0,3.0,2.0
923,0.0,16.0,3.0,2.0
924,4.0,22.0,3.0,2.0
925,2.0,17.0,3.0,2.0
926,0.0,15.0,5.0,2.0
927,1.0,17.0,1.0,2.0
928,0.0,15.0,3.0,1.0
929,1.0,23.0,5.0,2.0
930,2.0,18.0,5.0,2.0
931,1.0,13.0,3.0,2.0
932,22.0,17.0,3.0,2.0
933,8.0,21.0,5.0,2.0
934,14.0,16.0,4.0,2.0
935,18.0,16.0,4.0,2.0
936,17.0,24.0,4.0,2.0
937,19.0,14.0,5.0,2.0
938,17.0,14.0,2.0,2.0
939,15.0,23.0,4.0,2.0
940,11.0,15.0,5.0,2.0
941,7.0,24.0,3.0,2.0
942,14.0,15.0,3.0,2.0
943,0.0,15.0,0.0,0.0
944,2.0,14.0,3.0,2.0
945,0.0,15.0,5.0,2.0
946,0.0,16.0,1.0,0.0
947,2.0,17.0,3.0,2.0
948,0.0,18.0,3.0,1.0
949,0.0,17.0,2.0,2.0
950,9.0,17.0,5.0,2.0
951,15.0,20.0,4.0,2.0
952,25.0,18.0,5.0,2.0
953,25.0,17.0,5.0,2.0
954,18.0,21.0,5.0,2.0
955,5.0,16.0,5.0,2.0
956,4.0,15.0,5.0,2.0
957,18.0,21.0,3.0,2.0
958,1.0,18.0,5.0,1.0
959,6.0,18.0,5.0,2.0
960,6.0,20.0,4.0,2.0
961,6.0,15.0,3.0,2.0
962,14.0,19.0,3.0,2.0
963,9.0,15.0,3.0,2.0
964,3.0,16.0,2.0,1.0
965,2.0,16.0,5.0,2.0
966,2.0,16.0,3.0,1.0
967,5.0,20.0,5.0,2.0
968,0.0,14.0,3.0,0.0
969,0.0,17.0,5.0,2.0
970,17.0,16.0,4.0,2.0
971,27.0,20.0,4.0,2.0
972,14.0,20.0,4.0,2.0
973,0.0,15.0,1.0,2.0
974,12.0,17.0,4.0,2.0
975,2.0,17.0,3.0,1.0
976,5.0,15.0,5.0,2.0
977,7.0,18.0,5.0,2.0
978,9.0,20.0,5.0,2.0
979,13.0,15.0,3.0,2.0
980,1.0,16.0,5.0,2.0
981,0.0,18.0,3.0,1.0
982,5.0,22.0,2.0,2.0
983,0.0,15.0,1.0,1.0
984,0.0,15.0,2.0,1.0
985,0.0,17.0,5.0,2.0
986,1.0,22.0,1.0,2.0
987,0.0,15.0,3.0,1.0
988,5.0,14.0,3.0,1.0
989,23.0,13.0,4.0,2.0
990,10.0,15.0,2.0,2.0
991,9.0,23.0,5.0,2.0
992,26.0,17.0,4.0,2.0
993,23.0,19.0,5.0,2.0
994,13.0,16.0,5.0,2.0
995,25.0,14.0,5.0,2.0
996,0.0,20.0,4.0,2.0
997,7.0,18.0,3.0,2.0
998,25.0,20.0,4.0,1.0
999,23.0,18.0,4.0,2.0
1000,12.0,16.0,4.0,2.0
1001,19.0,17.0,4.0,2.0
1002,10.0,14.0,3.0,2.0
1003,16.0,18.0,5.0,2.0
1004,24.0,17.0,4.0,2.0
1005,14.0,15.0,5.0,2.0
1006,17.0,16.0,5.0,2.0
1007,33.0,15.0,5.0,2.0
1008,15.0,16.0,5.0,2.0
1009,0.0,15.0,1.0,1.0
1010,12.0,19.0,3.0,2.0
1011,2.0,27.0,5.0,2.0
1012,35.0,14.0,5.0,2.0
1013,12.0,22.0,5.0,2.0
1014,25.0,15.0,5.0,2.0
1015,27.0,20.0,5.0,2.0
1016,27.0,17.0,4.0,2.0
1017,25.0,17.0,4.0,2.0
1018,26.0,16.0,5.0,2.0
1019,18.0,15.0,4.0,2.0
1020,24.0,17.0,5.0,2.0
1021,17.0,12.0,5.0,2.0
1022,31.0,16.0,4.0,2.0
1023,34.0,13.0,4.0,2.0
1024,5.0,18.0,1.0,2.0
1025,33.0,21.0,5.0,2.0
1026,16.0,17.0,5.0,2.0
1027,15.0,20.0,4.0,2.0
1028,27.0,18.0,4.0,2.0
1029,5.0,16.0,3.0,2.0
1030,9.0,14.0,5.0,2.0
1031,18.0,21.0,5.0,2.0
1032,18.0,14.0,5.0,2.0
1033,28.0,17.0,5.0,2.0
1034,10.0,17.0,3.0,2.0
1035,31.0,21.0,5.0,2.0
1036,17.0,21.0,5.0,2.0
1037,32.0,15.0,5.0,2.0
1038,30.0,19.0,5.0,2.0
1039,16.0,18.0,4.0,2.0
1040,33.0,22.0,5.0,1.0
1041,23.0,18.0,5.0,2.0
1042,12.0,22.0,3.0,2.0
1043,34.0,14.0,5.0,2.0
1044,22.0,16.0,3.0,2.0
1045,7.0,17.0,4.0,2.0
1046,25.0,17.0,5.0,2.0
1047,3.0,13.0,5.0,2.0
1048,19.0,21.0,5.0,2.0
1049,15.0,16.0,4.0,2.0
1050,0.0,24.0,5.0,2.0
1051,13.0,20.0,5.0,2.0
1052,0.0,16.0,3.0,2.0
1053,8.0,15.0,2.0,2.0
1054,0.0,18.0,3.0,2.0
1055,4.0,18.0,3.0,2.0
1056,6.0,15.0,3.0,1.0
1057,8.0,15.0,4.0,2.0
1058,4.0,16.0,3.0,2.0
1059,0.0,17.0,5.0,1.0
1060,7.0,16.0,5.0,2.0
1061,12.0,19.0,2.0,2.0
1062,1.0,17.0,3.0,2.0
1063,0.0,16.0,4.0,1.0
1064,11.0,20.0,4.0,2.0
1065,20.0,16.0,5.0,2.0
1066,0.0,18.0,5.0,2.0
1067,21.0,17.0,4.0,2.0
1068,8.0,21.0,5.0,2.0
1069,30.0,17.0,5.0,2.0
1070,36.0,15.0,5.0,2.0
1071,12.0,20.0,3.0,2.0
1072,6.0,16.0,4.0,2.0
1073,23.0,17.0,5.0,2.0
1074,26.0,17.0,5.0,2.0
1075,10.0,23.0,4.0,2.0
1076,19.0,20.0,3.0,2.0
1077,20.0,14.0,4.0,2.0
1078,17.0,18.0,4.0,2.0
1079,14.0,24.0,4.0,2.0
1080,6.0,17.0,1.0,2.0
1081,24.0,15.0,5.0,2.0
1082,8.0,18.0,5.0,2.0
1083,15.0,15.0,5.0,2.0
1084,27.0,14.0,5.0,1.0
1085,6.0,18.0,4.0,2.0
1086,17.0,19.0,5.0,2.0
1087,27.0,19.0,5.0,2.0
1088,25.0,21.0,5.0,2.0
1089,11.0,17.0,5.0,2.0
1090,39.0,16.0,5.0,1.0
1091,32.0,19.0,5.0,2.0
1092,22.0,17.0,3.0,2.0
1093,0.0,16.0,4.0,2.0
1094,0.0,15.0,0.0,0.0
1095,0.0,14.0,1.0,2.0
1096,15.0,17.0,5.0,2.0
1097,0.0,18.0,3.0,2.0
1098,0.0,16.0,3.0,1.0
1099,5.0,15.0,3.0,2.0
1100,6.0,15.0,2.0,1.0
1101,0.0,19.0,4.0,1.0
1102,0.0,14.0,3.0,2.0
1103,11.0,15.0,4.0,2.0
1104,24.0,17.0,5.0,2.0
1105,16.0,17.0,3.0,2.0
1106,10.0,26.0,5.0,2.0
1107,21.0,18.0,3.0,2.0
1108,28.0,17.0,4.0,2.0
1109,20.0,20.0,4.0,2.0
1110,2.0,24.0,4.0,2.0
1111,22.0,19.0,5.0,2.0
1112,5.0,26.0,4.0,2.0
1113,9.0,15.0,3.0,2.0
1114,28.0,19.0,5.0,2.0
1115,10.0,17.0,5.0,2.0
1116,13.0,18.0,2.0,2.0
1117,14.0,14.0,4.0,2.0
1118,10.0,21.0,4.0,2.0
1119,9.0,20.0,4.0,2.0
1120,21.0,14.0,3.0,2.0
1121,6.0,18.0,4.0,2.0
1122,4.0,26.0,5.0,2.0
1123,8.0,18.0,3.0,1.0
1124,15.0,16.0,5.0,2.0
1125,20.0,18.0,5.0,2.0
1126,27.0,15.0,5.0,2.0
1127,30.0,16.0,5.0,2.0
1128,11.0,14.0,3.0,2.0
1129,21.0,18.0,3.0,2.0
1130,16.0,22.0,3.0,2.0
1131,6.0,13.0,5.0,2.0
1132,3.0,17.0,5.0,2.0
1133,1.0,22.0,1.0,2.0
1134,6.0,17.0,5.0,2.0
1135,5.0,20.0,3.0,2.0
1136,17.0,20.0,5.0,2.0
1137,5.0,14.0,5.0,2.0
1138,28.0,19.0,4.0,2.0
1139,6.0,18.0,4.0,2.0
1140,32.0,15.0,4.0,2.0
1141,22.0,22.0,4.0,2.0
1142,20.0,19.0,3.0,2.0
1143,20.0,16.0,4.0,2.0
1144,13.0,14.0,4.0,2.0
1145,1.0,16.0,5.0,2.0
1146,8.0,20.0,5.0,2.0
1147,5.0,19.0,5.0,2.0
1148,17.0,22.0,5.0,2.0
1149,14.0,15.0,4.0,2.0
1150,2.0,17.0,4.0,2.0
1151,5.0,18.0,5.0,2.0
1152,13.0,18.0,2.0,2.0
1153,12.0,13.0,3.0,2.0
1154,0.0,16.0,5.0,2.0
1155,4.0,21.0,3.0,1.0
1156,11.0,20.0,3.0,2.0
1157,2.0,16.0,3.0,1.0
1158,13.0,21.0,4.0,2.0
1159,7.0,19.0,5.0,2.0
1160,19.0,20.0,4.0,2.0
1161,35.0,14.0,5.0,2.0
1162,10.0,15.0,3.0,2.0
1163,16.0,18.0,5.0,2.0
1164,14.0,17.0,3.0,2.0
1165,8.0,15.0,1.0,2.0
1166,24.0,13.0,5.0,2.0
1167,26.0,14.0,4.0,2.0
1168,11.0,18.0,4.0,2.0
1169,22.0,16.0,5.0,2.0
1170,8.0,19.0,4.0,2.0
1171,22.0,20.0,5.0,2.0
1172,20.0,17.0,4.0,2.0
1173,23.0,16.0,5.0,2.0
1174,22.0,24.0,5.0,2.0
1175,18.0,15.0,3.0,2.0
1176,27.0,23.0,5.0,2.0
1177,30.0,17.0,4.0,2.0
1178,34.0,17.0,5.0,1.0
1179,4.0,19.0,1.0,2.0
1180,11.0,24.0,4.0,2.0
1181,16.0,17.0,4.0,2.0
1182,25.0,21.0,5.0,2.0
1183,19.0,15.0,5.0,2.0
1184,18.0,15.0,5.0,2.0
1185,8.0,18.0,5.0,2.0
1186,19.0,14.0,4.0,2.0
1187,31.0,16.0,4.0,2.0
1188,25.0,15.0,5.0,2.0
1189,24.0,20.0,4.0,2.0
1190,29.0,18.0,4.0,2.0
1191,11.0,24.0,3.0,2.0
1192,27.0,17.0,5.0,2.0
1193,0.0,18.0,4.0,2.0
1194,19.0,19.0,4.0,2.0
1195,20.0,16.0,3.0,2.0
1196,9.0,17.0,4.0,2.0
1197,19.0,15.0,5.0,2.0
1198,9.0,15.0,5.0,2.0
1199,26.0,17.0,4.0,2.0
1200,14.0,19.0,3.0,2.0
1201,4.0,16.0,3.0,2.0
1202,10.0,15.0,3.0,2.0
1203,17.0,21.0,5.0,2.0
1204,35.0,14.0,5.0,2.0
1205,3.0,12.0,5.0,2.0
1206,36.0,19.0,5.0,2.0
1207,23.0,17.0,5.0,2.0
1208,6.0,15.0,5.0,2.0
1209,17.0,13.0,5.0,2.0
1210,24.0,15.0,3.0,2.0
1211,5.0,21.0,5.0,2.0
1212,17.0,17.0,4.0,2.0
1213,5.0,21.0,5.0,2.0
1214,0.0,19.0,5.0,2.0
1215,31.0,16.0,5.0,2.0
1216,8.0,17.0,3.0,2.0
1217,23.0,16.0,5.0,2.0
1218,29.0,16.0,5.0,2.0
1219,20.0,20.0,4.0,2.0
1220,11.0,17.0,5.0,2.0
1221,18.0,16.0,5.0,2.0
1222,24.0,16.0,5.0,2.0
1223,14.0,17.0,2.0,2.0
1224,1.0,13.0,3.0,2.0
1225,36.0,17.0,5.0,2.0
1226,15.0,20.0,5.0,2.0
1227,18.0,19.0,3.0,2.0
1228,14.0,17.0,2.0,2.0
1229,0.0,16.0,4.0,2.0
1230,19.0,16.0,5.0,2.0
1231,15.0,16.0,2.0,2.0
1232,21.0,18.0,3.0,2.0
1233,16.0,16.0,3.0,2.0
1234,0.0,18.0,2.0,0.0
1235,10.0,13.0,1.0,2.0
1236,2.0,19.0,5.0,2.0
1237,28.0,18.0,5.0,2.0
1238,13.0,19.0,5.0,2.0
1239,17.0,16.0,4.0,2.0
1240,0.0,15.0,2.0,0.0
1241,11.0,20.0,5.0,2.0
1242,12.0,18.0,5.0,2.0
1243,14.0,17.0,2.0,2.0
1244,25.0,17.0,4.0,2.0
1245,32.0,15.0,4.0,2.0
1246,5.0,20.0,3.0,2.0
1247,31.0,16.0,4.0,2.0
1248,24.0,17.0,4.0,2.0
1249,1.0,22.0,1.0,2.0
1250,21.0,16.0,5.0,2.0
1251,9.0,16.0,5.0,2.0
1252,39.0,16.0,5.0,1.0
1253,19.0,20.0,3.0,2.0
1254,33.0,16.0,5.0,2.0
1255,31.0,16.0,4.0,1.0
1256,20.0,19.0,5.0,2.0
1257,25.0,20.0,4.0,2.0
1258,1.0,21.0,5.0,2.0
1259,27.0,20.0,4.0,2.0
1260,34.0,15.0,5.0,2.0
1261,0.0,19.0,3.0,2.0
1262,23.0,32.0,5.0,2.0
1263,31.0,16.0,4.0,2.0
1264,25.0,14.0,3.0,2.0
1265,0.0,14.0,2.0,2.0
1266,9.0,20.0,3.0,2.0
1267,16.0,23.0,3.0,2.0
1268,14.0,15.0,5.0,2.0
1269,30.0,15.0,4.0,2.0
1270,7.0,15.0,5.0,2.0
1271,35.0,20.0,5.0,2.0
1272,7.0,19.0,5.0,2.0
1273,20.0,21.0,4.0,2.0
1274,10.0,32.0,5.0,2.0
1275,11.0,15.0,3.0,2.0
1276,14.0,17.0,2.0,2.0
1277,14.0,16.0,4.0,2.0
1278,22.0,17.0,3.0,2.0
1279,30.0,17.0,4.0,2.0
1280,21.0,18.0,4.0,2.0
1281,19.0,18.0,4.0,2.0
1282,22.0,17.0,3.0,2.0
1283,37.0,18.0,5.0,2.0
1284,35.0,14.0,5.0,1.0
1285,7.0,15.0,3.0,2.0
1286,13.0,17.0,5.0,2.0
1287,11.0,20.0,5.0,2.0
1288,21.0,18.0,5.0,2.0
1289,20.0,17.0,5.0,2.0
1290,4.0,17.0,3.0,2.0
1291,6.0,19.0,4.0,2.0
1292,1.0,19.0,3.0,2.0
1293,21.0,16.0,3.0,2.0
1294,5.0,20.0,4.0,2.0
1295,6.0,16.0,3.0,2.0
1296,15.0,18.0,5.0,2.0
1297,25.0,17.0,4.0,2.0
1298,21.0,16.0,5.0,2.0
1299,9.0,20.0,3.0,2.0
1300,22.0,19.0,5.0,2.0
1301,4.0,17.0,5.0,2.0
1302,21.0,17.0,3.0,2.0
1303,0.0,15.0,4.0,2.0
1304,14.0,16.0,5.0,2.0
1305,15.0,16.0,5.0,2.0
1306,26.0,21.0,4.0,2.0
1307,22.0,17.0,3.0,2.0
1308,6.0,16.0,5.0,2.0
1309,33.0,14.0,4.0,2.0
1310,15.0,15.0,3.0,2.0
1311,39.0,16.0,5.0,2.0
1312,10.0,14.0,4.0,2.0
1313,17.0,21.0,3.0,2.0
1314,34.0,21.0,5.0,1.0
1315,29.0,18.0,5.0,2.0
1316,17.0,16.0,3.0,2.0
1317,17.0,18.0,4.0,2.0
1318,19.0,19.0,3.0,2.0
1319,10.0,15.0,3.0,2.0
1320,13.0,17.0,2.0,2.0
1321,5.0,16.0,1.0,2.0
1322,2.0,16.0,4.0,2.0
1323,4.0,16.0,2.0,2.0
1324,10.0,16.0,5.0,2.0
1325,4.0,16.0,3.0,2.0
1326,14.0,16.0,5.0,2.0
1327,3.0,19.0,3.0,2.0
1328,6.0,16.0,2.0,2.0
1329,8.0,19.0,4.0,2.0
1330,8.0,24.0,4.0,2.0
1331,29.0,21.0,5.0,1.0
1332,23.0,16.0,3.0,2.0
1333,14.0,14.0,5.0,2.0
1334,9.0,14.0,2.0,2.0
1335,26.0,15.0,4.0,2.0
1336,14.0,23.0,4.0,2.0
1337,6.0,20.0,5.0,2.0
1338,27.0,20.0,4.0,2.0
1339,0.0,16.0,1.0,1.0
1340,12.0,17.0,3.0,2.0
1341,13.0,18.0,4.0,2.0
1342,27.0,17.0,5.0,2.0
1343,0.0,20.0,3.0,2.0
1344,0.0,14.0,5.0,0.0
1345,4.0,17.0,2.0,2.0
1346,9.0,17.0,5.0,2.0
1347,0.0,15.0,2.0,0.0
1348,11.0,18.0,5.0,2.0
1349,5.0,15.0,4.0,1.0
1350,22.0,18.0,5.0,2.0
1351,24.0,15.0,3.0,2.0
1352,24.0,18.0,5.0,2.0
1353,14.0,20.0,5.0,2.0
1354,16.0,17.0,5.0,2.0
1355,31.0,18.0,5.0,2.0
1356,22.0,17.0,3.0,2.0
1357,18.0,21.0,4.0,2.0
1358,32.0,14.0,4.0,2.0
1359,28.0,22.0,5.0,2.0
1360,27.0,18.0,4.0,2.0
1361,22.0,18.0,5.0,2.0
1362,12.0,19.0,2.0,2.0
1363,25.0,15.0,5.0,2.0
1364,13.0,16.0,3.0,2.0
1365,18.0,23.0,4.0,2.0
1366,2.0,20.0,5.0,2.0
1367,34.0,15.0,5.0,2.0
1368,1.0,18.0,3.0,2.0
1369,17.0,17.0,3.0,2.0
1370,0.0,20.0,5.0,2.0
1371,37.0,16.0,5.0,2.0
1372,33.0,14.0,4.0,2.0
1373,25.0,18.0,4.0,2.0
1374,34.0,16.0,5.0,2.0
1375,18.0,13.0,2.0,2.0
1376,19.0,14.0,4.0,2.0
1377,30.0,15.0,5.0,2.0
1378,5.0,16.0,5.0,2.0
1379,2.0,20.0,5.0,2.0
1380,18.0,19.0,4.0,2.0
1381,21.0,18.0,3.0,2.0
1382,32.0,15.0,4.0,2.0
1383,27.0,14.0,5.0,2.0
1384,27.0,17.0,4.0,2.0
1385,28.0,21.0,5.0,2.0
1386,21.0,18.0,3.0,2.0
1387,29.0,15.0,5.0,2.0
1388,9.0,22.0,4.0,2.0
1389,24.0,16.0,4.0,2.0
1390,20.0,16.0,4.0,2.0
1391,17.0,14.0,2.0,2.0
1392,17.0,17.0,5.0,2.0
1393,4.0,19.0,5.0,2.0
1394,4.0,19.0,1.0,2.0
1395,26.0,14.0,4.0,2.0
1396,12.0,14.0,5.0,2.0
1397,38.0,15.0,5.0,2.0
1398,26.0,17.0,4.0,2.0
1399,24.0,19.0,5.0,2.0
1400,13.0,15.0,3.0,2.0
1401,0.0,22.0,3.0,2.0
1402,2.0,15.0,1.0,2.0
1403,3.0,14.0,1.0,2.0
1404,6.0,15.0,3.0,2.0
1405,0.0,14.0,4.0,1.0
1406,15.0,17.0,3.0,2.0
1407,36.0,19.0,5.0,2.0
1408,23.0,18.0,5.0,2.0
1409,25.0,14.0,3.0,2.0
1410,13.0,17.0,4.0,2.0
1411,10.0,19.0,2.0,2.0
1412,16.0,20.0,5.0,2.0
1413,24.0,19.0,4.0,2.0
1414,27.0,20.0,4.0,2.0
1415,32.0,15.0,4.0,2.0
1416,32.0,15.0,4.0,2.0
1417,17.0,18.0,4.0,2.0
1418,12.0,22.0,3.0,2.0
1419,0.0,14.0,4.0,1.0
1420,10.0,16.0,5.0,2.0
1421,3.0,14.0,3.0,2.0
1422,11.0,18.0,5.0,2.0
1423,1.0,13.0,4.0,2.0
1424,0.0,15.0,0.0,0.0
1425,6.0,15.0,2.0,2.0
1426,19.0,15.0,5.0,2.0
1427,18.0,13.0,2.0,2.0
1428,15.0,16.0,2.0,2.0
1429,23.0,16.0,3.0,2.0
1430,0.0,15.0,0.0,0.0
1431,0.0,18.0,3.0,2.0
1432,0.0,18.0,3.0,1.0
1433,2.0,20.0,5.0,2.0
1434,2.0,16.0,2.0,2.0
1435,4.0,15.0,3.0,1.0
1436,8.0,14.0,2.0,2.0
1437,0.0,14.0,4.0,2.0
1438,0.0,18.0,2.0,1.0
1439,0.0,17.0,3.0,0.0
1440,11.0,17.0,2.0,2.0
1441,0.0,13.0,0.0,0.0
1442,0.0,14.0,4.0,2.0
1443,3.0,16.0,5.0,2.0
1444,0.0,16.0,1.0,0.0
1445,25.0,14.0,3.0,2.0
1446,22.0,17.0,3.0,2.0
1447,2.0,25.0,5.0,2.0
1448,4.0,18.0,5.0,2.0
1449,8.0,14.0,5.0,2.0
1450,3.0,13.0,5.0,2.0
1451,3.0,17.0,4.0,2.0
1452,4.0,15.0,2.0,1.0
1453,2.0,16.0,3.0,2.0
1454,0.0,13.0,3.0,0.0
1455,1.0,16.0,5.0,1.0
1456,0.0,17.0,3.0,2.0
1457,22.0,18.0,4.0,2.0
1458,7.0,18.0,3.0,2.0
1459,0.0,14.0,4.0,1.0
1460,3.0,15.0,3.0,1.0
1461,4.0,16.0,4.0,1.0
1462,0.0,16.0,3.0,2.0
1463,11.0,19.0,4.0,2.0
1464,15.0,16.0,2.0,2.0
1465,7.0,16.0,2.0,1.0
1466,8.0,18.0,2.0,2.0
1467,24.0,21.0,4.0,2.0
1468,19.0,13.0,3.0,2.0
1469,9.0,17.0,3.0,2.0
1470,24.0,16.0,4.0,2.0
1471,33.0,18.0,5.0,2.0
1472,22.0,15.0,5.0,2.0
1473,3.0,26.0,4.0,2.0
1474,26.0,13.0,5.0,2.0
1475,27.0,20.0,4.0,2.0
1476,19.0,13.0,4.0,2.0
1477,30.0,18.0,5.0,2.0
1478,32.0,20.0,5.0,2.0
1479,12.0,17.0,5.0,2.0
1480,13.0,15.0,2.0,2.0
1481,12.0,21.0,4.0,2.0
1482,11.0,25.0,4.0,2.0
1483,25.0,14.0,5.0,1.0
1484,25.0,20.0,4.0,2.0
1485,20.0,15.0,5.0,2.0
1486,29.0,18.0,5.0,2.0
1487,12.0,17.0,5.0,2.0
1488,17.0,17.0,3.0,2.0
1489,11.0,14.0,2.0,2.0
1490,31.0,21.0,5.0,2.0
1491,0.0,16.0,2.0,0.0
1492,14.0,17.0,2.0,2.0
1493,8.0,20.0,2.0,2.0
1494,4.0,19.0,4.0,2.0
1495,17.0,16.0,5.0,2.0
1496,10.0,18.0,5.0,2.0
1497,0.0,15.0,3.0,0.0
1498,1.0,15.0,5.0,2.0
1499,0.0,15.0,1.0,0.0
1500,0.0,15.0,4.0,2.0
1501,0.0,16.0,2.0,0.0
1502,13.0,16.0,5.0,2.0
1503,10.0,20.0,3.0,2.0
1504,0.0,21.0,5.0,2.0
1505,20.0,17.0,3.0,2.0
1506,30.0,19.0,5.0,2.0
1507,0.0,15.0,2.0,2.0
1508,0.0,17.0,4.0,2.0
1509,3.0,16.0,5.0,2.0
1510,10.0,16.0,3.0,2.0
1511,2.0,17.0,5.0,2.0
1512,0.0,25.0,4.0,2.0
1513,0.0,19.0,4.0,2.0
1514,15.0,17.0,3.0,2.0
1515,0.0,18.0,5.0,2.0
1516,10.0,18.0,4.0,2.0
1517,5.0,17.0,3.0,2.0
1518,0.0,21.0,3.0,2.0
1519,8.0,15.0,1.0,2.0
1520,1.0,14.0,4.0,2.0
