state,0,1,2,3,4,5,6,7,8,9,10
"[1, 0, 0, 0, 425, 1]",0.19983455839892877,0.010904385568575772,0.0,0.001289714661097965,0.0005681934515005269,0.00042616823706826914,0.007264163949615622,0.0193040642189304,0.0003042196734600001,0.018340341280162736,0.0
"[1, 0, 0, 0, 475, 1]",0.017078828717815138,0.007049678329173434,0.011572344103751424,0.0,0.001280600544129182,0.027143846819929898,1.0611533613796609,0.01685449453164592,0.0,0.010999482358512794,0.0
"[1, 0, 0, 0, 525, 1]",0.005894775096014179,0.0047020568818093725,0.0006745752335359416,0.0029302331590514647,0.00528937940771807,0.0021558995862389807,0.02844976897536463,0.0004261807475741736,0.002875324179006885,0.2297599344959755,0.0018398454151429425
"[1, 0, 0, 0, 575, 1]",0.012241252748527581,0.0,0.0,0.001782555781871897,0.0008198695417383861,0.0,0.7748675996421462,0.0,0.0,0.005959122492236055,0.0
"[1, 0, 1, 0, 575, 1]",0.0006812000865678646,0.0,0.07594448116651277,0.0,0.0,0.0,0.0,0.0005084480695701962,0.0,0.0005059109086211019,0.0
"[1, 0, 1, 0, 625, 1]",0.0,0.0,0.10474720706122172,0.0,0.0,0.0,0.012335221416972785,0.0,7.857452598047903e-06,0.020995176594711902,0.0008669572401811259
"[1, 0, 1, 0, 725, 1]",0.0,0.0,0.0,0.02520391411930958,0.0278278859759028,0.00999,0.00853124723569794,0.0,0.0,0.06774177801983158,0.0
"[1, 0, 1, 0, 775, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02140755648254684,0.0,0.0
"[1, 0, 1, 1, 775, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.2071085840431296,0.0,0.0,0.0,0.0
"[1, 0, 1, 1, 825, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.11754802530690688,0.0,0.0,0.0,0.0
"[0, 0, 1, 1, 825, 1]",0.010258748263269255,0.0003342816495459552,0.0001649905672620644,0.0003264745456311387,9.166895994573722e-05,0.0001623704249587886,0.03697404106306102,0.00015747024520586223,0.020816736294876653,0.00017432403239394664,0.0005031020987721694
"[0, 0, 1, 0, 825, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02020658049989338,0.0,0.0
"[0, 0, 0, 1, 825, 1]",0.001536261396768854,0.06953242288583936,0.0017796528271294381,0.0018476297220334308,0.007135240457000713,0.0035534137343234094,0.0013594911805245784,0.008555229245066997,0.0028312736161226447,0.0017135755920723523,0.002181088537320854
"[0, 0, 0, 0, 825, 1]",0.0067458509350434796,0.005157583653623458,0.021718694875462304,0.007192238563172423,0.007354432669256605,0.025646349890927154,0.018607483299754285,0.2903971440634913,0.01370469333563415,0.0021592101389938325,0.005464537017768812
"[0, 0, 0, 1, 875, 1]",0.0322789888596814,0.006477320108805976,0.009730792107903525,0.004979066524686161,0.005444177340153081,0.013178818964458439,0.007309282996038774,0.005946030328081865,0.0050350494439895255,0.0157155218146264,0.24999841832805125
"[0, 0, 0, 1, 1000, 1]",0.0,0.00137755336199551,0.0,0.010853241715314052,0.003021038832459656,0.0011488211675936548,0.010751988649313695,0.12804084584141448,0.0005730114194328487,0.0009159878241086752,0.0019316742803538564
"[0, 0, 0, 0, 1000, 1]",0.017110001988075635,0.006436541558261882,0.014473177146268085,0.007831297866488857,0.005166862528212237,0.007978491243128062,0.026998430762559207,0.023035650578907413,0.0016759809212691498,0.23212969059772562,0.020735044761188943
"[0, 0, 0, 0, 1050, 1]",0.0,0.0,0.0009151769634510136,9.382412981367904e-05,0.0,0.0,9.89029222681102e-05,0.00025198011325222483,0.10314348799804048,0.0,0.0
"[0, 0, 0, 1, 1050, 1]",0.008345085084461634,0.018478957913004114,0.007439315814178812,0.2799461190465646,0.00104925589275738,0.0009759887491892057,0.002035370880709839,0.003787957085112579,0.002649394105195253,0.011719452215723142,0.015839493427651584
"[0, 0, 0, 1, 1100, 1]",0.02920022157889121,0.007764014332383767,0.0067865304982198974,0.005225913079739851,0.025001400395182588,0.011734928347465892,0.006369476688134311,0.017989757668100067,0.21096889014131592,0.007109951462781829,0.010375071369334165
"[0, 0, 0, 0, 1100, 1]",0.0034182671289373374,0.003943421671950064,0.001084530348482112,0.0008027200180353998,0.0030982218600575312,0.0029182748495578128,0.0028680827519492955,0.13107331298554745,0.01662901519349756,0.0045381790559646884,0.0020080655376818893
"[0, 0, 0, 0, 1150, 1]",0.00405331753434605,0.00038992374638923864,0.14723288822480002,0.00030259637163561614,0.0021731605996898966,0.0051678652845455605,0.011754126806426058,0.0027720053484999547,0.00217376259284691,0.0027598293112550284,0.0015244200744428244
"[0, 0, 0, 1, 1150, 1]",0.0017447242922982113,0.0021488363640797628,0.013906633418017001,0.0013169088760354951,0.0029497913419481575,0.21982694914088138,0.014102857683605958,0.0,0.0,0.002397573713054535,0.0011410230207668263
"[0, 0, 0, 1, 1200, 1]",0.0010319444695026058,0.2516619397587316,0.019041698738187056,0.012264254105873004,0.0021586750840508068,0.008078673621978004,0.006264544949106107,0.002801625477071958,0.015017195707783839,0.009010326903507419,0.006164474224038199
"[0, 0, 0, 1, 1250, 1]",0.014920964767739962,0.0038185171703812248,0.0005133814680545057,0.0015372265048968967,0.0007246074788714058,0.0008777321903361892,0.0014223253112226634,0.002539912550962487,0.2500887048605553,0.0025832522680221555,0.0044663872079665785
"[0, 0, 0, 0, 1250, 1]",0.00168744888055643,0.010726776432663988,0.0022214553562232594,0.000590579470005438,0.00044950274638233534,0.11173802954228822,0.000615035455540292,0.0016423189872038753,0.0015255062933555515,0.0006657416406567232,0.0006750438584832644
"[0, 0, 0, 0, 1300, 1]",0.0,0.0,0.0,0.0,0.010138129106169695,0.0,0.0,0.00014063827631320884,0.02782275664460929,0.0,0.0
"[0, 0, 0, 1, 1300, 1]",0.2542425367247721,0.018951454260805613,0.006263805560154011,0.014799709558474313,0.00030269108964778573,0.008080015352498422,0.006803624622551739,0.009168843596502517,0.003665484597502982,0.013177421673305071,0.015924556230305937
"[1, 0, 0, 1, 1300, 1]",0.0,0.0,0.0,0.0,0.0912873391414683,0.0,0.0,0.0,0.0,0.0,0.0
"[1, 0, 0, 0, 1350, 1]",0.12720579698674428,0.0010830092153403443,0.0,0.0004032643249949748,0.0,0.0,0.0,0.001998782791719703,0.00016666155190704111,0.0010797634356389599,0.0
"[1, 0, 0, 0, 1350, 0]",0.000399380614952571,0.0012261802410496734,0.0015972744611523115,0.0,0.0,0.0004439883802970276,0.0,0.007766291194565276,1.4424351511474915,0.004300802884398252,0.004300802884398252
"[1, 0, 0, 1, 1400, 0]",0.04722388974659999,0.1309175570342741,0.13068806211829154,0.11030142580464439,0.12297736434554954,0.057837189746421304,2.7251702450825985,0.03925356151513067,0.06919426809350818,0.09397530209731111,0.085241085640684
"[1, 0, 0, 0, 1400, 0]",0.04577220197618765,0.02221452780189392,0.062081868311561525,0.02750191675836714,0.029477209212371923,0.11192613824636014,2.27679865242715,0.03332235061696076,0.05291659717912023,0.013793479180265182,0.0465432404221517
"[1, 0, 1, 0, 1400, 0]",0.0007640342402546482,0.0005067531645959768,0.00024101023466342655,0.00035884646188351615,0.0009936239146403631,0.0014836011730158792,0.006248822312036436,2.2694779970320968e-06,0.04450844933445207,0.0005945841945569545,0.0002635846616748972
"[1, 0, 1, 1, 1400, 0]",0.0,0.0018446241680271566,0.0025261551028822804,0.187219666229978,0.0008307871994305888,0.002469993503758194,0.0384002341353565,0.001837052204677547,0.0012032269406135397,0.0033861319562238134,0.0014372674341931037
"[1, 0, 1, 1, 1450, 0]",0.045378202246385044,0.026449485250474324,0.025616835174770692,0.04473792953723675,0.0563687547219581,0.022660803596527744,1.8512195240015001,0.10597941215430183,0.023915936595783484,0.021018177335335536,0.03415631924715886
"[1, 0, 1, 1, 1500, 0]",0.0,0.0,0.00010959350196680943,0.0,0.0,0.0,0.0,0.025933617803996646,0.0,0.0,0.0
"[1, 0, 0, 0, 1500, 0]",0.34708814975967334,0.36820153504317854,0.3269725319560916,0.479219847804462,0.3884198680413839,0.3875203253384181,4.370527458715239,0.2592500968798276,0.055968386345594846,0.43246040420572307,0.4193209832167293
"[1, 0, 0, 1, 1500, 0]",0.0,0.0030269209705796143,0.001109062005288909,0.0,0.951462488483624,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 0, 0, 0, 1500, 0]",0.004249364627429391,0.00604981452904713,0.0057842141303168565,0.009549062227728231,0.007626160860438961,0.00637327465506865,0.1006905000632324,0.005129263482759785,0.0016548908138907272,0.005920457609127302,0.006804864668620804
"[1, 0, 0, 0, 1500, 1]",0.0046465330581288485,0.0,0.0009637818992216713,0.0052778112150772116,0.0005375764686735967,0.0016491310400255765,0.4639703610667687,0.0031708929745263266,0.00011010128557505377,0.003323227859110778,0.0032619591704731014
"[0, 0, 0, 0, 1500, 1]",0.020341729317538138,0.017662720935246592,0.16131858044498204,0.007501202784740195,0.005193573148614588,0.008527096424734523,0.01955535873432954,0.0053851515717653195,0.0007619660846609178,0.003663403575854102,0.022438070116060485
"[0, 0, 0, 1, 1500, 1]",0.00022429887040259475,0.0,0.0,0.0,0.02953962486119303,0.0,0.0,0.0,0.0,0.0,0.0
"[1, 0, 0, 0, 1800, 0]",0.18147917068234748,0.17834028131447352,0.18794915143383495,0.1615978190249077,0.2814325386399379,0.09504505052441264,3.769162264697147,0.20049166449874256,0.073203838704401,0.13533814590024026,0.20476333581543835
"[1, 0, 1, 0, 1800, 0]",0.24976985144863528,0.21182619417831974,0.22688952935842166,0.22415355385993477,0.2291011852361054,0.32352918773131273,4.010030281884062,0.19323183192168564,0.13720326564365376,0.2435864785014262,0.22467427388183348
"[1, 0, 0, 1, 1800, 0]",0.042273466985109476,0.0180465792523068,0.03625043074726752,0.0350748100974243,0.030227151373273038,0.027085546616321076,1.778105034648191,0.11693628360574707,0.0,0.0015442720398332029,0.027745489872720776
"[0, 0, 0, 0, 1800, 0]",0.004630768685431845,0.006309838856158873,0.0023579382598903557,0.009682802003411713,0.011549778876281756,0.012493171079781774,0.35181507865674144,0.0024291586139812893,0.0021579166536867273,0.012108899954894949,0.01172404730634476
"[0, 0, 0, 1, 1800, 0]",0.0,0.0,0.0,0.0,0.002576796752644501,0.0,0.0,0.08703828094968855,0.0,0.0,0.0
"[0, 0, 1, 0, 1800, 0]",0.003694726132712582,0.0,0.000294794623263233,0.0019735705866598843,0.0005030539484292491,0.01199145388548241,0.23702929310592064,0.0028162131772769094,1.1179004162215016e-05,0.002989200336148721,0.002078676271797141
"[0, 0, 1, 1, 1800, 0]",0.0,2.5495147876593405e-06,0.0,0.0,0.0,0.0,0.0,0.004186514343606162,0.0,0.0,0.0
"[1, 0, 1, 1, 1800, 0]",0.045820890179568634,0.03386000900847269,0.021407715566025283,0.03324756267424993,0.03791576179700217,0.08391231674550642,2.091163928060677,0.11587009391396502,0.011726577056786569,0.04678470506165246,0.05168024434039567
"[1, 0, 1, 0, 1900, 0]",0.1263746988837629,0.22617120048274877,0.11910057996727798,0.0941364847040955,0.1653837159432844,0.1402205744501037,3.1878710933308763,0.13202404413029817,0.024904987395104747,0.15796353119467843,0.16759664446554864
"[1, 0, 1, 1, 1900, 0]",0.0017302617698631787,0.0,0.0026117740547190248,0.007038751820455552,0.015950721338509638,0.0109910198056217,0.6519326123093433,0.005146917080681375,0.0065691385660128065,0.0,1.932263141834893e-05
"[0, 0, 1, 0, 1900, 0]",0.015360671879025244,0.00337466759698688,0.0033616814747157984,0.002998573514758213,0.006679138004441864,0.00454717647306465,0.0838561577073973,0.005406406615561299,0.0007060984500393677,0.016779073283236745,0.013458085180520411
"[0, 0, 0, 0, 1900, 0]",0.0012288497850502867,0.0036267197437447065,0.0015372890138555136,0.0004991249669062509,0.001304256282497839,0.0008706727397541565,0.0011170400592873646,0.0010187208365944876,2.1068590890960567e-05,0.0014106406601036474,0.09241063673144453
"[0, 1, 1, 0, 0, 0]",0.09004222806970404,0.06813050601546601,0.10900643873113634,0.06628536320743349,0.06782732450226195,0.07604401884133494,0.3033416502096636,0.08452182394862824,0.05515892159556801,0.08015428135020823,0.07140014586932306
"[1, 1, 0, 0, 0, 0]",5.257672564206172,5.264754731333329,5.301674771519875,5.261966021220997,5.272511604631148,5.240466076234465,5.825148709758696,5.2339247817218055,4.792725640024556,5.266228614832305,5.265375624356454
"[1, 1, 0, 0, 25, 0]",0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
"[1, 1, 0, 0, 50, 0]",0.0,0.009020361779336841,0.0,0.0,0.0,8.795261140393064e-05,0.006086989955588917,0.0,0.0,0.0,8.751372699393859e-05
"[1, 1, 0, 0, 75, 0]",0.0,0.0,0.0,0.0,0.0,0.0,0.02194,0.0,0.0,0.0,0.0
"[1, 1, 0, 0, 100, 0]",0.0,0.0,0.012954836480754177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[1, 1, 0, 0, 125, 0]",0.0619238691519694,0.01687798771838274,0.15921572582732801,0.08712063405685361,0.033717837498051795,0.05296224933972878,2.426525761895937,0.05296052573401355,0.023477374308889302,0.044176629924075686,0.05725795677892398
"[1, 1, 0, 1, 125, 0]",0.006310776754985035,0.0,0.002430128918176471,0.0,0.02095134070556595,0.005453028341720488,1.1888637890524707,0.016686246369082322,0.0015888538775570766,0.016853348081419355,0.006785528685093218
"[0, 1, 0, 1, 125, 0]",0.0,0.0,0.0,0.0,0.00026234758354634445,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 1, 0, 0, 125, 0]",0.0,6.471998714539281e-05,0.015297833079021265,0.0,0.0,0.0,0.0,6.556726606289938e-05,2.0638684064424136e-06,0.0,0.0
"[0, 1, 1, 0, 125, 0]",0.010106539909295635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 2, 0, 0, 125, 0]",0.0,5.12088411765023e-05,0.003066028078330239,5.054710592163946e-05,0.0,5.378432378405401e-05,0.0055715712851255195,5.0144141566129675e-05,0.0,0.0,0.0
"[0, 2, 0, 1, 125, 0]",0.0,0.0,0.0,0.0,5.146565531090299e-05,0.0,0.0,0.0,0.0,0.0,0.0
"[1, 2, 0, 0, 125, 0]",0.002583479556917225,0.0,0.0026862611812829467,0.0010698012992051273,0.002634896077360307,0.0,0.3520866023943809,0.0022221199214342503,0.0,0.0004840605292027995,0.002428920981527784
"[1, 2, 1, 0, 125, 0]",0.007911192970785389,0.0,0.01362299734234348,0.011295675691834884,0.006222651440681205,0.005917128690057242,0.8643750558639716,0.008988010614834339,1.1055898418774476e-05,0.008305726179441683,0.006211544682368873
"[1, 2, 1, 1, 125, 0]",0.0,0.006112344407081604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[1, 2, 1, 0, 125, 1]",0.0,0.0,0.0,0.0,0.0015442720398332029,0.0,0.21586972406817992,0.0,0.0,0.0011227314979059225,0.0
"[0, 2, 1, 0, 125, 1]",0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 2, 1, 1, 125, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 1, 1, 0, 125, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007492655587211355,1.937873036541135e-06,0.0
"[0, 1, 1, 1, 125, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0001496371440347481,0.0,0.0,0.0,0.037107720477306705
"[0, 1, 0, 1, 125, 1]",0.0,0.00038308637129282953,0.003231209506586668,0.0,0.0,2.940270298520981e-05,0.0,2.9255983203433566e-05,2.9255983203433566e-05,2.93733002822246e-05,0.0
"[0, 1, 0, 0, 125, 1]",0.0,0.0,0.04411197178338265,0.00026091706451149765,0.0004774257115715646,0.0,0.0003188566450347196,0.0,3.0142536170926675e-05,0.00027137693901434543,0.0
"[0, 0, 0, 0, 125, 1]",0.05153937331483194,0.03009836363565357,0.028295859251097327,0.02810287408611301,0.029485127426045053,0.02668108819594832,0.07625893918066697,0.04035271707996612,0.01616838197569935,0.029131054188339004,0.031044583945395166
"[0, 0, 0, 1, 125, 1]",0.0010087067614718056,0.0020257301849256164,0.0021879370597521503,0.0017131481464111365,0.0010694553315426228,0.0008965766451281643,0.0014032818427917155,0.044179890703598505,0.002219734257140275,0.0024923040496959118,0.0015607922453088317
"[0, 0, 0, 0, 325, 1]",0.024161525197303097,0.026031874839834657,0.012651219111361347,0.017532439457760795,0.010768972538538276,0.018020922238710914,0.013880793653302923,0.017089232995179386,0.017510251450303868,0.019393428499755356,0.2841081289084644
"[0, 0, 0, 1, 325, 1]",0.004324145802896406,0.012814118813344884,0.1401002477199343,0.004275614389190529,0.009139295781874748,0.005149975500799695,0.005259276458008481,0.010307106417642235,0.015687155531975496,0.01668051473222675,0.0026441315039473453
"[0, 0, 1, 0, 325, 1]",0.001254267610648303,0.0009297409803437529,0.0025742419235860133,0.002169862775720761,0.0013031871574104316,0.0008564401012163171,0.1219945724822035,0.0009956582912383986,1.3208625084172889e-05,0.0,0.0017912160271729982
"[0, 0, 0, 0, 350, 1]",0.011487634397193426,0.016388588691171376,0.016093982860562718,0.27050434681836083,0.015674389584772408,0.01769202439846211,0.02032837224583463,0.01733803230973383,0.012011510494534737,0.011702084765673372,0.004477675944202512
"[1, 0, 0, 0, 350, 1]",0.006598262582269593,0.02594161015023888,0.0007511056020539463,0.016993198009677763,0.021375328743215183,0.0,1.2574499402421255,0.0,2.157365911129943e-05,0.04274159675597267,0.03864161453089164
"[1, 0, 0, 0, 350, 0]",0.19145130237084548,0.3712478136892016,0.44666191074397366,0.28917825164947636,0.13601444847137834,0.265730010380576,4.259057572510109,0.5004079991317616,0.050446271517966386,0.37188191143198285,0.3665212280328329
"[1, 0, 0, 0, 550, 0]",0.7079294264811768,0.9246884068883486,0.7771887494801537,0.7895778571245283,0.81793686387199,0.8480906177051244,5.328554712173624,0.5660809642513421,0.1928914402806992,0.6143769510372061,1.0270196141960035
"[1, 0, 0, 1, 550, 0]",0.007534232032724089,0.0,0.0021751132844951165,0.0013012865277987967,0.0,0.006739306598463012,0.017878542280013322,1.5177999385185867,0.007998404473428238,0.005079431042711293,0.0
"[1, 0, 0, 0, 600, 0]",0.5368117271622381,0.8581431500912515,0.7838016989077783,0.8367353653495884,0.6561711863495661,0.9415114540807197,4.895748029808654,0.8082959496780385,0.5123346103469407,0.7342846403616152,0.9492593549629819
"[1, 0, 1, 0, 600, 0]",0.621953907702457,0.483102854887961,0.590697518470364,0.5617413854955173,0.6768820978910443,0.1523330657850846,4.916220548589446,0.360125304443857,0.08721213551124878,0.5746779665293523,0.5942046323392034
"[1, 0, 1, 1, 600, 0]",0.0,0.0,0.010310843763021249,0.00017535180559631592,0.9956316236113756,0.019173469323713246,0.0,0.03832703845462433,0.0007318179705154344,0.00017764741618867745,0.0
"[1, 0, 1, 1, 700, 0]",0.0032218022118552787,0.005538107268567454,0.00930189863826974,0.014127224166608159,0.04269622775214491,0.010882605607815347,1.4186859335239492,0.058014881020493465,0.03387048459003881,0.04956238929819996,0.027599424043948505
"[1, 0, 1, 0, 700, 0]",0.3381331360862972,0.3166437468959981,0.23465793728505646,0.2507693239396319,0.19392519579377268,0.20604559072691125,3.737700962466821,0.15806355225846416,0.22472787093856703,0.16747311077920107,0.20366058379389768
"[1, 0, 0, 0, 700, 0]",0.471619275722062,0.026693308188222832,0.03099837038460063,0.02009656816363213,0.00974060363910924,0.02770895610610638,0.17336832238682615,0.02049040787461251,0.018352347510672214,0.06255570026399672,0.023029046720608404
"[1, 0, 0, 1, 700, 0]",0.005574672096256292,0.13187827343729197,0.0050333864267119825,0.012892923466870501,0.00741983189679595,0.0034469889557589067,0.05397323853891811,0.008172447174434654,0.004150204706586657,0.005062976506575069,0.0031902008030511397
"[1, 0, 1, 1, 725, 0]",0.20418308982392952,0.0,0.004564614647681689,0.0,0.029621427289559004,0.0,0.012931685278006836,0.028674672313022134,0.000825122611392974,0.00090739246018203,0.0005392627049873943
"[1, 0, 1, 1, 750, 0]",0.018779633571894848,0.08498557528491094,0.036128427796310425,0.05989845641827292,0.14573055660132794,0.04201479524497629,2.3080946673658573,0.11494578255637065,0.031209108402439803,0.050767700645376834,0.03823735330280458
"[1, 0, 1, 0, 750, 0]",0.6266155155831143,0.4811904239636369,0.8274125342569296,0.4987408053139299,0.4938099204403359,0.3923541555608285,4.9223597714633875,0.5190414559706759,0.3581020805626507,0.6167887340822011,0.7109913507039926
"[0, 0, 1, 0, 750, 0]",0.0050580176053118,0.0034173208503981032,0.0039232924419092255,0.0034486556403546887,0.005441750133989187,0.003220794389400678,0.13111714339033367,0.016216773945380267,0.0062033166243670845,0.016320195527418282,0.0032762295406673454
"[0, 0, 1, 1, 750, 0]",0.0,0.0,0.0,0.0,0.01210952850751663,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 4, 1, 0, 750, 0]",0.0,0.0,0.0,0.0,6.750575796157919e-09,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 5, 1, 0, 750, 0]",0.0,1.4866629112810666e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 6, 1, 0, 750, 0]",0.0,0.00011006214064327978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 7, 1, 0, 750, 0]",0.0,0.0,0.0,0.0,0.00024441571979789045,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 8, 1, 0, 750, 0]",0.00911589683806375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.310429279298814e-05,0.0,0.0
"[0, 10, 1, 0, 750, 0]",0.0,0.0,0.0,0.00017410318038047913,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 11, 1, 0, 750, 0]",0.0001734549167676038,8.725144826662402e-05,0.0,8.812878083682346e-05,8.638284964725681e-05,0.009414203047103019,0.00025879145072430626,8.87481573299101e-05,0.00017599558251031312,0.0,8.946134820134946e-05
"[0, 12, 1, 0, 750, 0]",0.0,0.0,0.0,0.0,0.0,2.633303824012025e-05,0.0,0.0,0.01918706928102338,0.0,0.0
"[0, 0, 0, 0, 750, 0]",0.0036239164359639607,0.0025980728180806257,0.0020209699964849584,0.002360251727503475,0.0030921197106007206,0.08180638768626902,0.012235975683522402,0.0017065625115701075,0.010394841401216095,0.0028676814895457403,0.0020609003500124175
