state,0,1,2,3,4,5,6,7,8,9,10,11,12
"[0, 1, 21, 0, 0, 1, 0, 0, 0]",0.0,0.0,0.0,0.0,-0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 0, 21, 0, 0, 1, 0, 1, 0]",0.0,0.0,0.0,0.0,-0.023642394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 0, 21, 0, 0, 1, 1, 0, 9]",0.0,0.0,0.0,0.0,-0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 0, 21, 0, 0, 1, 1, 1, 9]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006
"[0, 1, 21, 0, 0, 1, 1, 0, 9]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 0, 21, 0, 0, 1, 1, 1, 6]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[1, 0, 21, 0, 0, 1, 0, 0, 0]",0.0,0.0,0.0,0.0,-0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 1, 21, 0, 0, 1, 1, 0, 6]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 0, 21, 0, 0, 1, 1, 0, 8]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 0, 21, 0, 0, 1, 1, 0, 7]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 1, 22, 0, 0, 1, 0, 0, 0]",0.0,0.0,0.0,0.0,-0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 0, 22, 0, 0, 1, 0, 1, 0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 0, 22, 0, 0, 1, 0, 0, 0]",0.0,0.0,0.0,0.0,-0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 0, 23, 0, 0, 1, 0, 0, 0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 1, 23, 0, 0, 1, 0, 0, 0]",0.0,0.0,0.0,0.0,-0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 1, 22, 0, 0, 1, 1, 0, 9]",0.0,0.0,0.0,0.0,-0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 0, 22, 0, 0, 1, 1, 0, 9]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 1, 22, 0, 0, 1, 1, 0, 8]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 1, 22, 0, 0, 1, 1, 0, 4]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 1, 22, 0, 0, 1, 1, 0, 5]",0.0,0.0,0.0,0.0,-0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[1, 0, 22, 0, 0, 1, 1, 0, 9]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 0, 22, 0, 0, 1, 1, 1, 9]",0.0,0.0,0.0,0.0,-0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 0, 22, 0, 0, 1, 1, 1, 6]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 1, 22, 0, 0, 1, 1, 0, 6]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 0, 23, 0, 0, 1, 0, 1, 0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[1, 0, 23, 0, 0, 1, 0, 0, 0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0
"[1, 0, 23, 1, 0, 1, 0, 0, 0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 0, 23, 1, 0, 1, 0, 0, 0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0005910388922049231,0.0,0.076889263864399,0.0,0.0,0.0,0.0
"[0, 0, 24, 1, 0, 1, 0, 0, 0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 0, 24, 1, 0, 1, 0, 1, 0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 1, 24, 1, 0, 1, 0, 0, 0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[1, 0, 24, 1, 0, 1, 0, 0, 0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 0, 25, 0, 0, 1, 0, 0, 0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 0, 25, 0, 0, 1, 0, 1, 0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 0, 25, 0, 0, 1, 1, 1, 2]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 0, 25, 0, 0, 1, 1, 1, 6]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 1, 25, 0, 0, 1, 1, 0, 12]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 1, 25, 0, 0, 1, 1, 0, 18]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 1, 25, 0, 0, 1, 1, 0, 24]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 0, 25, 0, 0, 1, 1, 1, 24]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 0, 25, 0, 0, 1, 1, 0, 24]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 0, 25, 0, 0, 1, 1, 0, 21]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 0, 25, 0, 0, 0, 1, 0, 23]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 0, 25, 0, 0, 0, 1, 0, 24]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 0, 25, 0, 0, 0, 1, 0, 21]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 0, 25, 0, 0, 0, 1, 0, 19]",0.0,0.0,0.0,0.0,-0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 1, 25, 0, 0, 0, 1, 0, 24]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 1, 24, 0, 0, 0, 1, 0, 24]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 1, 23, 0, 0, 0, 1, 0, 24]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 1, 23, 0, 0, 0, 1, 0, 30]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 1, 23, 0, 0, 0, 1, 0, 33]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 1, 22, 0, 0, 0, 1, 0, 33]",0.0,0.0,0.0,0.0,-0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 1, 22, 0, 0, 0, 1, 0, 31]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 1, 22, 0, 0, 0, 1, 0, 27]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 1, 22, 0, 0, 0, 1, 0, 32]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 1, 21, 0, 0, 0, 1, 0, 33]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 1, 20, 0, 0, 0, 1, 0, 33]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 1, 20, 0, 0, 0, 1, 0, 27]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 1, 20, 0, 0, 0, 1, 0, 24]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 0, 20, 0, 0, 0, 1, 0, 24]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 0, 20, 0, 0, 0, 1, 0, 23]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 0, 20, 0, 0, 0, 1, 0, 18]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 1, 20, 0, 0, 0, 1, 0, 19]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 1, 20, 0, 0, 0, 1, 0, 23]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 1, 19, 0, 0, 0, 1, 0, 24]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 1, 18, 0, 0, 0, 1, 0, 24]",0.0,0.0,0.0,0.0,-0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 0, 18, 0, 0, 0, 1, 0, 24]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 0, 18, 0, 0, 0, 1, 0, 16]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 0, 18, 0, 0, 0, 1, 0, 22]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 1, 17, 0, 0, 0, 1, 0, 24]",0.0,0.0,0.0,0.0,-0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 1, 17, 0, 0, 0, 1, 0, 16]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 0, 16, 0, 0, 0, 1, 0, 22]",0.0,0.0,0.0,0.0,-0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 0, 15, 0, 0, 0, 1, 0, 24]",0.0,0.0,0.0,0.0,-0.006,0.0,0.0,0.0,3.197936507044584e-08,0.0,0.0,0.0,0.0
"[0, 0, 15, 0, 0, 0, 1, 0, 19]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 0, 16, 0, 0, 0, 1, 0, 24]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 0, 16, 0, 0, 0, 1, 0, 23]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 0, 16, 0, 0, 0, 1, 0, 19]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 0, 14, 0, 0, 0, 1, 0, 24]",0.0,0.0,0.0,0.0,-0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 0, 14, 0, 0, 0, 1, 0, 19]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 0, 14, 0, 0, 0, 1, 0, 23]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 0, 14, 0, 0, 0, 1, 0, 22]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 1, 14, 0, 0, 0, 1, 0, 22]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 1, 13, 0, 0, 0, 1, 0, 22]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 1, 13, 0, 0, 0, 1, 0, 16]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 1, 13, 0, 0, 0, 1, 0, 24]",0.0,0.0,0.0,0.0,-0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 1, 12, 0, 0, 0, 1, 0, 24]",0.0,0.0,4.176738572908131e-08,8.42944987643549e-08,-0.029405887645488474,0.0,3.8969266056274145e-10,4.485405339239708e-06,4.197685063330014e-08,0.0,0.0,8.241516961876968e-08,4.2739660092108694e-08
"[1, 0, 12, 0, 0, 0, 1, 0, 24]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 0, 12, 0, 0, 0, 1, 0, 24]",0.0,0.0,0.0,8.480106644456841e-08,-0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 0, 11, 0, 0, 0, 1, 0, 24]",0.0,0.0,0.0,0.0,-0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 1, 12, 0, 0, 0, 1, 0, 16]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 0, 12, 0, 0, 0, 1, 0, 16]",0.0,0.0,0.0,0.0,-0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 0, 12, 0, 0, 0, 1, 0, 22]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
