,mineral_count,vispen_count,scv_count,reward
889,145.0,0.0,13.0,
890,1865.0,124.0,15.0,
891,1535.0,436.0,16.0,
892,220.0,228.0,21.0,
893,760.0,228.0,16.0,
894,410.0,0.0,13.0,
895,1300.0,132.0,13.0,
896,820.0,280.0,13.0,
897,1045.0,48.0,16.0,
898,1680.0,176.0,16.0,
899,1010.0,232.0,15.0,
900,270.0,60.0,19.0,
901,1495.0,64.0,13.0,
902,2350.0,0.0,15.0,
903,850.0,156.0,17.0,
904,1090.0,400.0,16.0,
905,655.0,60.0,16.0,
906,750.0,528.0,15.0,
907,465.0,88.0,13.0,
908,910.0,188.0,16.0,
909,1185.0,232.0,18.0,
910,80.0,0.0,14.0,
911,1205.0,0.0,15.0,
912,180.0,132.0,19.0,
913,655.0,400.0,16.0,
914,830.0,304.0,13.0,
915,1400.0,180.0,17.0,
916,430.0,208.0,15.0,
917,1790.0,264.0,16.0,
918,2545.0,0.0,18.0,
919,2820.0,0.0,15.0,
920,1185.0,0.0,15.0,
921,595.0,128.0,16.0,
922,175.0,0.0,14.0,
923,1590.0,0.0,14.0,
924,915.0,172.0,14.0,
925,1055.0,108.0,14.0,
926,2545.0,0.0,16.0,
927,1630.0,0.0,13.0,
928,1920.0,188.0,13.0,
929,2250.0,0.0,13.0,
930,1750.0,436.0,13.0,
931,2170.0,272.0,16.0,
932,1910.0,0.0,14.0,
933,1760.0,0.0,16.0,
934,165.0,184.0,15.0,
935,1255.0,0.0,14.0,
936,2275.0,144.0,16.0,
937,1065.0,36.0,14.0,
938,15.0,368.0,17.0,
939,785.0,20.0,14.0,
940,1995.0,68.0,13.0,
941,2220.0,216.0,16.0,
