state,0,1,2,3,4,5,6,7
"[2, 21, 5]",0.001391682520107672,0.04174523075333364,0.0011869485481206254,0.0015270131399451718,0.0013922512873620918,0.001277275912670074,0.0009541651110245626,0.011090700414983695
"[2, 22, 5]",0.0003746608315665536,0.0009407991418822084,0.0015135901449555608,0.000519197257923509,0.0002876267219859252,0.001152114983249848,0.04274739850608669,0.001095601476688691
"[2, 23, 5]",0.046055858432387964,0.0006619293981730034,0.0004156615016455464,0.0,0.0002491792584721553,0.0,0.0004229120184722754,0.0007385478610917992
"[2, 24, 5]",0.0,0.0005028317021327647,0.00025509301239319803,0.00042165915775806915,0.0001714857692899985,0.03735915177603813,0.00017477983945076288,0.000680857956056443
"[2, 25, 5]",0.028463895269755245,8.87481573299101e-05,0.0005225994735741028,0.0,0.00017572637810009864,0.0,0.0006112581731367555,0.0
"[2, 26, 5]",0.02886737435934826,0.0,0.00025992191537382815,0.00025836331858276033,0.00017300875183012037,0.00017476207488731257,0.0,0.00017661222832226087
"[2, 27, 5]",0.0005926631241279413,8.629646679760956e-05,8.937188685314812e-05,0.0,0.02868757924613656,8.629646679760956e-05,0.0,0.0002612280519004358
"[2, 28, 5]",0.00017338357378780605,0.0002548628163428054,0.0006495015728686565,0.0001646550063833925,0.0007342154624994644,0.0006635578918819787,0.02750629429118075,0.0004139652843402183
"[2, 29, 5]",0.00017652198455050044,8.646931896622304e-05,8.892592024447881e-05,0.0,0.01957311873638931,8.821699783465812e-05,0.0,8.883699432423432e-05
"[2, 30, 5]",8.603783620032065e-05,0.0,0.019535243122233183,8.84821790136442e-05,0.0,0.0,0.0,0.0
"[2, 31, 5]",0.0,0.009646740159896522,8.812878083682346e-05,8.901493517965847e-05,8.955089910044992e-05,0.0,8.87481573299101e-05,0.0
"[2, 32, 5]",0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
"[2, 33, 5]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
"[2, 34, 5]",0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[2, 35, 5]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
"[2, 36, 5]",0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
"[2, 37, 5]",0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
"[2, 38, 5]",0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
"[2, 39, 5]",0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
"[2, 40, 5]",0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[2, 41, 5]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0, 0, 2]",0.0030835104703575496,0.0003883842504031562,9.050790724556704e-05,0.0001381348415783073,0.00018551123472565858,0.00013059016703518753,0.00041109238233779104,6.168758470498756e-05
"[0, 0, 3]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010308797194470337
"[0, 0, 4]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[1, 0, 4]",0.0006632714658343335,6.241859664629374e-05,6.738616848939143e-05,0.0005591309830129887,0.000667806266591213,0.006194778416496068,2.716084158375236e-05,5.3128662044885104e-05
"[1, 0, 5]",0.0,0.0,0.0002631722062049271,0.0,0.0,0.0,0.0,0.0
"[2, 1, 3]",0.06143485205230202,0.08374546062078456,0.05378056899667668,0.0941257416272903,0.056352296164804264,0.046829036060620076,0.05972055364395108,0.06793839932228897
"[2, 2, 4]",0.09321580314178314,0.09319999522402032,0.10410144735442374,0.09309478155319047,0.09316148324970726,0.0933064376407177,0.09304066030833348,0.0931868368315156
"[2, 2, 3]",0.029840399273650762,0.10109920197889005,0.02417881591827615,0.02660892011666592,0.028295393941584857,0.03703949992008106,0.0367311027111713,0.03854730610774202
"[2, 3, 3]",0.026111310652208047,0.019767055403767646,0.02717063267271094,0.12149698562068642,0.024834933003152707,0.02535311089813403,0.02704324057543837,0.030771587617946322
"[2, 4, 3]",0.008436742030689535,0.08679947629500023,0.009717490171277411,0.0055972691970782446,0.0061127686920993025,0.011267487873348234,0.006163811249876423,0.006811630503263801
"[2, 5, 3]",0.0033835245593772335,0.0030331327575899856,0.0748221659134688,0.004559808599884682,0.003885244015474057,0.003312074908933106,0.0018966984880629141,0.0015991396019945474
"[2, 6, 3]",0.0013791167599955696,0.0022831397114972283,0.002573846885921996,0.0016264306465103681,0.0020094244827717467,0.011189695691725869,0.031288814257162775,0.0011449737094240675
"[2, 6, 4]",0.1758155679204522,0.11988866377968486,0.13060502480766992,0.1298302424704242,0.12025220076897389,0.11427109763396151,0.12072381163893976,0.11748430002629674
"[2, 7, 4]",0.10148561797173968,0.10156337777860558,0.10173457774437697,0.10150055788404383,0.1014127138840925,0.10160874590620066,0.13004399655352736,0.10155003650784664
"[2, 8, 4]",0.13215978779076196,0.11915316379935831,0.10712344838386546,0.10862379391327166,0.11576731414657558,0.12209799429716453,0.15639513843345096,0.12214535693527624
"[1, 1, 3]",0.00734652303394491,0.005758044069167363,0.06504150053672748,0.013876420725368011,0.0068339211363075344,0.004934196284820106,0.008591783645775493,0.00869961205266033
"[2, 1, 4]",0.08691871506269984,0.0868565228240856,0.08687624626559315,0.08667143207858523,0.08746010285598182,0.11427992134176822,0.0858218005590942,0.08673778146501547
"[2, 0, 2]",0.022500109877057552,0.02251279717067767,0.022689855267216587,0.02250711045745946,0.02249269659511253,0.02251173120529764,0.022493517859816292,0.022491374735507916
"[2, 1, 2]",0.02338913569940918,0.044750374240249274,0.025500540527290973,0.08657053006304574,0.03045388398838461,0.026352336734560954,0.027223656605782222,0.02456676155819525
"[1, 1, 2]",0.0027316629682541107,0.0014944543436502889,0.0033026564142776545,0.0738530811511726,0.00386931187303263,0.01154650815698032,0.0011768981821374674,0.0014935248586188754
"[2, 0, 1]",0.005380223088957805,0.005245306308603102,0.005377906582190741,0.005381057733095014,0.00537969392407459,0.005159636091759407,0.005378585083265379,0.005533043735190384
"[2, 3, 4]",0.12453008418230488,0.08650712259078223,0.0871108989070648,0.08630389140020615,0.08672624706004493,0.08618781563691481,0.08702217778079467,0.08698224493945475
"[1, 2, 3]",0.08250713363864234,0.014105649458410915,0.004024132148494833,0.0032379017465692574,0.0025824175890474636,0.003643595749805513,0.006772160262619493,0.002622585206880755
"[1, 3, 3]",0.00955871848725207,0.00019754556331476444,0.0004718905220472643,0.0002927925956984727,0.0004647127654927763,0.022553232796169748,8.901493517965847e-05,0.00018435274291756843
"[1, 4, 3]",4.5293355537041636e-06,2.302206671765464e-06,4.155578103329508e-06,4.368052016978996e-06,0.0004928957790874688,2.8197526358918816e-06,2.2430915639976174e-06,2.0726242344233533e-06
"[1, 2, 2]",2.277018710813328e-06,0.01192259694112083,0.000118476916322703,6.348905148865759e-06,1.9123895356210122e-05,0.0006969381168613741,8.695442345578993e-06,5.142689083670985e-05
"[2, 2, 2]",0.003973591202871069,0.012108845110320239,0.007802362311165024,0.007335433664497135,0.009101940538351309,0.003750406464894735,0.08207385595236912,0.008446053216088757
"[2, 4, 4]",0.14595000747791304,0.14572695957542903,0.14589322522055664,0.14596537637246657,0.1387253107924604,0.14582153711351256,0.16197255758191317,0.14596830646135728
"[2, 5, 4]",0.13568182974971632,0.14589111057170734,0.13010189527521807,0.14929631322808212,0.14044049553348364,0.14124149336510006,0.1594708525132676,0.1492874332444053
"[2, 9, 4]",0.13716262419220576,0.11088802671061335,0.11103163618851028,0.1111212131555845,0.11103549478964005,0.11090695575597027,0.11137175726263757,0.12208901507957379
"[2, 10, 4]",0.08786652501776077,0.08230514247190333,0.08525501030621435,0.08371294603076003,0.08647183893398652,0.08400772727531744,0.21751883136705305,0.08386958264155189
"[2, 11, 4]",0.09247422319969936,0.09913238080520444,0.10402062213236991,0.10233818219101502,0.11090933783527678,0.09608737334243737,0.09292180143496201,0.1785152276610262
"[2, 7, 3]",9.59097028817777e-05,0.00020406486440936527,0.00011698203029955845,0.00010661298682160357,0.021959650001236293,9.787046647008707e-06,9.689615425244953e-06,9.581379317889595e-05
"[2, 12, 4]",0.07459694652277885,0.08042345551966466,0.07454489266617537,0.07290091667081221,0.07166210556803677,0.07786542300064014,0.07278667409490161,0.16338763582207802
"[2, 14, 4]",0.06288924994261252,0.0883204370792494,0.07496974559397224,0.07609168785659981,0.05879816647641476,0.07032329160678669,0.07109569605823558,0.18551687361880173
"[2, 15, 4]",0.04530949794120459,0.045247516250326164,0.057178213583095265,0.06629067551838273,0.16022420495315595,0.05328610052333852,0.05337775851990406,0.0420747355468459
"[2, 16, 4]",0.14912582111346773,0.045264368826371706,0.04451595949679619,0.0514135025892555,0.04782248483731357,0.0409721989520978,0.037367594696257195,0.037920388696105436
"[2, 17, 4]",0.05027023790749955,0.05986445714704945,0.05653591204121102,0.045306318296317094,0.03468177751056082,0.04853515359713365,0.0503240773830404,0.18536054736900284
"[2, 18, 4]",0.033133534162158876,0.032866410117557636,0.03093096538469795,0.04825990608733254,0.030086678008589475,0.050894917122742904,0.033404323443427475,0.13405587088083742
"[2, 19, 4]",0.038016118848435206,0.03268387861789456,0.02093906348906916,0.02889222509509632,0.03187417277866268,0.17567745428375925,0.02014308285589943,0.032424177698093054
"[2, 20, 4]",0.01800649062611885,0.02184745700070227,0.020114285117348474,0.022719834475928,0.029994992435150327,0.019569224848214918,0.13609608671693488,0.01707651268881316
"[2, 21, 4]",0.14292468902202052,0.015060352449019602,0.014990535479096945,0.014856397072502322,0.0136807415424234,0.015655708528655252,0.013836685683229518,0.013611528133625489
"[2, 22, 4]",0.1259877923506414,0.009236637385455736,0.028878596637095428,0.011073993805068561,0.012914828440255365,0.019152390678853787,0.02673095259439751,0.011942762547042676
"[2, 23, 4]",0.01621706672014924,0.016562199459511047,0.009304465683721931,0.011748287344935205,0.0086715181012434,0.013130084172746095,0.12395995543105849,0.009093076672690272
"[2, 1, 1]",0.00022740850601524567,5.5878502461580104e-05,5.2756736465305184e-05,0.0025289405477576903,1.790765862022364e-05,2.0612336377767585e-05,3.471969679685156e-05,3.142485189902568e-05
"[2, 13, 4]",0.06272895644712075,0.06268071704014883,0.06115277354910366,0.06413671483154884,0.06381398644097873,0.06256014955013278,0.17104290145740486,0.06410108007659997
"[2, 3, 2]",0.05489877344680425,0.001705355334055809,0.0015147638202219881,0.00111022852865935,0.0023537649292898763,0.0015452579323157764,0.004193304201283511,0.002383674924805719
"[2, 4, 2]",0.0,0.0009143473622821243,0.05390229042885546,9.023734565440826e-05,0.002163897380157855,0.0007365594361953686,0.0006515634487473756,0.0018287950561158167
"[2, 5, 2]",0.0009170848361293609,0.0002560926320028994,0.0005156371433762332,0.0006726989425258734,0.0010210878439997695,0.0006675822869808869,0.00043326144104054664,0.04676442818882027
"[1, 2, 4]",0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
"[1, 3, 4]",0.0,0.0,0.0,0.0,0.0,0.0,0.0013133981333088673,0.0
"[1, 1, 1]",0.0009582853722995663,0.0001744878298423603,1.6232256338517236e-05,1.4205795929978127e-05,0.008662407680344729,9.453323801040828e-05,0.00017837694219884553,0.00017212432628262495
"[1, 2, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[2, 2, 1]",0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[2, 3, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
"[2, 4, 1]",0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
"[2, 5, 1]",0.0,0.0,0.0,0.0,0.0,0.0,1.6445518013449206e-06,0.0
"[2, 24, 4]",0.0977170795675036,0.00708303171991824,0.009155585654651658,0.016336073349006094,0.010495567087552601,0.01317290976021312,0.004404488472438506,0.010797025456736189
"[2, 25, 4]",0.0431382045915511,0.006652743271467823,0.00748751291531299,0.005786154740697597,0.010814837865599718,0.015520299680501112,0.014619565021068764,0.004711182517077441
"[2, 26, 4]",0.004755865097867192,0.003849187343512086,0.04508170126338457,0.006923439142469629,0.0026247666663716494,0.0031928537937006103,0.005967360444939948,0.0047881045006456695
"[2, 27, 4]",0.00025206406926253216,0.00042491711426926324,0.00048051380596955944,0.045298385555106103,0.0006625610394934824,0.0004135902935176222,0.00041941619408239993,0.0007348024918044578
"[2, 28, 4]",0.000254883209018433,0.0006025506161954687,0.03829940125053596,0.00026494636460950183,0.0002668061349929274,0.0,0.01000779872552778,0.0002609992307503014
"[2, 29, 4]",0.0,0.00026043195426707745,0.0,0.02873281373370717,1.6649130598110704e-08,0.0,0.0001777752538764426,0.0
"[2, 30, 4]",0.0001775133024663522,0.0,8.957178603599961e-05,0.0,0.0,8.884732862266544e-05,0.019627637035090177,0.0
"[2, 8, 3]",0.0,9.023507268736557e-09,0.0,0.0,3.583093677356014e-08,0.011842342990920341,0.0,9.187483760359278e-09
"[1, 3, 2]",0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
"[1, 4, 2]",0.0,0.0,0.0,0.0,9e-05,0.0,0.0,0.0
"[2, 31, 4]",0.010000782202155403,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[2, 32, 4]",0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
"[2, 33, 4]",0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
"[2, 34, 4]",0.0,0.0,0.0,0.0,0.0,1.020034898000364e-06,0.0,0.0
"[2, 6, 2]",0.0009010470182840139,0.00041119136611215154,8.716419681835741e-05,8.87481573299101e-05,0.0,0.001090951255997846,0.0006776760566462037,0.046104832816979954
"[2, 7, 2]",0.0,0.0467027749240634,0.0007693946999009893,0.00043506751389022977,0.0005113153735753407,0.0,0.0007714835672480371,0.0
"[2, 8, 2]",0.00032357106616721714,0.0004990471020173651,0.00016741602343502238,0.0002474539391967524,0.0004963021513175243,0.0009830099149582539,0.036579978074469034,0.000490532821795868
"[2, 9, 2]",0.00033832876426186564,0.01699525204408924,0.0002529425228003586,0.0003205412759075085,0.0,0.00016220033931069037,0.0004692330975768305,0.000253267996110439
"[2, 9, 3]",0.0003467515058566987,8.777679413373419e-05,0.00025540739808908587,0.01042760544593558,8.85707497634076e-05,0.009412661331412114,8.919323245132868e-05,0.0
"[2, 10, 3]",0.0003515267957843646,8.777679413373419e-05,0.0,0.0,8.955089910044992e-05,0.0,0.010097154021901143,0.010056860150993963
"[2, 11, 3]",0.0,0.0,0.0024866085602926156,0.0,0.0,0.0,0.0,0.0
"[2, 10, 2]",0.0,0.0,0.0,0.0,0.0,0.0,1.6571343524845675e-06,0.010088183620740088
"[2, 11, 2]",0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
"[2, 12, 2]",0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[2, 13, 2]",0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
"[2, 14, 2]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[2, 14, 3]",0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
"[2, 15, 3]",0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
"[2, 16, 3]",0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
"[2, 17, 3]",0.001524476696109746,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[1, 29, 5]",0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
"[1, 30, 5]",0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
"[1, 31, 5]",0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
"[1, 32, 5]",0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
"[1, 33, 5]",0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
"[1, 34, 5]",0.0,0.0,0.0,0.0,7.878981163035803e-07,0.0,0.0,0.0
