state,0,1,2
"[0, 1]",0.0,0.0,0.0
"[0, 0]",0.04893657007309215,0.31094819663308393,0.05031091089470451
"[1, 0]",0.3179230884631287,0.3234205625178356,0.32346575694208574
"[1, 1]",0.0952961782398927,0.34786463628120295,0.0760541548836648
